No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,mom_con_equal,liq_barra_con_equal,vol_con_equal,growth_con_equal
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,31553753.8577,True,-0.0931198102016607,-0.3409138161151531,0.9421079544733454,1.0608426168732472,-0.3778553634820981
2,000008.SZ,神州高铁,1992-05-07,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,889663.4112,True,0.0086206896551721,-0.2734354007359137,-0.1807147338466569,-0.7683381845167507,-0.4817415371781017
3,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1159989.6168,True,-0.0324675324675323,0.0975642112836118,0.5126904268536093,0.133317168629525,0.1643676156799894
4,000010.SZ,美丽生态,1995-10-27,E48土木工程建筑业,E48土木工程建筑业,184821.0983,True,-0.0704225352112676,0.2089522800142484,-1.3947441710760948,-0.2408235929556443,0.22116819039215
5,000016.SZ,深康佳Ａ,1992-03-27,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,651402.3144,True,-0.0312499999999998,-0.3456474956228336,-1.2115564308915436,-0.9842094591485782,-0.5326993187275906
6,000017.SZ,深中华A,1992-03-31,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,130584.8144,True,-0.029612756264237,0.6911905730242618,0.2757344643914017,0.8793210965241801,-0.5724197649650937
7,000019.SZ,深粮控股,1992-10-12,F51批发业,F51批发业,252879.602,True,-0.0487804878048779,-0.034856761708462,-0.3053263154675634,-0.62460485373712,0.7768827316663948
8,000020.SZ,深华发Ａ,1992-04-28,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,193303.4722,True,-0.0683060109289617,-0.2297192731210487,-1.6553807612465017,-0.3361060292491851,-0.7253640091365882
9,000021.SZ,深科技,1994-02-02,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1494305.6241,True,-0.0654296875,0.0225372847082585,0.8489560540872857,1.2862474681638103,-0.7472907243544673
10,000025.SZ,特力Ａ,1993-06-21,F51批发业,F51批发业,806373.891,True,-0.032571706368498,0.2058192626073636,0.7590940739218451,0.7266057633460861,0.2117665993704099
11,000026.SZ,飞亚达,1993-06-03,F52零售业,F52零售业,280379.0652,True,0.0697084917617234,0.4013996885504111,0.1469789749163837,-0.3888830429248339,0.5874038843552535
12,000027.SZ,深圳能源,1993-09-03,D44电力、热力生产和供应业,D44电力、热力生产和供应业,2422304.3658,True,-0.0243111831442464,-0.2214291584454088,-0.5560360443372009,-0.1203389870483676,-0.4482701534731649
13,000028.SZ,国药一致,1993-08-09,F51批发业,F51批发业,1433473.2056,True,-0.0601293103448276,0.0657922320916635,-0.190059306409838,0.1382371801397775,-0.0229099872061178
14,000030.SZ,富奥股份,1993-09-29,C36汽车制造业,C36汽车制造业,798985.915,True,0.0109409190371989,-0.1238183089919602,-2.147225671451824,-0.9575702411973738,0.6209283447976998
15,000032.SZ,深桑达Ａ,1993-10-28,F51批发业,F51批发业,553999.09,True,-0.0398523985239852,0.941732546425186,0.336100208723985,0.7359693810826516,0.317734255380011
16,000034.SZ,神州数码,1994-05-09,F51批发业,F51批发业,767051.9868,True,0.0613418530351435,1.1200369637655585,1.278117638702283,1.0097136579949817,-0.367070580107608
17,000035.SZ,中国天楹,1994-04-08,N77生态保护和环境治理业,N77生态保护和环境治理业,801962.0283,True,0.0175718849840256,1.1377588831223546,0.4085699100171786,0.5695567309068353,-0.5429076475969439
18,000037.SZ,深南电A,1994-07-01,D44电力、热力生产和供应业,D44电力、热力生产和供应业,444967.8364,True,-0.1258529188779378,0.2007177125148187,0.3225805489041217,1.0813473604075872,-0.6734621487642021
19,000038.SZ,大通退(退),1994-08-08,L72商务服务业,L72商务服务业,245266.18,True,0.1314553990610329,-0.2598806527981199,1.7804544305692611,2.33375723086181,-0.4667054701528549
20,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1476671.4684,True,-0.0051599587203301,-0.3211713398999343,-0.3831704940055316,-0.5677398523563101,-1.1698684859847897
21,000045.SZ,深纺织Ａ,1994-08-15,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,313059.9666,True,-0.022038567493113,0.1264992801953062,-1.0950492794071254,-0.7818594748334565,-1.022308468730985
22,000048.SZ,京基智农,1994-11-01,C13农副食品加工业,C13农副食品加工业,947465.5614,True,-0.1073293345578386,-0.3214828994386367,-2.524187097960736,-0.2208634585715246,0.2274913375458204
23,000049.SZ,德赛电池,1995-03-20,C38电气机械和器材制造业,C38电气机械和器材制造业,769664.0175,True,-0.0085265121236344,0.2609821864188979,1.652377569868965,1.247747712339334,0.4233115114130651
24,000050.SZ,深天马Ａ,1995-03-15,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,2520165.7852,True,0.1060606060606059,-0.3048078723888098,-0.0034357358778829,-0.386429296239246,-0.905848419941978
25,000055.SZ,方大集团,1996-04-15,C33金属制品业,C33金属制品业,301836.3373,True,-0.0133630289532294,-0.1073868415367595,-0.2548646722310366,-0.3441582744219016,-0.6881098064891074
26,000056.SZ,皇庭国际,1996-07-08,L72商务服务业,L72商务服务业,374145.5481,True,-0.0451306413301663,-0.5948272325288853,0.499842662199681,1.0502049725272182,-0.3717991105392986
27,000058.SZ,深赛格,1996-12-26,L72商务服务业,L72商务服务业,384698.3161,True,0.0109289617486338,-0.5711795250383447,1.7286330547698536,1.9656905117834784,-0.0490077447893726
28,000059.SZ,华锦股份,1997-01-30,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,916478.5934,True,-0.0068846815834766,-0.0214256856278347,-0.1108324643612712,-0.6486368775885238,-0.3400883570272179
29,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1434431.551,True,-0.017283950617284,-0.1295380959476207,-0.5791231785125039,-0.9335777784751624,0.063704016057084
30,000061.SZ,农产品,1997-01-10,L72商务服务业,L72商务服务业,910438.5171,True,0.00187265917603,0.2673395765850477,-0.9005275752532448,-0.2478995470201033,-0.4965134932664826
31,000062.SZ,深圳华强,1997-01-30,F51批发业,F51批发业,1447877.9783,True,-0.0581973030518098,-0.1660678833273619,-0.1916709794857148,0.5110982471684694,0.4499671136068607
32,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,11581122.8704,True,-0.096764705882353,0.8674817794541947,1.6927162433824992,0.2158537547324904,-0.6411215427420331
33,000065.SZ,北方国际,1998-06-05,E48土木工程建筑业,E48土木工程建筑业,520136.363,True,-0.0398069963811821,0.0213896842163642,-0.1779239411516011,0.0018432674142026,0.8716842363737429
