No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,mom_con_equal,liq_barra_con_equal,vol_con_equal,growth_con_equal
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,9974426.1201,True,0.0750487329434697,-0.1713332685990675,1.0707561656935785,0.3311217658753717,0.0020702615154974
2,000007.SZ,全新好,1992-04-13,H61住宿业,H61住宿业,342473.0666,True,-0.0144508670520231,0.5483140722050459,0.1967802560364125,0.7496489194756373,-0.5848578988559952
3,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1979770.1834,True,-0.0675772825305536,1.0297312819193984,1.5967341754127184,1.3326696340435245,-0.1304173425960844
4,000010.SZ,美丽生态,1995-10-27,C35专用设备制造业,C35专用设备制造业,278646.4945,True,0.0406091370558374,-0.9743625511007727,0.0633593627677036,0.1398705019920318,-1.1333193419351906
5,000016.SZ,深康佳Ａ,1992-03-27,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,317954.9288,True,0.0109289617486338,-0.7217228292482984,-0.5345588437862625,-1.4696742719851796,-0.6753829489664516
6,000017.SZ,深中华A,1992-03-31,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,288736.1452,True,-0.114561027837259,0.3745855572486534,-1.1212048302972428,0.2632082759892584,0.5729214081581215
7,000019.SZ,深粮控股,1992-10-12,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,241405.5162,True,-0.0713536201469045,-0.393705640590606,-0.680836595926264,-0.4674113866341503,-1.9629988937952851
8,000021.SZ,深科技,1994-02-02,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,864498.3037,True,0.0149925037481257,-0.9487003606012018,-1.220783896722233,-0.9227023511462624,-1.0757851020408873
9,000025.SZ,特力Ａ,1993-06-21,F51批发业,F51批发业,221070.1728,True,-0.0096852300242129,-0.6567023704488879,-1.1492740362305525,0.0836229965916377,-0.2185571831140551
10,000026.SZ,飞亚达,1993-06-03,F52零售业,F52零售业,335022.5375,True,-0.078196872125115,0.0164271154023988,-0.1536671735063343,-0.2174106080649233,0.1537137105990941
11,000027.SZ,深圳能源,1993-09-03,D44电力、热力生产和供应业,D44电力、热力生产和供应业,687136.9321,True,0.0069348127600554,-0.5816123778097524,0.2291134420340375,-1.0881879652649142,0.4138085590420244
12,000028.SZ,国药一致,1993-08-09,F51批发业,F51批发业,1205963.568,True,-0.0762102874432677,-0.4328859753320302,-1.7376920176388937,0.3195705051373532,0.4400074184886667
13,000030.SZ,富奥股份,1993-09-29,C36汽车制造业,C36汽车制造业,445646.5857,True,-0.0402439024390243,-0.6890402456769094,0.205523905461853,-1.1817507593845948,0.9806562444983866
14,000034.SZ,神州数码,1994-05-09,S91综合,S91综合,241785.723,True,0.0013947001394698,-0.6713428824708353,-0.5602285379770571,0.3827989274490249,3.0258124873475563
15,000035.SZ,中国天楹,1994-04-08,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,243561.3283,True,0.0312012480499221,0.3034636428515126,-0.6419572665995422,-0.9193420284440152,1.6177135124409072
16,000037.SZ,深南电A,1994-07-01,D44电力、热力生产和供应业,D44电力、热力生产和供应业,190797.3288,True,0.0516014234875445,1.3360075444395094,-1.1910219497875232,-0.8106022197357343,-1.6190813190015902
17,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1903540.5678,True,0.0925566343042072,-0.0058275051606202,0.0713508474582954,0.1439227629542473,-0.6081299329551038
