No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,mom_con_equal,liq_barra_con_equal,vol_con_equal,growth_con_equal
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,6211554.6888,True,0.0464058234758872,0.2806306186630455,1.5041574034559018,0.6555076410046135,0.1382251246791251
2,000007.SZ,全新好,1992-04-13,H61住宿业,H61住宿业,223254.2743,True,-0.0400333611342786,-0.3683201340461015,0.3415133938772747,-0.4624852686068657,-1.4869271705534848
3,000008.SZ,神州高铁,1992-05-07,H61住宿业,H61住宿业,136700.187,True,-0.1293532338308458,-0.3596002371707485,-0.4034282084209906,0.0546139481116351,0.5144911220122159
4,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1248839.2303,True,0.005911330049261,-0.6055086947601758,1.3771967502932447,0.3358315483844801,-0.4763991515444429
5,000010.SZ,美丽生态,1995-10-27,C35专用设备制造业,C35专用设备制造业,149146.4612,True,-0.0918544194107452,-1.814277584431963,-0.1170260712251751,0.3572272181456175,-1.2896526479888513
6,000016.SZ,深康佳Ａ,1992-03-27,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,248364.7934,True,-0.0264791024516091,0.5030468195723351,-0.3975627291741574,-0.7250078826365163,-0.4987356707283873
7,000017.SZ,深中华A,1992-03-31,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,184512.395,True,-0.0857605177993525,1.3416675563732126,-1.1217806410321651,-0.5309471474845597,0.1787915817977536
8,000018.SZ,神城A退(退),1992-06-16,C17纺织业,C17纺织业,88551.7623,True,0.0051177072671444,-0.5328814497648066,-1.280795886554379,-1.2111735017663308,-0.6398544926757743
9,000019.SZ,深粮控股,1992-10-12,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,165020.1793,True,-0.091872108056512,-0.0930991033033114,-0.4290043259654595,-0.0468441030553219,-1.6807395909127107
10,000021.SZ,深科技,1994-02-02,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,676048.2161,True,0.0571992110453649,-0.4171478539040695,-1.3412097523775846,-0.9829657181413304,-0.5521163311756784
11,000026.SZ,飞亚达,1993-06-03,F52零售业,F52零售业,217438.0258,True,0.0892351274787535,-0.2998830758731517,-0.3411654786636225,-1.069727558215054,0.1054879668739442
12,000027.SZ,深圳能源,1993-09-03,D44电力、热力生产和供应业,D44电力、热力生产和供应业,534759.2861,True,0.0313418784721402,0.0591698588889952,0.542327225934731,-0.7884669734321819,0.1694378187128137
13,000028.SZ,国药一致,1993-08-09,F51批发业,F51批发业,901556.9034,True,-0.0131884681827229,-0.9522503227064364,-0.9927208334806364,0.3220051153369227,0.3482632383419453
14,000030.SZ,富奥股份,1993-09-29,C41其他制造业,C41其他制造业,330801.7459,True,-0.0321592649310872,0.8081253765866148,0.1388283980563615,-0.3369018715862557,2.0713901263433323
15,000032.SZ,深桑达Ａ,1993-10-28,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,195108.607,True,0.0427046263345196,-0.4117514741746892,-1.3815481113162285,-0.4367424098224394,-0.9214796651329809
16,000034.SZ,神州数码,1994-05-09,S91综合,S91综合,145547.5238,True,0.0304449648711941,0.1627419125674695,-1.062617357765666,-0.9741067770467092,-0.7295431047038717
17,000035.SZ,中国天楹,1994-04-08,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,207471.1703,True,-0.0428051001821494,2.199432017354492,-0.8220411689221221,-0.983284948912414,-2.676856436444648
18,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1563642.6868,True,0.0055776892430277,-0.8891282224012078,0.4671519516990942,0.4566344880729305,-1.1630585321174012
19,000048.SZ,京基智农,1994-11-01,C13农副食品加工业,C13农副食品加工业,358206.7437,True,-0.0137130801687763,-0.1704931891877492,-1.213873990796156,0.5442634160707411,-1.0553485083254344
20,000049.SZ,德赛电池,1995-03-20,C38电气机械和器材制造业,C38电气机械和器材制造业,825285.0705,True,-0.0011973180076627,0.6559351837701086,0.887315028419806,0.3655571665824682,1.041476222388484
21,000050.SZ,深天马Ａ,1995-03-15,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,739014.705,True,-0.0460475825019187,0.0792852357850092,0.447772055467253,-0.0410656237575373,-0.2531108231416411
22,000055.SZ,方大集团,1996-04-15,C33金属制品业,C33金属制品业,283200.9325,True,0.0145348837209302,1.1362022941654395,-0.0996977554984164,-0.3968303462032381,-0.5071627263687339
23,000058.SZ,深赛格,1996-12-26,L72商务服务业,L72商务服务业,244389.2115,True,0.0065934065934067,-0.1631443416130782,-0.7423045176865296,-0.7937435632622101,-0.2439286600740673
24,000059.SZ,华锦股份,1997-01-30,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,480200.0892,True,0.0449999999999999,-0.4810395220120222,-0.1034615486632441,-0.0300440892399824,-1.291254109772193
25,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1119129.1565,True,0.0407407407407405,0.0168720129309551,-0.9513975970647712,-0.8476859010260231,-0.2181579967717707
26,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,3691362.2955,True,0.0061208875286915,0.2639316124621984,0.7887135085921368,-0.4422221073657605,-0.8022344422178682
27,000065.SZ,北方国际,1998-06-05,E48土木工程建筑业,E48土木工程建筑业,303871.1204,True,-0.0185058259081563,0.0008516493455497,-1.2748857931002686,0.78197596941026,0.3604186151073467
28,000066.SZ,中国长城,1997-06-26,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,463249.5441,True,0.1790633608815428,-0.0271256154742292,-1.4353801219659894,-1.3408984953331853,-1.2212262992650835
29,000068.SZ,华控赛格,1997-06-11,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,609736.5955,True,-0.074022346368715,0.1064552378172583,-1.36786176308081,-0.5550323572126521,-2.7402183184413937
