No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,mom_con_equal,liq_barra_con_equal,vol_con_equal,growth_con_equal
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,15885992.2823,True,0.1519122593795709,-0.2990315279447036,-0.4943475086155578,-0.5787087397525192,-0.0601288911103602
2,000008.SZ,神州高铁,1992-05-07,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,1463336.5438,True,0.0357142857142858,-0.1924456127703324,-1.2024131798942892,-1.107104012343512,-0.4391025055492737
3,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1715133.013,True,0.1878109452736318,0.4134097255759962,1.0821043755823858,0.0975335794103099,-0.0335543891635485
4,000010.SZ,美丽生态,1995-10-27,E48土木工程建筑业,E48土木工程建筑业,263696.6065,True,-0.0391389432485322,-0.1942303785759192,-0.5681921194235106,-0.8079980350027673,-0.8555487072301431
5,000016.SZ,深康佳Ａ,1992-03-27,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,780734.3682,True,0.1168316831683167,0.3721252357295569,-0.4528139826459261,-1.165447386902592,-0.8456968360188515
6,000017.SZ,深中华A,1992-03-31,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,265410.706,True,-0.0831435079726652,0.5155105970656032,-0.2329140077613608,-0.9683147444810628,0.0746439658119877
7,000019.SZ,深粮控股,1992-10-12,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,460208.0815,True,-0.063934426229508,0.806666105763178,1.848193014203183,1.1389298297531656,-2.436650232409383
8,000021.SZ,深科技,1994-02-02,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1261104.7569,True,-0.0366132723112129,-0.3290705223876652,-0.548886738916453,-0.5759837451164547,-0.1829625961234136
9,000025.SZ,特力Ａ,1993-06-21,F51批发业,F51批发业,1003143.3984,True,-0.0842533410807669,1.901893833277562,1.7247781704056415,2.344729104128949,-0.3951041178074881
10,000026.SZ,飞亚达,1993-06-03,F52零售业,F52零售业,444166.6521,True,-0.0985804416403786,-0.0745463355769426,0.3765146574841959,-0.0293768241703124,-0.0407201934798233
