,,,0
2013,DTOA_barra,IC标准差,0.06387747952478541
2013,DTOA_barra,ICIR,-0.659076185593309
2013,DTOA_barra,IC>0概率,0.25
2013,LNCAP_barra,t值绝对值平均值,1.8037783438775656
2013,LNCAP_barra,t值绝对值>2概率,0.3333333333333333
2013,LNCAP_barra,因子收益平均值,-0.0009264854205395893
2013,LNCAP_barra,因子收益标准差,0.0015680222606313332
2013,LNCAP_barra,因子收益t值,-1.9596689350744583
2013,LNCAP_barra,因子收益>0概率,0.3333333333333333
2013,LNCAP_barra,IC平均值,-0.009346349184516054
2013,LNCAP_barra,IC标准差,0.013491105090589754
2013,LNCAP_barra,ICIR,-0.692778621303252
2013,LNCAP_barra,IC>0概率,0.3333333333333333
2013,MACD,t值绝对值平均值,1.9405414912889396
2013,MACD,t值绝对值>2概率,0.4166666666666667
2013,MACD,因子收益平均值,-0.0014468476388209953
2013,MACD,因子收益标准差,0.004383610368108601
2013,MACD,因子收益t值,-1.094680033994756
2013,MACD,因子收益>0概率,0.25
2013,MACD,IC平均值,-0.022285728263140594
2013,MACD,IC标准差,0.04365766017635074
2013,MACD,ICIR,-0.5104654755458636
2013,MACD,IC>0概率,0.25
2013,MIDCAP_barra,t值绝对值平均值,2.1465829732562387
2013,MIDCAP_barra,t值绝对值>2概率,0.5
2013,MIDCAP_barra,因子收益平均值,0.000751421240825044
2013,MIDCAP_barra,因子收益标准差,0.005366481616951132
2013,MIDCAP_barra,因子收益t值,0.464397810932192
2013,MIDCAP_barra,因子收益>0概率,0.5
2013,MIDCAP_barra,IC平均值,0.01246999929196368
2013,MIDCAP_barra,IC标准差,0.058668623657124885
2013,MIDCAP_barra,ICIR,0.21254971592382477
2013,MIDCAP_barra,IC>0概率,0.5833333333333334
2013,PSY,t值绝对值平均值,1.3203172100952532
2013,PSY,t值绝对值>2概率,0.3333333333333333
2013,PSY,因子收益平均值,-0.00039200490011637705
2013,PSY,因子收益标准差,0.003983278265604401
2013,PSY,因子收益t值,-0.32639777664880093
2013,PSY,因子收益>0概率,0.5
2013,PSY,IC平均值,0.0017211035619263983
2013,PSY,IC标准差,0.0375698290204447
2013,PSY,ICIR,0.045810790381553515
