No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,assetturnover_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,return_1m,wgt_return_1m,exp_wgt_return_1m,std_1m,return_3m,wgt_return_3m,exp_wgt_return_3m,std_3m,return_6m,wgt_return_6m,exp_wgt_return_6m,std_6m,return_12m,wgt_return_12m,exp_wgt_return_12m,std_12m,turn_1m,bias_turn_1m,turn_3m,bias_turn_3m,turn_6m,bias_turn_6m,turn_12m,bias_turn_12m,beta,HAlpha,DIF,DEA,MACD,RSI,PSY,BIAS,LNCAP_barra,MIDCAP_barra,BETA_barra,HSIGMA_barra,HALPHA_barra,DASTD_barra,CMRA_barra,STOM_barra,STOQ_barra,STOA_barra,RSTR_barra,MLEV_barra,BLEV_barra,DTOA_barra,BTOP_barra,ETOP_barra,CETOP_barra
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,6205978.7869,True,-0.0244565217391302,,,-0.04023901822059539,-0.03689030134044178,2.9462156918583724,1.3108473015142335,,,0.967804769449658,0.12837295315438688,-0.23264794158630112,0.113232060463377,-0.033920679933934564,-0.2642873740522949,,0.09349731595332585,,,0.09759891403306122,0.11871842307850317,0.11777720391480824,,,8.917681236322835,-0.41643547409268494,-0.07890887920644278,-0.04446132953560723,0.11155796980030125,-0.6711789175891967,-0.3031407060097747,-0.155884372216192,0.2978960602168169,0.17336688774329,0.12022807498659602,-0.19218682737057072,0.796816770544443,-0.15243160269781958,0.07461350444347112,-0.10194932636178801,1.5410612712167457,0.006667751779552584,-0.23257344286510764,0.020427237155681514,-0.20801011671032568,0.2334179536647547,0.3504058805464684,0.44744222398830535,1.278461452281058,0.6208064360477484,1.6399617507386441,-1.8552817256890166,-1.840160198610289,-2.2611074353817298,-1.2421469967952177,-0.3626264073821972,-0.5577706039389669,8.917681236322835,0.019995529323131575,2.8909203696426213,1.0437677293658165,0.2583494898097627,0.8985401350976737,0.5024802351754691,1.237253561531384,1.3724389484918151,1.9599609985665156,-0.23868787568869712,,,0.1850517467073163,-0.04023901822059539,,1.3108473015142335
2,000007.SZ,全新好,1992-04-13,H61住宿业,H61住宿业,238802.4789,True,-0.0711009174311926,,,-0.8514145290736254,-0.21677123631378425,-1.4397443747923904,-2.3689457630983637,,,-1.9969399959925747,2.2608329528836397,-0.7016663419630029,1.9495323838688412,2.7037523508083376,1.68705407276488,,0.8879153598436205,,,-0.27649312548961646,0.4419856734221765,0.4415741429318453,,,0.021093157934663875,-1.0347883507950766,-0.4382189185069592,-0.5944440857472436,-0.5624356958992947,-0.5018759965718075,-0.08518728901938204,-0.43814208358072354,-0.661007544069768,-0.633179091566964,-0.4815867591758084,-0.4092264025227631,-1.1903184483573046,-1.362703118780246,-0.8657980321829806,-0.3397342412579578,-0.18125989100199352,0.4375317793303186,-0.665904198816197,0.25243741552704957,-0.8775493679091574,0.004616695884298299,-2.029874391022219,0.4704309426731269,-1.3776183679403453,-0.6722198873190953,-0.6907846182223795,-0.7694628154148414,-0.5636771635281536,-0.4366202861267261,-1.5316606628058833,-1.0102877829979302,-0.8261042865893489,0.021093157934663875,-0.34572405517385035,-0.7816597746563873,1.6273582906172688,-0.12014856449045551,-0.8355437983547067,0.05910588320321868,0.6359096911980121,0.4522869318429401,0.8600356715864703,-0.8679579298033684,,,0.7737025677059656,-0.8514145290736254,,-2.3689457630983637
3,000008.SZ,神州高铁,1992-05-07,H61住宿业,H61住宿业,141561.2928,True,-0.0216271884654994,,,-0.33831005855396523,0.21076619035180788,0.8583059998883448,0.6480683390420974,,,0.09404283850416043,-0.3727247380543478,-0.24935636355716426,2.0312428829331113,-0.1005402858495402,0.03718438968387533,,0.29411591041625135,,,0.6270185462879304,-0.5076272125787962,-0.5074968929451594,,,-0.0770385767691008,0.515955484980481,-0.07219857478166301,0.13247801402744078,0.14469588869853184,-0.21500352709929635,-0.4138151318454906,0.010890243357072867,-0.0705218582274134,-0.21371366948811382,-0.1644891306728205,-0.27684419404976274,-0.18159302996360668,0.8511388423294396,1.3315869255197215,-0.10348678685760697,0.6709365199011467,-0.4918619552392354,-1.1346753078290737,-0.3148246135540959,-0.8670919340417516,-0.2705120961957504,-1.2948393930401623,0.4038098391854285,0.9527428924125345,2.354905875601338,-1.4961511924270434,0.9027579416918056,0.3627051173732927,1.0275346945770742,0.4881689131372296,-0.5165884737853046,0.7627219978256753,-0.0770385767691008,0.468480845057866,-1.7366634992219043,0.9283655697950262,1.1426402078867879,0.14528653688948903,0.7891190734511822,-0.6278510036886714,-0.34491628054739026,0.7399572671506254,0.44866265580579046,,,-1.024456095848392,-0.33831005855396523,,0.6480683390420974
4,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1387875.0094,True,-0.0580875781948166,,,-0.7641306063516862,-0.43200772788387304,0.14631873879654483,-1.0936738697891748,,,-0.4051114116166826,2.3084141382805394,-0.8938957280649509,1.8825369716826807,2.4844744715459344,0.34299445496253256,,-0.05296590515701766,,,-0.4737840920039175,0.5161004436387867,0.5170739481231111,,,0.24895224962103144,1.2459703504180848,1.6893505901191417,1.2774525705020998,1.23208161206604,1.3647040892588893,1.0491360788061073,1.507660781423445,0.31238052086515844,0.6395113959065047,0.38415661565480325,1.510982820538507,-0.11209484507924154,0.6348184346920268,0.5728439129113038,0.9971471487550546,0.2939790058619263,1.450507862615143,0.8285679443530949,0.8672064733365572,-0.009117852762701004,0.6726395340623154,-0.571018081837924,1.016715848521112,0.09057767683089224,-0.42164764273604954,0.5255616245464791,1.481390410557482,1.364461556681379,0.2914545371245738,2.113909641774887,0.9439243796764246,1.0536615686252242,0.24895224962103144,0.3313139404455166,0.9948157326395072,0.24102463389372608,-0.1632978618911691,0.18484940871405808,-1.5227233736942283,1.8005047537618102,1.1913622606742469,1.3792187880598608,0.3714585513058271,,,0.4246208059468189,-0.7641306063516862,,-1.0936738697891748
5,000010.SZ,美丽生态,1995-10-27,C35专用设备制造业,C35专用设备制造业,197686.8549,True,-0.1684210526315789,,,-1.213538584421044,-0.6880544521861157,2.2559502883694433,-0.1227293944521557,,,2.478638312039742,0.9560068565422926,0.7596471394390107,2.0485498889487155,-0.5664624094620629,-0.36949304613904865,,-0.7375766028150772,,,-0.08334377155396208,-0.15387314447529601,-0.1540982493605622,,,-0.037563164329529226,0.24752536799820674,0.7245644089044975,-0.4413042705679896,0.14716748770451432,-0.31367302901864785,0.4955707706449166,-0.10851664392944314,0.21403384412961643,-0.7284813368043518,1.1469506569383794,0.21666600223323274,0.6739592962467376,0.91832025334891,1.6625524998989305,1.687279248046216,-0.5170943662109084,0.21803531548291852,0.04550001041042278,-0.06904931676173377,-0.3333511024588186,0.6669317666942289,0.4129802685600422,0.854269340585905,1.1559107433327067,1.6327829870175437,-2.407441186808787,0.07057201714539327,0.247433409308937,-0.31446316945945374,0.08965205175093977,-0.18570124089097056,-0.10007380965012252,-0.037563164329529226,-0.45980888416099785,-3.6636091008747607,0.18858103648609886,0.39238370174653553,0.36593917909777585,-0.22185230162963906,0.25479303164685585,-0.022539252039428775,-0.4063965748334128,-0.08350438613191333,,,0.1459194092218477,-1.213538584421044,,-0.1227293944521557
6,000016.SZ,深康佳Ａ,1992-03-27,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,265762.3273,True,-0.0555555555555555,,,2.3232447209676357,3.1698753845969687,-0.37009473115254055,1.8023020521877233,,,-0.558463752226461,-0.2462601065226424,0.5959458316586347,2.343283481492074,-0.5541671091504641,-0.4098534728311797,,-0.6617313347369826,,,1.7228861644094546,2.6900452865164257,2.6860969108126476,,,-0.045401504884976636,0.8281400717556531,1.7743900160725568,1.0813421075595224,-0.07997509256869512,0.05787016172965713,1.3954016940712568,1.8825057888539911,-0.19646083973856082,0.15470963482133038,1.0683225837465828,1.536596599655499,-0.4786235855081771,-0.33711495984019324,-0.38474547008583043,1.2612926702297487,-1.309529786049736,0.12188348480836227,1.5977579210410036,-0.16786976937223563,1.1731446443187863,-0.4709816266049871,0.9806259788944455,-1.051230110561861,0.07196957907415807,-0.33810017055075325,-0.9536664506085767,1.01214504296007,0.41685351536659876,0.8883790241096631,0.038106779563451085,0.24924827528382987,0.8796790905255587,-0.045401504884976636,-0.4974230766628328,-0.13792743777173877,-1.6031132758942541,-0.23899561478822684,-0.4151944776750243,-1.5687460510275772,0.1314904868471797,0.10795580592211376,-0.6071964171766795,-0.1845545666315309,,,2.055851729291634,2.3232447209676357,,1.8023020521877233
7,000017.SZ,深中华A,1992-03-31,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,153305.8651,True,0.2402343749999997,,,0.0160774294031752,-0.6356046785863463,0.3253136418985236,0.1731803030082959,,,0.31223783713189296,1.047384356899588,-1.7515951187476875,0.32667271911817913,0.45409879668601905,0.5279992362513195,,-2.122817903896784,,,2.9181771355795623,-0.10330967951731998,-0.10524738466277926,,,-0.20631570237206762,-1.357251834996654,-0.6949148100094938,0.1870834838099969,-0.8219898488407714,1.141509928115358,0.11454161094350526,-0.5796441478676364,-0.6460554555142302,0.3427061519024946,-0.6907751011068259,-0.6637251158794394,-1.7020824597473003,0.3895249359003031,-0.6999330877237365,-0.11197542268426973,-2.8774539820766143,-1.1745839412921146,-0.661653140768178,-0.5057629965634134,0.7117341431136641,-0.7203654271102733,0.6097784599385541,-0.7033327007266356,1.3514549023015638,-0.015961762480973606,-3.793898609276189,-0.3062838571580157,-0.1630373912998695,-0.21584493243499145,-2.112467077259905,-1.6722297930159975,-1.1445994142006406,-0.20631570237206762,-0.07462524367576591,-3.3477076308375056,-1.277344794189874,-0.30897897548663916,-1.3034814279272235,-0.5621937145436092,-1.1241536713318019,-1.1779908438355,-3.652544990041391,0.04940756924380054,,,4.341584121108341,0.0160774294031752,,0.1731803030082959
8,000018.SZ,神城A退(退),1992-06-16,C17纺织业,C17纺织业,92740.0213,True,-0.0441810344827586,,,-1.7163304873142837,-1.6593316438526782,0.40417005393626015,-0.518488682499737,,,0.3657557983602757,2.251169020915335,1.497757147761291,1.4875063211819763,1.4473950041083443,-0.12999473414321105,,-0.3061646501530335,,,-1.977359753878856,-0.7888536763224115,-0.789385157182875,,,-0.15349357762092364,-0.3411285083330184,-0.6220017596304873,0.11246527613810424,-1.3386721671371251,-0.49755922637911404,-0.852835499851782,-0.42922780995635657,-1.5444931938754776,-0.8918828691093461,-1.011848612191485,-0.7928173027686425,-1.4369814893677604,0.1739536821362122,-0.9385677362752719,-0.9739530864947037,-0.9530130432806243,-1.426878487379679,-0.5969518796349451,-1.4690333015827106,-0.6129363786467436,-1.4744729222401374,-0.353210013118451,-1.3776775099542737,-0.018162321293508542,0.6056186105927981,-1.3506080179273554,-0.12632936593358843,-0.11191057640476093,0.009786086014712805,0.469801693129015,-0.44810860666503616,-0.2108986776698529,-0.15349357762092364,1.3545954833873342,-2.1402648430109803,-0.13566916254009992,0.5411800658921667,-1.4908545894448488,0.22914098652897913,-2.293240081480906,-2.2558490394422237,-2.2541712938869933,-0.13504741705851014,,,-0.739765420477709,-1.7163304873142837,,-0.518488682499737
9,000019.SZ,深粮控股,1992-10-12,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,159951.992,True,0.0297766749379653,,,0.6720158307647943,-0.02595310722363746,-1.8392863150080079,-0.8154755593951871,,,2.9322653546429644,2.6721431856586415,-0.4582520348717876,-0.03666656548468808,2.1166188938868524,-0.15225249343615527,,-0.004744972247291827,,,-0.5955601124586019,-0.25976867632818673,-0.2610665748041367,,,0.07669665538139445,0.36760380152322986,0.1236095357424192,0.262410468030211,0.5804286978382447,0.5374247373405397,-0.039820101884568096,0.20467830621683172,-0.0762490243812153,-0.1534993705403303,-0.620329652616251,-0.03930710091292386,-0.48798496863834334,0.645494070232192,-0.5224175465949839,-0.3174394107013685,-0.5388199776551108,-0.6732205119868384,0.6727574413408658,-1.021043005997667,0.015534692890449269,-1.098519726612577,-0.018513421334970796,-1.212289735764551,-0.2651276490100092,0.5718350418626257,-0.7213180567383929,0.6731074912939482,0.6460850773863267,-0.031773866613342513,0.24266582189193456,1.2693088825204284,0.3813484285126975,0.07669665538139445,-0.1389938748022137,-0.018527497286726043,-0.5230250577711714,0.9150198758913438,-0.16275424870169428,-1.7146836499276843,-0.6131163036376377,-0.9113600827275575,-1.2699205042831032,0.7774457061858537,,,-0.3480926778323644,0.6720158307647943,,-0.8154755593951871
10,000020.SZ,深华发Ａ,1992-04-28,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,42815.179,True,0.1439169139465876,,,-0.4695410574608948,0.5160740592474522,0.07446091015409095,-0.06625837917883953,,,-0.6311115976356623,-1.9844470129740643,-2.239876311496343,-0.9685998152535004,-0.1702802092026374,0.13745973505076722,,-0.20571363333738926,,,1.1195299629673314,1.4154691350623896,1.410880913278675,,,-0.3880266715073819,-0.04219983333350392,-0.825392678324126,0.8592231815513093,-2.313272130449218,-0.744507856379678,-1.6135130437888308,-0.5637096682033466,-1.8804950683452304,-0.9103344881699682,-1.8262313233742806,-1.5724558357728151,-1.8365914581990295,-1.1047301492742394,-1.695090513303584,-1.920613350009683,-2.307960135786832,-2.0876006170745662,-1.1368172125530407,-1.9950655213451938,-1.2145485588680238,-1.613573969282923,-0.6860993384362678,-1.8402522106022294,-1.2198128121717429,-0.6117371106859566,-0.14946388025617074,-0.7737571462285439,-1.2193393846990215,0.5453839899577672,-0.6237100868296811,-0.7355749834151926,0.36653372619180674,-0.3880266715073819,1.90272562366071,0.09333918919911781,-1.1537239654873994,-0.8463815391709085,-2.1275806731210594,-1.5203290894210477,-1.8853452651176634,-1.696923042151875,-1.4108213686399274,-1.3392746247667098,,,1.7743047181242153,-0.4695410574608948,,-0.06625837917883953
