,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000039.SZ,0.004833252779120349,C33金属制品业,中集集团,1759202.1061,0.004442,7793.465480000001,14.26
000069.SZ,0.004470758820686322,N78公共设施管理业,华侨城Ａ,1665168.2801,0.0070909999999999,11711.00316,5.35
000156.SZ,0.00048332527791203475,R87广播、电视、电影和录音制作业,华数传媒,221903.0309,0.054737,12103.18722,31.56
000425.SZ,0.010874818753020783,C35专用设备制造业,徐工机械,1611606.951,0.006795,10894.86222,7.84
000581.SZ,0.016916384726921217,C36汽车制造业,威孚高科,1829190.8878,0.01124,20362.33096,26.96
000651.SZ,0.007612373127114545,C38电气机械和器材制造业,格力电器,8492785.688,0.0037419999999999,31695.73156,28.44
000709.SZ,0.009666505558240696,C31黑色金属冶炼和压延加工业,河钢股份,1048412.3875,0.011969,12484.66833,2.06
000776.SZ,0.03504108264862252,J67资本市场服务,广发证券,6055435.1677,0.002974,17899.36335,10.23
000826.SZ,0.002416626389560174,N77生态保护和环境治理业,启迪环境,1947693.5475,0.015518,29932.32276,23.95
000895.SZ,0.009908168197196714,C13农副食品加工业,双汇发展,4225299.3368,0.0034999999999999,14726.23829,34.87
000963.SZ,0.01184146930884485,F52零售业,华东医药,1578288.8033,0.001787,2838.07719,56.38
002038.SZ,0.01268728854519091,C27医药制造业,双鹭药业,1612910.0003,0.0107289999999999,17198.78588,42.73
002051.SZ,0.006041565973900434,E48土木工程建筑业,中工国际,1372405.9682,0.001952,2663.1737700000003,17.96
002129.SZ,0.007854035766070565,C38电气机械和器材制造业,TCL中环,1663708.9583,0.010605,17645.087460000002,23.0
002202.SZ,0.0055582406959884,C34通用设备制造业,金风科技,,,0.0,10.98
002230.SZ,0.01474142097631706,I65软件和信息技术服务业,科大讯飞,1528940.253,0.0120419999999999,18266.95303,26.43
002269.SZ,0.003020782986950217,C18纺织服装、服饰业,美邦服饰,909525.0,0.00627,5672.68685,9.05
002294.SZ,0.006645722571290478,C27医药制造业,信立泰,881329.768,0.005579,4895.8884,30.71
002304.SZ,0.02114548090865152,C15酒、饮料和精制茶制造业,洋河股份,5587692.413,0.001463,8174.87154,63.55
002310.SZ,0.007854035766070565,E48土木工程建筑业,东方新能,819378.6107,0.012334,10058.15384,18.1
002500.SZ,0.008458192363460609,J67资本市场服务,山西证券,1744654.6,0.004588,7962.330620000001,7.27
002603.SZ,0.0036249395843402604,C27医药制造业,以岭药业,1724352.5,0.00375,6447.24476,31.21
002653.SZ,0.004833252779120348,C27医药制造业,海思科,371577.024,0.051837,19232.50313,20.8
002673.SZ,0.004833252779120348,J67资本市场服务,西部证券,801067.048,0.007609,6066.58808,11.65
600008.SH,0.00459159014016433,D46水的生产和供应业,首创环保,1469600.0,0.004681,6839.6098,6.68
600009.SH,0.010028999516674722,G56航空运输业,上海机场,1482753.9943,0.006175,9123.3341,13.56
600016.SH,0.18222773744723064,J66货币金融服务,民生银行,16968384.0592,0.00261,44138.4571,6.26
600019.SH,0.000483325277912035,C31黑色金属冶炼和压延加工业,宝钢股份,7275955.519,0.001121,8097.6973,4.43
600027.SH,0.008458192363460609,D44电力、热力生产和供应业,华电国际,2140340.4568,0.003967,8459.9668,3.64
600050.SH,0.006041565973900435,I63电信、广播电视和卫星传输服务,中国联通,7334022.3527,0.005788,42217.9556,3.46
600060.SH,0.009062348960850652,C39计算机、通信和其他电子设备制造业,海信视像,1298013.3722,0.006296,8124.5151,9.92
600143.SH,0.005679072015466409,C29橡胶和塑料制品业,金发科技,1282560.0,0.011468,14711.7751,5.01
600153.SH,0.00459159014016433,F51批发业,建发股份,1630240.3048,0.005563,8995.8426,5.75
600170.SH,0.005437409376510391,E48土木工程建筑业,上海建工,497047.5775,0.0062,3069.1739,4.52
600177.SH,0.0002416626389560175,C18纺织服装、服饰业,雅戈尔,1674411.9946,0.0036609999999999,6107.7454,7.52
600196.SH,0.024166263895601735,C27医药制造业,复星医药,3511699.5192,0.00771,26977.5691,18.44
