,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000039.SZ,0.004969705800216127,C33金属制品业,中集集团,2095676.503,0.025749,54310.31915,16.88
000060.SZ,0.009651647057395062,C32有色金属冶炼和压延加工业,中金岭南,1566390.362,0.0163549999999999,25453.24923,7.6
000069.SZ,0.0042509015408152126,N78公共设施管理业,华侨城Ａ,1714967.7053,0.029607,50482.8737,5.51
000156.SZ,0.0004856785536492673,R87广播、电视、电影和录音制作业,华数传媒,211368.6783,0.037419,7905.62126,29.03
000536.SZ,0.007309462232421473,C39计算机、通信和其他电子设备制造业,华映科技,506065.6975,0.043945,22372.56493,20.2
000776.SZ,0.0347624424774463,J67资本市场服务,广发证券,6878216.6812,0.019402,132230.51429000002,11.62
000869.SZ,0.004504668585096954,C15酒、饮料和精制茶制造业,张裕Ａ,1420239.2256,0.005923,8409.07006,31.32
000876.SZ,0.00904454886533348,C13农副食品加工业,新希望,1471557.2807,0.01365,19822.20828,13.7
000878.SZ,0.007886205514879977,C32有色金属冶炼和压延加工业,云南铜业,1423473.9158,0.009746,13737.37825,10.05
000960.SZ,0.008347600140846782,C32有色金属冶炼和压延加工业,锡业股份,1818928.2178,0.010784,19440.51838,15.8
000963.SZ,0.012770917568207484,F52零售业,华东医药,2586469.0362,0.003477,8907.14998,59.59
002001.SZ,0.008808994766813585,C27医药制造业,新和成,1609519.2555,0.017321,27725.85114,15.0
002051.SZ,0.0064352408358527916,E48土木工程建筑业,中工国际,1483971.264,0.012012,17713.76146,19.42
002129.SZ,0.009841061693318278,C38电气机械和器材制造业,TCL中环,1591373.7862,0.011935,19077.21003,22.0
002202.SZ,0.003303828361199141,C34通用设备制造业,金风科技,2615427.8488,0.019145,50255.54886,12.23
002294.SZ,0.006593086365788804,C27医药制造业,信立泰,1041467.186,0.015765,16189.13243,36.29
002304.SZ,0.02186767687805826,C15酒、饮料和精制茶制造业,洋河股份,5311605.0145,0.002262,11962.01937,60.41
002344.SZ,0.0003982564139923991,L72商务服务业,海宁皮城,1501103.7746,0.009751,14652.41058,13.65
002353.SZ,0.016051676198108284,C35专用设备制造业,杰瑞股份,1954401.249,0.052167,97913.18499,36.85
002415.SZ,0.024909238820286797,C39计算机、通信和其他电子设备制造业,海康威视,6322988.2845,0.006863,43218.93235,20.07
002450.SZ,0.0054274127888565135,C29橡胶和塑料制品业,康得退(退),,,0.0,32.67
002500.SZ,0.008924343423305286,J67资本市场服务,山西证券,2051829.0,0.032621,66670.6863,8.55
002570.SZ,0.01104918709552083,C14食品制造业,贝因美,1631846.134,0.009211,15051.19836,16.01
