,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000061.SZ,0.012759752096244985,L72商务服务业,农产品,3134672.6262,0.026682,84030.95709000001,19.52
000063.SZ,0.026734718677846634,C39计算机、通信和其他电子设备制造业,中兴通讯,8725692.0693,0.0591659999999999,518003.91726,31.15
000338.SZ,0.0034026005589986646,C36汽车制造业,潍柴动力,3296213.4789,0.047112,156729.08299,31.51
000423.SZ,0.013367359338923317,C27医药制造业,东阿阿胶,3432028.0785,0.033306,116023.55802,52.5
000425.SZ,0.0035241220075343275,C35专用设备制造业,徐工机械,3466414.4229,0.0212,74493.69755,14.71
000568.SZ,0.010936930368209988,C15酒、饮料和精制茶制造业,泸州老窖,3599187.4402,0.012393,44568.82242,25.7
000581.SZ,0.012759752096244985,C36汽车制造业,威孚高科,3078253.8395,0.024554,76343.07809,36.31
000598.SZ,0.004496293595819662,D46水的生产和供应业,兴蓉环境,1839534.4771,0.063778,119194.81675,10.63
000623.SZ,0.016405395552314985,C27医药制造业,吉林敖东,3124601.2393,0.0390169999999999,123616.79763,39.6
000651.SZ,0.027463847369060636,C38电气机械和器材制造业,格力电器,17022874.7991,0.041808,703399.6191,57.0
000768.SZ,0.019929517559849314,C37铁路、船舶、航空航天和其他运输设备制造业,中航西飞,8572559.8024,0.042745,372866.91544,34.6
000778.SZ,0.004131729250212663,C33金属制品业,新兴铸管,2826264.9223,0.0237579999999999,67877.2498,7.76
000831.SZ,0.012152144853566653,C32有色金属冶炼和压延加工业,中国稀土,2708466.6145,0.055618,152269.38321,36.38
000858.SZ,0.012395187750637988,C15酒、饮料和精制茶制造业,五粮液,9910366.5328,0.010404,103551.31221,26.11
000876.SZ,0.0070482440150686585,C13农副食品加工业,新希望,3888692.802,0.0354,138224.12518,22.5
002001.SZ,0.006076072426783327,C27医药制造业,新和成,2072020.4608,0.022219,46743.06841,19.31
002051.SZ,0.0066836796694616585,E48土木工程建筑业,中工国际,2700546.6067,0.033018,89423.70712,35.34
002294.SZ,0.005468465184104994,C27医药制造业,信立泰,1423902.8906,0.02339,33739.86674,31.01
002310.SZ,0.006076072426783327,E48土木工程建筑业,东方新能,1523234.5098,0.028935,44780.86811,27.52
002353.SZ,0.011544537610888321,C35专用设备制造业,杰瑞股份,2266645.5341,0.03625,83094.20629999999,37.88
002422.SZ,0.00911410864017499,C27医药制造业,科伦药业,1381810.5209,0.030255,41650.10338,39.19
002594.SZ,0.015190181066958314,C36汽车制造业,比亚迪,4236665.31,0.022936,99428.57174,60.0
600000.SH,0.10997691092477821,J66货币金融服务,浦发银行,26965458.2775,0.02766,752366.3257,18.07
600016.SH,0.06914570421679427,J66货币金融服务,民生银行,28989516.6274,0.014153,414401.5772,10.62
600030.SH,0.13070796043613603,J67资本市场服务,中信证券,33723177.6012,0.04581,1563213.8983,34.36
600050.SH,0.009830107955762972,I63电信、广播电视和卫星传输服务,中国联通,20179159.768,0.0418039999999999,852608.3093000001,9.52
600068.SH,0.0012152144853566635,E48土木工程建筑业,葛洲坝(退),5758223.8961,0.096484,563108.5549999999,13.88
600100.SH,0.01822821728034998,C39计算机、通信和其他电子设备制造业,同方股份,4227351.3425,0.083317,366133.5987,20.42
600111.SH,0.007534329809211322,C32有色金属冶炼和压延加工业,北方稀土,4780167.0983,0.064842,311102.5847,32.31
600115.SH,0.010450844574067322,G56航空运输业,中国东航,7027339.1156,0.046536,332741.5823,9.03
600118.SH,0.006319115323854664,C39计算机、通信和其他电子设备制造业,中国卫星,5679495.3154,0.077608,454404.03540000005,48.03
600143.SH,0.005225422287033661,C29橡胶和塑料制品业,金发科技,2470400.0,0.021268,52998.7505,9.65
600170.SH,0.009721715882853322,E48土木工程建筑业,上海建工,4610829.537,0.012917,60231.88619999999,12.78
600352.SH,0.007655851257746992,C26化学原料和化学制品制造业,浙江龙盛,4597547.6197,0.055081,253423.261,30.05
600415.SH,0.0008506501397496644,L72商务服务业,小商品城,6651607.7231,0.012904,86319.7433,24.44
600588.SH,0.016405395552314985,I65软件和信息技术服务业,用友网络,4823505.7721,0.034515,165344.6187,41.43
600642.SH,0.0021873860736419974,D45燃气生产和供应业,申能股份,4706807.6187,0.027992,133314.1992,10.34
600655.SH,0.008992587191639324,F52零售业,豫园股份,2996816.32,0.0922519999999999,294826.4346,20.85
600688.SH,0.0014582573824279985,C25石油、煤炭及其他燃料加工业,上海石化,2334915.0,0.171328,406872.8653,9.79
600705.SH,0.004496293595819662,J69其他金融业,中航产融(退),5769161.8724,0.0559949999999999,327595.2132,26.5
600783.SH,0.0036456434560699956,S91综合,鲁信创投,2972971.0202,0.025446,76510.8373,39.94
600809.SH,0.0036456434560699956,C15酒、饮料和精制茶制造业,山西汾酒,2011365.5219,0.018459,37560.2593,23.23
600837.SH,0.0083125766886665,J67资本市场服务,海通证券(退),23151587.306,0.036833,866113.6555999999,28.61
600863.SH,0.0037671649046056603,D44电力、热力生产和供应业,华能蒙电,3455608.275,0.047491,164290.2034,5.95
600875.SH,0.012638230647709317,C34通用设备制造业,东方电气,5441553.5028,0.051166,281702.9856,27.25
600886.SH,0.023089075221776643,D44电力、热力生产和供应业,国投电力,8550389.4172,0.047185,407324.9983,12.6
600887.SH,0.01263823064770932,C14食品制造业,伊利股份,10966525.1555,0.017522,193135.6608,36.46
601117.SH,0.012152144853566653,E48土木工程建筑业,中国化学,6496761.0,0.0551339999999999,364720.5613,13.17
601318.SH,0.07668003402600558,J68保险业,中国平安,48021201.7196,0.0432209999999999,2091265.236,88.66
601333.SH,0.01020780167699599,G53铁路运输业,广深铁路,4069610.64,0.0427149999999999,175728.0614,7.2
601800.SH,0.016405395552314985,E48土木工程建筑业,中国交建,25362281.2826,0.013064,338437.1672,21.59
601866.SH,0.007291286912139991,G55水上运输业,中远海发,8804658.75,0.0449179999999999,393029.9003,11.1
601939.SH,0.03645643456069996,J66货币金融服务,建设银行,6571655.4601,0.032188,213251.867,6.85
603000.SH,0.0019443431765706644,I64互联网和相关服务,人民网,3344715.4444,0.018988,64702.17709999999,60.5
600010.SH,0.01567626686110098,C31黑色金属冶炼和压延加工业,包钢股份,10657350.355,0.027731,297970.75440000003,6.77
600058.SH,0.005468465184104994,F51批发业,五矿发展,2704430.7239,0.026636,72493.7093,25.23
002292.SZ,0.0010936930368209987,C24文教、工美、体育和娱乐用品制造业,奥飞娱乐,1881836.16,0.029545,55152.47425000001,58.69
002416.SZ,0.0002430428970713327,F51批发业,爱施德,1907806.4962,0.01295,24988.01606,19.68
600023.SH,0.0036456434560699956,D44电力、热力生产和供应业,浙能电力,709985.8478,0.15574,112455.7418,8.98
600583.SH,0.0027949933163203306,B11开采专业及辅助性活动,海油工程,5705061.0078,0.026712,153653.4112,14.09
600633.SH,0.007412808360675658,R86新闻和出版业,浙数文化,2733112.9512,0.023786,65664.2797,24.1
600998.SH,0.005468465184104994,F51批发业,九州通,3768628.4678,0.0290209999999999,110545.5136,26.53
601216.SH,0.007898894154818325,C26化学原料和化学制品制造业,君正集团,,,0.0,24.21
601929.SH,0.002078994000732347,I63电信、广播电视和卫星传输服务,吉视传媒,2201839.2885,0.026873,60148.7571,15.0
002153.SZ,0.0009721715882853273,I65软件和信息技术服务业,石基信息,2057898.9177,0.0267919999999999,55962.68092,126.21
300015.SZ,0.0012152144853566655,Q84卫生,爱尔眼科,2112882.7263,0.008395,17969.807689999998,40.68
300017.SZ,0.012152144853566653,I65软件和信息技术服务业,网宿科技,2421004.7858,0.063347,156057.66331,48.92
300070.SZ,0.002916514764855997,N77生态保护和环境治理业,碧水源,3159698.7299,0.02261,71820.90924,48.35
300124.SZ,0.012152144853566653,C38电气机械和器材制造业,汇川技术,2673937.6678,0.03302,89585.10978,43.58
300251.SZ,0.006926722566532992,R87广播、电视、电影和录音制作业,光线传媒,2987092.4597,0.019569,58842.32023,31.72
600038.SH,0.005468465184104994,C37铁路、船舶、航空航天和其他运输设备制造业,中直股份,1956967.6,0.043191,84633.34969999999,49.84
600398.SH,0.004617815044355328,C18纺织服装、服饰业,海澜之家,2446888.7019,0.028998,70416.91589999999,15.98
603288.SH,0.004860857941426661,C14食品制造业,海天味业,894876.66,0.026997,24342.4741,33.21
