,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000039.SZ,0.01131760781510603,C32有色金属冶炼和压延加工业,中集集团,3263941.6626,0.032121,104777.20081,26.29
000069.SZ,0.003931379556826306,N78公共设施管理业,华侨城Ａ,3654032.8241,0.099163,355307.98431,11.74
000156.SZ,0.0011913271384322137,R87广播、电视、电影和录音制作业,华数传媒,598146.3769,0.068513,40789.71529,50.55
000333.SZ,0.007981891827495828,C38电气机械和器材制造业,美的集团,8298122.9891,0.019037,156837.35151,37.0
000425.SZ,0.010721944245889922,C35专用设备制造业,徐工机械,3454631.9129,0.041012,142273.05529,14.66
000538.SZ,0.01179413867047892,C27医药制造业,云南白药,7808157.0794,0.025087,190351.03966,74.98
000728.SZ,0.018465570645699314,J67资本市场服务,国元证券,6481530.0,0.0239659999999999,156087.04059,33.0
000776.SZ,0.043483440552775796,J67资本市场服务,广发证券,15289529.8515,0.018351,283053.53919000004,25.83
000778.SZ,0.0017869907076483204,C33金属制品业,新兴铸管,2767991.4187,0.042024,116387.03011,7.6
000826.SZ,0.004765308553728855,N77生态保护和环境治理业,启迪环境,4119207.0835,0.023135,93854.53914,48.99
000839.SZ,0.009530617107457711,I63电信、广播电视和卫星传输服务,国安股份,3567864.1572,0.047336,166229.02786,22.76
000869.SZ,0.0029783178460805345,C15酒、饮料和精制茶制造业,张裕Ａ,2278640.52,0.011313,26055.52171,50.25
000876.SZ,0.006075768406004289,C13农副食品加工业,新希望,3804005.7143,0.032063,122569.31175,22.01
000878.SZ,0.006552299261377175,C32有色金属冶炼和压延加工业,云南铜业,3015498.4743,0.092619,273457.1769,21.29
000960.SZ,0.004527043126042415,C32有色金属冶炼和压延加工业,锡业股份,2830844.671,0.045582,126090.52344,24.59
000963.SZ,0.006552299261377175,F52零售业,华东医药,3298848.3316,0.011152,36698.77727,76.0
000999.SZ,0.005956635692161069,C27医药制造业,华润三九,3288147.4154,0.016173,52706.07804000001,33.63
002038.SZ,0.007743626399809389,C27医药制造业,双鹭药业,2458647.4445,0.033391,81791.09849,65.0
002051.SZ,0.005956635692161069,E48土木工程建筑业,中工国际,2532903.153,0.035894,90332.89516,33.13
002304.SZ,0.015487252799618777,C15酒、饮料和精制茶制造业,洋河股份,8230745.6614,0.007486,61777.12448,93.61
002415.SZ,0.020252561353347635,C39计算机、通信和其他电子设备制造业,海康威视,14290536.9368,0.030518,429075.73516,45.36
002653.SZ,0.0029783178460805345,C27医药制造业,海思科,3409332.12,0.012315,41420.08776,31.56
600008.SH,0.0007147962830593289,D46水的生产和供应业,首创环保,3269200.0,0.033462,109446.3988,14.86
600009.SH,0.0013104598522754361,G56航空运输业,上海机场,3279335.7146,0.023034,75881.262,29.99
600011.SH,0.02442220633786038,D44电力、热力生产和供应业,华能国际,11361000.0,0.009503,108004.3586,10.82
600015.SH,0.037526804860614736,J66货币金融服务,华夏银行,9744505.5901,0.019847,193845.89,15.02
600018.SH,0.010007147962830596,G55水上运输业,上港集团,21094051.5356,0.007295,154706.376,9.27
600027.SH,0.00013046644781419855,D44电力、热力生产和供应业,华电国际,4998047.77,0.022932,114951.0173,8.5
600031.SH,0.0026209197045508723,C35专用设备制造业,三一重工,9887005.3904,0.072743,712651.4299,13.02
600060.SH,0.01131760781510603,C39计算机、通信和其他电子设备制造业,海信视像,4191065.3541,0.0269499999999999,111659.9775,32.03
600104.SH,0.01751250893495354,C36汽车制造业,上汽集团,26439308.7763,0.008822,234324.8551,23.98
600143.SH,0.00524183940910174,C29橡胶和塑料制品业,金发科技,3783680.0,0.061106,222420.5609,14.78
600153.SH,0.00345484870145342,F51批发业,建发股份,5092020.1519,0.036565,184425.3773,17.96
600271.SH,0.011555873242792477,C39计算机、通信和其他电子设备制造业,航天信息,8711355.6,0.022722,189885.9062,94.34
600315.SH,0.005122706695258521,C26化学原料和化学制品制造业,上海家化,3121924.8948,0.023176,72538.4937,47.24
600369.SH,0.014295925661186563,J67资本市场服务,西南证券,5464970.8844,0.028797,157901.7304,23.53
600415.SH,0.009768882535144153,L72商务服务业,小商品城,7827341.9851,0.035053,274454.4203,14.38
600436.SH,0.005956635692161069,C27医药制造业,片仔癀,3228149.2783,0.03891,121535.5817,200.65
600519.SH,0.005003573981415298,C15酒、饮料和精制茶制造业,贵州茅台,30129333.234,0.00506,153180.55419999998,263.83
600642.SH,0.002501786990707649,D45燃气生产和供应业,申能股份,5225739.9868,0.045208,230903.5452,11.48
600674.SH,0.007494027238151968,D44电力、热力生产和供应业,川投能源,5533490.5834,0.019698,107372.7051,25.14
600688.SH,0.002263521563021206,C25石油、煤炭及其他燃料加工业,上海石化,2043945.0,0.076652,156998.69950000002,8.57
600690.SH,0.021443888491779844,C38电气机械和器材制造业,海尔智家,8032628.7459,0.025963,204452.1464,29.35
600705.SH,0.0041696449845127475,J69其他金融业,中航产融(退),5629831.1706,0.054836,308717.9864,25.86
600783.SH,0.003931379556826305,S91综合,鲁信创投,4073134.0568,0.038737,154311.1802,54.72
600804.SH,0.0011913271384322128,I63电信、广播电视和卫星传输服务,退市鹏博(退),5611948.7479,0.03627,202009.078,41.79
600809.SH,0.0029783178460805345,C15酒、饮料和精制茶制造业,山西汾酒,1989719.3153,0.0201589999999999,40173.5849,22.98
600887.SH,0.0057183702644746275,C14食品制造业,伊利股份,12121529.4506,0.034082,412559.6415,20.15
601006.SH,0.011198475101262808,G53铁路运输业,大秦铁路,18107752.036,0.014427,263474.5009,12.18
601098.SH,0.006909697402906839,R86新闻和出版业,中南传媒,4928224.0,0.009693,48444.4064,27.44
601111.SH,0.01131760781510603,G56航空运输业,中国国航,9320454.5948,0.011493,107962.7234,11.19
601117.SH,0.002263521563021204,E48土木工程建筑业,中国化学,5569357.0,0.031672,176986.5795,11.29
601158.SH,0.0035739814152966408,D46水的生产和供应业,重庆水务,,,0.0,12.91
601186.SH,0.04050512270669527,E48土木工程建筑业,中国铁建,21302345.658,0.022246,474433.9828,20.76
601231.SH,0.0023826542768644278,C39计算机、通信和其他电子设备制造业,环旭电子,4067129.68,0.013949,56551.92340000001,40.2
601288.SH,0.008965482297582289,J66货币金融服务,农业银行,107036126.9811,0.003955,422969.8336,3.64
601328.SH,0.05658803907553015,J66货币金融服务,交通银行,22307574.382,0.016447,365893.3194,6.82
601555.SH,0.018465570645699314,J67资本市场服务,东吴证券,,,0.0,26.77
601601.SH,0.03764593757445794,J68保险业,中国太保,20262034.1,0.0156,320068.0153,32.23
601628.SH,0.032761496306885886,J68保险业,中国人寿,73423766.78,0.003878,286411.2838,35.26
601633.SH,0.010721944245889922,C36汽车制造业,长城汽车,9298776.604,0.008488,78857.2287,46.28
601688.SH,0.03621634500833929,J67资本市场服务,华泰证券,16363200.0,0.032416,535635.4894000001,29.22
601766.SH,0.04336430783893258,C37铁路、船舶、航空航天和其他运输设备制造业,中国中车,,,0.0,29.45
601800.SH,0.01608291636883489,E48土木工程建筑业,中国交建,20992309.7045,0.0116009999999999,243690.115,17.87
601818.SH,0.02963351698762143,J66货币金融服务,光大银行,20581955.8615,0.013948,287276.9699,5.17
601988.SH,0.05837502978317847,J66货币金融服务,中国银行,91261467.9283,0.004731,432579.9466,4.33
601998.SH,0.01310459852275435,J66货币金融服务,中信银行,23577916.2381,0.005504,129956.7919,7.39
603000.SH,0.0017869907076483204,I64互联网和相关服务,人民网,3895349.5903,0.0267729999999999,103649.0696,70.46
002399.SZ,0.0047653085537288555,C27医药制造业,海普瑞,3427256.6,0.014468,48811.39259,42.83
002292.SZ,0.0011913271384322139,C24文教、工美、体育和娱乐用品制造业,奥飞娱乐,,,0.0,75.78
002410.SZ,0.007743626399809389,I65软件和信息技术服务业,广联达,2286024.0299,0.0386689999999999,88255.04639,31.93
002416.SZ,0.0017869907076483204,F51批发业,爱施德,,,0.0,20.67
002429.SZ,0.004169644984512748,C39计算机、通信和其他电子设备制造业,兆驰股份,,,0.0,14.15
002470.SZ,0.0071479628305932815,C26化学原料和化学制品制造业,金正大,3378663.08,0.024404,80871.34131,28.51
002475.SZ,0.005360972122944961,C39计算机、通信和其他电子设备制造业,立讯精密,3713489.01,0.011859,44094.28658,48.45
600583.SH,0.00262091970455087,B11开采专业及辅助性活动,海油工程,5352796.7724,0.035324,190009.1183,13.22
