,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000001.SZ,0.04577173270254288,J66货币金融服务,平安银行,18051494.9576,0.009315,167181.4035,10.67
000069.SZ,0.0037492607924305152,N78公共设施管理业,华侨城Ａ,5634217.5152,0.0058,32488.1893,9.2
000333.SZ,0.027486694263749264,C38电气机械和器材制造业,美的集团,25866245.009,0.005258,135593.2986,41.2
000425.SZ,0.00892962743938498,C35专用设备制造业,徐工机械,2811413.4001,0.0134749999999999,37596.8096,4.02
000568.SZ,0.019172087522176234,C15酒、饮料和精制茶制造业,泸州老窖,7761611.3481,0.010989,86833.3967,55.37
000783.SZ,0.01785925487876996,J67资本市场服务,长江证券,4505272.6024,0.004817,21622.7202,9.5
000826.SZ,0.006031933767001775,N77生态保护和环境治理业,启迪环境,2760600.69,0.007285,19958.5471,32.59
000895.SZ,0.007202838557066825,C13农副食品加工业,双汇发展,6990630.9957,0.002926,20446.1853,21.19
000963.SZ,0.013719692489651098,F52零售业,华东医药,4040230.3962,0.004232,17045.2624,46.54
002065.SZ,0.011649911295091664,I65软件和信息技术服务业,东华软件,2862118.5249,0.006984,19840.0475,10.24
002202.SZ,0.0005913660555884092,C34通用设备制造业,金风科技,3285900.8872,0.005218,17049.120199999998,15.23
002304.SZ,0.02974571259609699,C15酒、饮料和精制茶制造业,洋河股份,11092001.1294,0.007345,83161.0612,89.4
002415.SZ,0.047380248373743356,C39计算机、通信和其他电子设备制造业,海康威视,21772953.042,0.004392,95170.2411,30.0
002450.SZ,0.004577173270254289,C29橡胶和塑料制品业,康得退(退),5687585.9247,0.017818,100842.7727,19.74
600000.SH,0.02611472501478415,J66货币金融服务,浦发银行,37546628.5691,0.001604,60263.8872,13.36
600008.SH,0.0017977528089887643,D46水的生产和供应业,首创环保,2834521.1049,0.012747,36116.849,5.88
600009.SH,0.01511927025377426,G56航空运输业,上海机场,4095069.1068,0.005099,20737.5891,37.45
600018.SH,0.006173861620342993,G55水上运输业,上港集团,15450766.9824,0.001481,22825.0142,6.79
600019.SH,0.01343583678296866,C31黑色金属冶炼和压延加工业,宝钢股份,16434756.3114,0.00917,149363.9749,7.44
