,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000039.SZ,0.002763595484566022,C33金属制品业,中集集团,1843651.812,0.004164,7708.2516,14.62
000069.SZ,0.0029977984917326345,N78公共设施管理业,华侨城Ａ,4254667.6536,0.002802,12041.9176,6.95
000156.SZ,0.0014637687947913255,R87广播、电视、电影和录音制作业,华数传媒,1779581.1876,0.002627,4682.8719,17.91
000333.SZ,0.02289334395053633,C38电气机械和器材制造业,美的集团,17864546.1077,0.002722,48537.5893,28.17
000768.SZ,0.015047543210454825,C37铁路、船舶、航空航天和其他运输设备制造业,中航西飞,5886101.6313,0.00297,17492.934,21.26
000826.SZ,0.005503770668415384,N77生态保护和环境治理业,启迪环境,2793636.4148,0.004573,12689.1999,32.98
000895.SZ,0.00836104735584805,C13农副食品加工业,双汇发展,6904856.3822,0.002097,14447.897099999998,20.93
000963.SZ,0.008431308257998035,F52零售业,华东医药,3128270.3551,0.003717,11614.6544,72.07
000999.SZ,0.006323481193498525,C27医药制造业,华润三九,2419571.5967,0.001964,4744.8448,24.73
002241.SZ,0.01586725373553797,C39计算机、通信和其他电子设备制造业,歌尔股份,3350126.6178,0.004249,14318.6094,26.52
002304.SZ,0.02599653379549394,C15酒、饮料和精制茶制造业,洋河股份,8699978.7454,0.002175,18870.6586,70.6
002415.SZ,0.02798725935641014,C39计算机、通信和其他电子设备制造业,海康威视,11224164.8288,0.001449,16308.6831,23.81
002450.SZ,0.0054335097662654,C29橡胶和塑料制品业,康得退(退),5495914.3075,0.013887,76242.44350000001,19.11
600000.SH,0.04360382918504727,J66货币金融服务,浦发银行,33261004.8809,0.000598,19765.3917,16.21
600008.SH,0.0012764063890580357,D46水的生产和供应业,首创环保,1981272.405,0.001865,3700.1216,4.11
600011.SH,0.019673052601995415,D44电力、热力生产和供应业,华能国际,7402500.0,0.000744,5505.456,7.05
600018.SH,0.01053913532249754,G55水上运输业,上港集团,11650651.9808,0.00045,5218.1477,5.12
