,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000333.SZ,0.03810877299131589,C38电气机械和器材制造业,美的集团,3216085.7216,0.007949,25614.60153,46.86
000536.SZ,0.004104021706757096,C39计算机、通信和其他电子设备制造业,华映科技,413945.8007,0.005057,2087.38958,23.98
000538.SZ,0.03986763943706893,C27医药制造业,云南白药,6375238.4186,0.002114,13491.12378,91.83
000568.SZ,0.01582979801177737,C15酒、饮料和精制茶制造业,泸州老窖,2292115.9017,0.009114,21070.2609,16.37
000581.SZ,0.02052010853378548,C36汽车制造业,威孚高科,1666379.1703,0.005583,9312.38443,27.16
000596.SZ,0.0029314440762550683,C15酒、饮料和精制茶制造业,古井贡酒,906444.6733,0.011307,10238.95735,23.63
000598.SZ,0.011725776305020273,D46水的生产和供应业,兴蓉环境,868717.1284,0.009486,8247.90843,5.02
000750.SZ,0.008794332228765205,J67资本市场服务,国海证券,617182.7964,0.024607,15356.556529999998,10.52
000858.SZ,0.03341846246930777,C15酒、饮料和精制茶制造业,五粮液,5556672.9053,0.003327,18503.80401,14.64
000876.SZ,0.011139487489769258,C13农副食品加工业,新希望,1262102.0474,0.008847,11221.98552,11.75
000895.SZ,0.03517732891506082,C13农副食品加工业,双汇发展,5434604.9597,0.003574,19579.40158,44.85
000963.SZ,0.011139487489769258,F52零售业,华东医药,1291089.8383,0.001493,1950.65144,46.12
002007.SZ,0.009380621044016218,C27医药制造业,华兰生物,1731243.4007,0.008491,14738.95428,30.05
002065.SZ,0.013484642750773313,I65软件和信息技术服务业,东华软件,2330638.2863,0.009268,21756.38928,39.19
002294.SZ,0.007621754598263177,C27医药制造业,信立泰,911171.5965,0.009374,8579.6795,31.75
002304.SZ,0.014657220381275343,C15酒、饮料和精制茶制造业,洋河股份,3482643.9917,0.003897,13717.389980000002,39.82
002344.SZ,0.010553198674518245,L72商务服务业,海宁皮城,1701432.0225,0.00855,14511.06952,15.45
002353.SZ,0.021692686164287506,C35专用设备制造业,杰瑞股份,2300588.5616,0.0106299999999999,24679.67018,75.2
002603.SZ,0.004104021706757096,C27医药制造业,以岭药业,297336.6276,0.043751,13041.1416,35.19
002673.SZ,0.005276599337259122,J67资本市场服务,西部证券,771370.8507,0.009753,7579.032889999999,12.27
600011.SH,0.02403784142529156,D44电力、热力生产和供应业,华能国际,5113500.0,0.0006169999999999,3167.3667,4.87
600015.SH,0.020642919796620522,J66货币金融服务,华夏银行,5300440.1246,0.002639,14107.4777,8.17
600019.SH,0.022865263794789533,C31黑色金属冶炼和压延加工业,宝钢股份,6242783.7462,0.000533,3330.7637000000004,3.79
600050.SH,0.00094771173505146,I63电信、广播电视和卫星传输服务,中国联通,6358978.9185,0.002189,13940.0302,3.0
600100.SH,0.01758866445753041,C39计算机、通信和其他电子设备制造业,同方股份,2166594.2077,0.024284,53258.9308,10.9
600104.SH,0.028499499309351767,C36汽车制造业,上汽集团,11996663.3549,0.001053,12663.4426,12.98
