,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000333.SZ,0.01984869460522779,C38电气机械和器材制造业,美的集团,36778763.3665,0.003747,137899.4037,54.3
000538.SZ,0.019833624226488655,C27医药制造业,云南白药,5352809.6721,0.012352,65734.9636,87.9
000596.SZ,0.005723417276786727,C15酒、饮料和精制茶制造业,古井贡酒,4149017.6,0.006621,27541.7697,108.16
000630.SZ,0.0014393544438651758,C32有色金属冶炼和压延加工业,铜陵有色,2036398.9079,0.002036,4147.6783000000005,2.13
000728.SZ,0.007650112201645624,J67资本市场服务,国元证券,2462964.3456,0.001831,4495.9702,8.36
000783.SZ,0.0010426819593353925,J67资本市场服务,长江证券,3450400.2218,0.002262,7779.337799999999,6.24
000895.SZ,0.011446834553573454,C13农副食品加工业,双汇发展,2735037.4058,0.011374,30989.9633,30.99
000963.SZ,0.0025727043996645275,F52零售业,华东医药,4304469.3854,0.007219,31182.122,24.6
002065.SZ,0.006006754765736565,I65软件和信息技术服务业,东华软件,2574510.5019,0.018176,46829.8858,9.17
002241.SZ,0.01620690436793073,C39计算机、通信和其他电子设备制造业,歌尔股份,5362587.5029,0.01439,76565.13,19.39
600000.SH,0.02995443933177691,J66货币金融服务,浦发银行,33471582.8037,0.000874,29354.1788,11.91
600019.SH,0.0052360767957930045,C31黑色金属冶炼和压延加工业,宝钢股份,12089294.548,0.002653,32170.6171,5.47
600115.SH,0.010426819593354036,G56航空运输业,中国东航,5021944.6692,0.001391,6975.0379,5.12
600219.SH,0.00680009973479611,C32有色金属冶炼和压延加工业,南山铝业,2114065.3378,0.0028239999999999,5960.6131000000005,2.16
600271.SH,0.0103134845977741,C39计算机、通信和其他电子设备制造业,航天信息,3826026.9841,0.002314,8866.5196,20.65
600276.SH,0.012217512523517007,C27医药制造业,恒瑞医药,37829629.8758,0.0099639999999999,376638.633,85.9
600369.SH,0.005666749778996759,J67资本市场服务,西南证券,2444332.2507,0.002431,5928.1831,4.33
600372.SH,0.003343382369608088,C37铁路、船舶、航空航天和其他运输设备制造业,中航机载,2407025.6965,0.003004,7141.7602,13.68
600415.SH,0.004760069814357278,L72商务服务业,小商品城,2073864.6011,0.002433,5129.5379,3.81
600519.SH,0.07019969626221184,C15酒、饮料和精制茶制造业,贵州茅台,141824731.62,0.006559,933832.6554,1129.0
600637.SH,0.0068000997347961115,I63电信、广播电视和卫星传输服务,东方明珠,3011589.1773,0.000981,2948.9094,8.82
600674.SH,0.007650112201645624,D44电力、热力生产和供应业,川投能源,4204044.1584,0.001105,4639.9184000000005,9.55
600688.SH,0.0007820114695015528,C25石油、煤炭及其他燃料加工业,上海石化,2865566.0785,0.000598,1706.4926,3.91
600690.SH,0.019297212868081816,C38电气机械和器材制造业,海尔智家,10402281.9878,0.004716,49187.1221,17.06
600703.SH,0.016660244350250472,C39计算机、通信和其他电子设备制造业,三安光电,6782420.6553,0.028531,193116.9223,16.63
600741.SH,0.014620214429811637,C36汽车制造业,华域汽车,8171860.5665,0.002404,19608.4015,25.92
