,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000060.SZ,0.0023020257826887654,C32有色金属冶炼和压延加工业,中金岭南,1644950.2069,0.005344,8757.522,4.61
000338.SZ,0.021778969414653526,C36汽车制造业,潍柴动力,3448238.9288,0.01567,54152.6485,8.0
000423.SZ,0.012638572924565777,C27医药制造业,东阿阿胶,3060099.0248,0.0043419999999999,13251.3171,46.8
000425.SZ,0.009422507492868236,C35专用设备制造业,徐工机械,2860367.2498,0.005325,15250.0178,4.09
000538.SZ,0.007695988155851662,C27医药制造业,云南白药,8289483.7428,0.003556,29208.6285,79.6
000725.SZ,0.04699969306322898,C39计算机、通信和其他电子设备制造业,京东方Ａ,11546174.1137,0.009535,109630.9969,3.41
000895.SZ,0.013146372729570652,C13农副食品加工业,双汇发展,7686724.9647,0.002747,21009.2168,23.3
002007.SZ,0.009873885097317011,C27医药制造业,华兰生物,2734284.2318,0.013095,36060.3805,34.07
002065.SZ,0.009027552088975554,I65软件和信息技术服务业,东华软件,2397771.2602,0.006147,14789.3119,8.61
002294.SZ,0.007447730473404833,C27医药制造业,信立泰,3063780.864,0.005118,15814.0055,29.29
002415.SZ,0.056219080634095246,C39计算机、通信和其他电子设备制造业,海康威视,24867720.5792,0.0027939999999999,69071.179,31.45
600009.SH,0.030637254901960783,G56航空运输业,上海机场,6000998.4667,0.004063,24265.1025,54.88
600031.SH,0.022568880222438886,C35专用设备制造业,三一重工,6967542.5568,0.005233,36377.3132,9.0
600050.SH,0.025559256851912036,I63电信、广播电视和卫星传输服务,中国联通,11891290.5776,0.005857,69352.06049999999,5.61
600068.SH,0.011397284512331638,E48土木工程建筑业,葛洲坝(退),3264787.1851,0.003808,12480.7788,7.09
600104.SH,0.0042203806015960795,C36汽车制造业,上汽集团,33532506.7782,0.0017749999999999,59476.4603,29.15
600271.SH,0.016023904957931608,C39计算机、通信和其他电子设备制造业,航天信息,5235711.8783,0.006,31493.3529,28.35
600276.SH,0.08023236919077022,C27医药制造业,恒瑞医药,24223785.6826,0.008014,193442.8255,66.15
600309.SH,0.04406573863431192,C26化学原料和化学制品制造业,万华化学,13478683.104,0.007062,95355.8618,49.3
600332.SH,0.010833062506770665,C27医药制造业,白云山,3779120.394,0.008428,31978.6998,35.28
600436.SH,0.018337215180731593,C27医药制造业,片仔癀,6206927.4565,0.005086,31553.2899,102.88
600498.SH,0.008406907882858484,C39计算机、通信和其他电子设备制造业,烽火通信,2979893.5151,0.014591,44084.5001,28.87
600519.SH,0.12263473244724722,C15酒、饮料和精制茶制造业,贵州茅台,82807302.7782,0.0046949999999999,391148.618,659.19
600588.SH,0.012920683927346261,I65软件和信息技术服务业,用友网络,5251586.8247,0.013273,70245.5891,27.89
600741.SH,0.019409236991297436,C36汽车制造业,华域汽车,5856278.1444,0.002479,14705.7637,20.43
600809.SH,0.008350485682302388,C15酒、饮料和精制茶制造业,山西汾酒,4095462.2982,0.004594,18779.5461,47.3
601117.SH,0.0010315559615650606,E48土木工程建筑业,中国化学,3280445.0,0.00307,10116.6757,6.65
601186.SH,0.024825768244682772,E48土木工程建筑业,中国铁建,12193440.23,0.004681,56614.2213,10.6
601238.SH,0.003611020835590222,C36汽车制造业,广汽集团,6303786.5332,0.00108,6819.3802,10.4
601336.SH,0.004441446397817591,J68保险业,新华保险,9561739.3739,0.006104,58670.4878,45.85
601600.SH,0.013428483732351136,C32有色金属冶炼和压延加工业,中国铝业,4427772.2363,0.0100629999999999,44627.1712,4.04
601888.SH,0.036166630556458315,L72商务服务业,中国中免,12370885.0468,0.006147,75477.2941,63.36
601939.SH,0.028380366879716897,J66货币金融服务,建设银行,6600436.4329,0.00759,50118.8351,6.88
002470.SZ,0.0004965153648936528,C26化学原料和化学制品制造业,金正大,1815368.162,0.003942,6977.8586,6.66
002153.SZ,0.005529375654497528,I65软件和信息技术服务业,石基信息,1734352.6339,0.0145049999999999,25514.6543,35.8
300015.SZ,0.01681381576571697,Q84卫生,爱尔眼科,5759565.1644,0.004375,25444.8037,31.37
300251.SZ,0.004570198245043874,R87广播、电视、电影和录音制作业,光线传媒,2226417.2471,0.00473,10629.6126,8.09
600373.SH,0.003611020835590222,R86新闻和出版业,中文传媒,1488175.227,0.00378,5654.5551,10.8
600398.SH,0.011002329108438957,C18纺织服装、服饰业,海澜之家,4474786.8923,0.00199,8856.6577,9.96
300059.SZ,0.025615679052468133,I64互联网和相关服务,东方财富,5270688.8798,0.014343,76076.6906,12.69
601021.SH,0.004908731448380457,G56航空运输业,春秋航空,2665282.995,0.002525,6664.955,33.31
300144.SZ,0.009873885097317011,R88文化艺术业,宋城演艺,2658643.4747,0.0073729999999999,19759.4091,22.47
600820.SH,0.0063192864622828885,E48土木工程建筑业,隧道股份,1892745.8486,0.002395,4539.0122,6.02
601718.SH,0.004062398440038999,C18纺织服装、服饰业,际华集团,1673210.8029,0.001917,3191.3813,3.81
002027.SZ,0.01285297728667894,L72商务服务业,分众传媒,5982839.5325,0.013237,78914.23730000001,8.59
600816.SH,0.008689018885638972,J69其他金融业,建元信托,2565207.5217,0.0063739999999999,16849.126,5.49
000938.SZ,0.005190842451160944,C39计算机、通信和其他电子设备制造业,紫光股份,1298304.0,0.015517,20173.6851,45.0
300033.SZ,0.004400931643375582,I65软件和信息技术服务业,同花顺,983262.4645,0.006209,6117.9558,37.23
002508.SZ,0.007222041671180444,C38电气机械和器材制造业,老板电器,2055977.3432,0.011885,24672.2745,22.0
002555.SZ,0.005077998050048748,I64互联网和相关服务,三七互娱,1204946.7114,0.017194,20933.1851,10.19
002558.SZ,0.006714241866175568,I64互联网和相关服务,巨人网络,854218.72,0.0155939999999999,13378.7836,20.0
600522.SH,0.01173581771566822,C38电气机械和器材制造业,中天科技,2452568.7183,0.007268,17866.0499,8.98
600977.SH,0.005980753258946304,R87广播、电视、电影和录音制作业,中国电影,736195.0,0.006661,4914.9654,13.03
601881.SH,0.005360109052829235,J67资本市场服务,中国银河,907884.3233,0.006083,5546.3322,7.39
002460.SZ,0.01517757194959015,C32有色金属冶炼和压延加工业,赣锋锂业,2357689.1567,0.0185369999999999,44083.1502,29.98
002601.SZ,0.00445735384393168,C26化学原料和化学制品制造业,龙佰集团,947527.526,0.0066279999999999,6347.1821,13.43
002608.SZ,0.002144043621131694,D44电力、热力生产和供应业,江苏国信,379422.2763,0.004238,1606.2714,7.04
300136.SZ,0.014218394540136497,C39计算机、通信和其他电子设备制造业,信维通信,2763892.8622,0.007285,20417.2522,34.12
600390.SH,0.002200465821687791,J69其他金融业,五矿资本,394396.9905,0.004568,1801.6275,7.68
603799.SH,0.018111526378507204,C32有色金属冶炼和压延加工业,华友钴业,4091207.1481,0.018613,76504.5789,49.9
600025.SH,0.002933954428917055,D44电力、热力生产和供应业,华能水电,509400.0,0.008473,4329.0116,2.83
600339.SH,0.0038931318383707086,B11开采专业及辅助性活动,中油工程,731077.0918,0.004745,3471.6193,4.71
600346.SH,0.006657819665619471,C28化学纤维制造业,恒力石化,1498555.4015,0.0157549999999999,23645.4492,16.3
600487.SH,0.015854638356263318,C38电气机械和器材制造业,亨通光电,4382926.6165,0.017635,77995.5763,23.56
601108.SH,0.0023133102227999858,J67资本市场服务,财通证券,353256.0,0.013744,4883.4503,9.84
601838.SH,0.0019747770194634023,J66货币金融服务,成都银行,322212.8195,0.064702,21091.2255,8.92
