,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000568.SZ,0.01747729861881011,C15酒、饮料和精制茶制造业,泸州老窖,6936960.2565,0.005951,41271.9504,47.51
000895.SZ,0.012756742078681335,C13农副食品加工业,双汇发展,8626946.6879,0.002132,18326.8676,26.15
002236.SZ,0.015004626145409324,C39计算机、通信和其他电子设备制造业,大华股份,2710929.1603,0.015694,42588.9773,14.77
002294.SZ,0.006799849301852166,C27医药制造业,信立泰,2956041.216,0.00407,11940.5756,28.26
002304.SZ,0.03849501464271681,C15酒、饮料和精制茶制造业,洋河股份,15923863.2448,0.003436,54303.4039,128.0
002415.SZ,0.06428948430842048,C39计算机、通信和其他电子设备制造业,海康威视,22724905.8648,0.004528,102355.4415,28.74
600009.SH,0.029278689969132056,G56航空运输业,上海机场,6426360.7852,0.003341,21363.6999,58.77
600011.SH,0.016353356585446118,D44电力、热力生产和供应业,华能国际,8095500.0,0.002281,18390.5518,7.71
600018.SH,0.009384915978589353,G55水上运输业,上港集团,12536957.9857,0.000518,6469.3157,5.41
600019.SH,0.034714926082007685,C31黑色金属冶炼和压延加工业,宝钢股份,17349353.2361,0.0029,49867.808000000005,7.85
600100.SH,0.009384915978589353,C39计算机、通信和其他电子设备制造业,同方股份,2889801.4772,0.001635,4697.1844,9.75
600104.SH,0.03547610634110113,C36汽车制造业,上汽集团,38283424.5481,0.003005,111476.2976,33.28
600221.SH,0.012981530485354133,G56航空运输业,海航控股,3385816.562,0.002909,9795.5381,2.06
600276.SH,0.0809800235038758,C27医药制造业,恒瑞医药,23253369.4762,0.004899,113680.5562,63.5
600369.SH,0.005732104370156371,J67资本市场服务,西南证券,2015303.9573,0.001184,2379.7604,3.57
600372.SH,0.0037652058117693815,C37铁路、船舶、航空航天和其他运输设备制造业,中航机载,2543753.0498,0.002286,5794.0674,14.46
600415.SH,0.006181681183501969,L72商务服务业,小商品城,2215388.1696,0.000866,1915.7466,4.07
600519.SH,0.004076478146174786,C15酒、饮料和精制茶制造业,贵州茅台,91702439.4,0.002793,255111.5844,730.0
600637.SH,0.009441113080257553,I63电信、广播电视和卫星传输服务,东方明珠,3441816.2026,0.0016589999999999,5675.052900000001,10.08
600688.SH,0.004439571031787777,C25石油、煤炭及其他燃料加工业,上海石化,4294684.711,0.0017569999999999,7530.131299999999,5.86
600809.SH,0.006799849301852166,C15酒、饮料和精制茶制造业,山西汾酒,4094596.4499,0.006186,25203.7827,47.29
600887.SH,0.08148579741888959,C14食品制造业,伊利股份,15493692.008,0.006367,98366.2449,25.68
601006.SH,0.02843573344410906,G53铁路运输业,大秦铁路,12235369.3971,0.002576,31417.821000000004,8.23
601018.SH,0.008879142063575554,G55水上运输业,宁波港,5248000.0,0.000659,3451.6192,4.1
601238.SH,0.0037090087101011816,C36汽车制造业,广汽集团,6705025.6049,0.001799,11919.425,11.05
601333.SH,0.007137031911861364,G53铁路运输业,广深铁路,2040457.557,0.0025879999999999,5274.6517,3.61
601398.SH,0.03890412954286131,J66货币金融服务,工商银行,155566246.635,0.000742,114990.9897,5.77
601618.SH,0.010621252215289747,E48土木工程建筑业,中国中冶,6373385.0437,0.000979,6225.4793,3.57
601628.SH,0.0203995479055565,J68保险业,中国人寿,47227766.04,0.000424,20016.3489,22.68
601633.SH,0.004720556540128777,C36汽车制造业,长城汽车,4743822.723,0.003551,16940.7219,7.87
601766.SH,0.03310009288256963,C37铁路、船舶、航空航天和其他运输设备制造业,中国中车,19800886.1412,0.00099,19590.1172,8.64
601800.SH,0.010621252215289747,E48土木工程建筑业,中国交建,15012966.8732,0.002347,35047.847200000004,12.78
601866.SH,0.0040461913201103785,G55水上运输业,中远海发,1895777.875,0.001542,2897.8784,2.39
601991.SH,0.004270979726783178,D44电力、热力生产和供应业,大唐发电,3398082.4,0.001143,3850.5014,3.4
601998.SH,0.010115478300275949,J66货币金融服务,中信银行,19334529.4185,0.000952,18432.3917,6.06
601901.SH,0.013599698603704332,J67资本市场服务,方正证券,4544119.97,0.000792,3595.7093,5.52
002470.SZ,0.005788301471824571,C26化学原料和化学制品制造业,金正大,1842625.9422,0.003909,7068.722400000001,6.76
600023.SH,0.011014631926967146,D44电力、热力生产和供应业,浙能电力,6909150.5139,0.000879,6101.002,5.08
600867.SH,0.013824487010377131,C27医药制造业,通化东宝,3579582.3809,0.008419,30020.4425,18.14
601216.SH,0.00584449857349277,C26化学原料和化学制品制造业,君正集团,2674851.5126,0.001722,4588.4438,3.17
300251.SZ,0.00393379711677398,R87广播、电视、电影和录音制作业,光线传媒,2143855.4208,0.009498,20084.0008,7.79
600373.SH,0.003315628998423783,R86新闻和出版业,中文传媒,1503332.5673,0.003452,5166.2008000000005,10.91
600398.SH,0.00989068989360315,C18纺织服装、服饰业,海澜之家,4623047.9038,0.001197,5519.5115,10.29
601727.SH,0.00972209858859855,C34通用设备制造业,上海电气,5191697.5896,0.000664,3434.5628,5.27
603288.SH,0.030739814612505245,C14食品制造业,海天味业,21359342.664,0.000947,20109.3773,79.2
000166.SZ,0.0028817873735452948,J67资本市场服务,申万宏源,9012653.6369,0.000722,6493.9274,4.5
300003.SZ,0.018601240652174108,C35专用设备制造业,乐普医疗,4270613.2183,0.00646,27564.6774,30.35
002736.SZ,0.011464208740312742,J67资本市场服务,国信证券,6920800.0,0.000542,3748.382,8.44
601788.SH,0.011239420333639942,J67资本市场服务,光大证券,3711363.8971,0.002162,7998.108900000001,9.5
601919.SH,0.008654353656902756,G55水上运输业,中远海控,3115355.1377,0.0018,5579.7232,4.08
601021.SH,0.005057739150137974,G56航空运输业,春秋航空,2874120.84,0.003041,8659.1879,35.92
000415.SZ,0.0036528116084329812,L71租赁业,渤海租赁,1387220.3086,0.005232,7293.188400000001,3.91
300144.SZ,0.009047733368580155,R88文化艺术业,宋城演艺,2632613.1426,0.009945,25634.8805,22.25
600959.SH,0.0038776000151057805,I63电信、广播电视和卫星传输服务,江苏有线,1798537.2969,0.000776,1391.5534,4.63
002027.SZ,0.034898400135952024,L72商务服务业,分众传媒,5927120.4216,0.011895,70104.76999999999,8.51
600061.SH,0.004102388421778579,J67资本市场服务,国投资本,3080922.5286,0.0008119999999999,2500.0067,8.34
600816.SH,0.006631257996847566,J69其他金融业,建元信托,2420359.7381,0.00306,7386.6592,5.18
002085.SZ,0.0051139362518061735,C36汽车制造业,万丰奥威,1502864.5242,0.001534,2302.8449,7.11
002466.SZ,0.013880684112045329,C32有色金属冶炼和压延加工业,天齐锂业,4314867.4281,0.014116,60379.98390000001,38.03
300072.SZ,0.008822944961907357,C26化学原料和化学制品制造业,海新能科,3186132.3381,0.008639,26948.403,14.89
002508.SZ,0.005788301471824571,C38电气机械和器材制造业,老板电器,2188681.3354,0.008808,19251.9262,23.42
002555.SZ,0.004832950743465175,I64互联网和相关服务,三七互娱,1273530.5281,0.005288,6643.2283,10.77
002572.SZ,0.008204776843557159,C21家具制造业,索菲亚,1394239.3995,0.010887,15177.5263,21.85
002608.SZ,0.0020792927617233896,D44电力、热力生产和供应业,江苏国信,393435.0308,0.001344,529.6083,7.3
002624.SZ,0.005394921760147173,I64互联网和相关服务,完美世界,1126939.0445,0.009963,11057.8247,24.16
603799.SH,0.01376828990870893,C32有色金属冶炼和压延加工业,华友钴业,4369146.8722,0.018189,78954.5415,53.29
002050.SZ,0.0013710908152333042,C34通用设备制造业,三花智控,2478521.1512,0.00562,13941.7198,13.32
002493.SZ,0.00803618553855256,C28化学纤维制造业,荣盛石化,5740921.2,0.002008,11572.2465,11.2
002925.SZ,0.0022478840667279885,C39计算机、通信和其他电子设备制造业,盈趣科技,331516.25,0.032003,10439.1754,44.35
603260.SH,0.0024164753717325874,C26化学原料和化学制品制造业,合盛硅业,386750.0,0.0404809999999999,15494.1981,55.25
