,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000001.SZ,0.017812712056095886,J66货币金融服务,平安银行,20913360.5695,0.004,83937.5709,12.18
000338.SZ,0.02770866319837141,C36汽车制造业,潍柴动力,4965291.7727,0.017152,86183.6063,11.7
000423.SZ,0.009273919927618186,C27医药制造业,东阿阿胶,2670369.9356,0.0028699999999999,7685.960000000001,40.83
000651.SZ,0.05375480660484053,C38电气机械和器材制造业,格力电器,31232823.9121,0.006268,197312.488,52.31
000725.SZ,0.015364420435728072,C39计算机、通信和其他电子设备制造业,京东方Ａ,11647753.6154,0.009847,115089.8386,3.44
000826.SZ,0.002295860665007917,N77生态保护和环境治理业,启迪环境,1161943.0584,0.0071899999999999,8399.3756,9.8
000895.SZ,0.010732865867450803,C13农副食品加工业,双汇发展,8270645.1832,0.002241,18554.6616,25.07
002007.SZ,0.01102691698710699,C27医药制造业,华兰生物,3384737.9024,0.004639,15713.1251,42.17
002202.SZ,0.00816557339968333,C34通用设备制造业,金风科技,3886178.3527,0.010962,42634.0589,11.43
002294.SZ,0.004636959963809093,C27医药制造业,信立泰,2333334.4083,0.002548,5964.7459,22.31
002310.SZ,0.004071477041393349,E48土木工程建筑业,东方新能,907038.0711,0.03234,28123.8047,5.57
600009.SH,0.019158561411445375,G56航空运输业,上海机场,7560295.8089,0.004244,32262.8402,69.14
600016.SH,0.07351277991404659,J66货币金融服务,民生银行,21667357.2831,0.001481,32183.9947,6.11
600018.SH,0.0032232526577697347,G55水上运输业,上港集团,17542471.7101,0.0023769999999999,41159.1423,7.57
600019.SH,0.0069554399457136375,C31黑色金属冶炼和压延加工业,宝钢股份,13923684.7628,0.002721,38062.0873,6.3
600027.SH,0.006276860438814747,D44电力、热力生产和供应业,华电国际,2742331.2768,0.005832,15911.5923,3.92
600030.SH,0.08391766568649625,J67资本市场服务,中信证券,19756914.0021,0.005845,115999.7872,20.13
600031.SH,0.01642162406695318,C35专用设备制造业,三一重工,10063841.0526,0.010092,101660.2545,12.07
600050.SH,0.009092965392445147,I63电信、广播电视和卫星传输服务,中国联通,12569581.6622,0.003627,45601.5989,5.93
600068.SH,0.00804116715675187,E48土木工程建筑业,葛洲坝(退),2850357.218,0.002942,8410.8325,6.19
600104.SH,0.0025220538339742124,C36汽车制造业,上汽集团,27550721.6925,0.001262,34984.4271,23.95
600153.SH,0.0002714318027595567,F51批发业,建发股份,2486470.8648,0.003756,9330.1025,8.77
600271.SH,0.013175752092286813,C39计算机、通信和其他电子设备制造业,航天信息,4252164.6375,0.006943,29764.1607,22.95
600276.SH,0.001356503731115021,C27医药制造业,恒瑞医药,27374735.6586,0.004098,113687.3821,62.16
600309.SH,0.012090024881248582,C26化学原料和化学制品制造业,万华化学,5415969.4217,0.011726,63833.2345,38.04
600436.SH,0.012984143181348235,C27医药制造业,片仔癀,6485660.0075,0.006103,39675.2227,107.5
600498.SH,0.009500113096584484,C39计算机、通信和其他电子设备制造业,烽火通信,2932281.9382,0.007376,21676.6112,26.49
600519.SH,0.07574078262836463,C15酒、饮料和精制茶制造业,贵州茅台,111801604.2,0.002849,321138.4923,890.0
600688.SH,0.001040488577244967,C25石油、煤炭及其他燃料加工业,上海石化,3840298.274,0.00083,3187.7533,5.24
600703.SH,0.004517959116409436,C39计算机、通信和其他电子设备制造业,三安光电,4372071.5228,0.0201469999999999,89211.4785,10.72
600705.SH,0.0003619090703460754,J69其他金融业,中航产融(退),4874144.8909,0.002133,10418.8224,5.43
600795.SH,0.014815652567292469,D44电力、热力生产和供应业,国电电力,4951900.2569,0.0018609999999999,9209.4715,2.52
600887.SH,0.024134811128703915,C14食品制造业,伊利股份,18181027.0589,0.007618,139515.67080000002,30.01
600900.SH,0.0064691246324361,D44电力、热力生产和供应业,长江电力,38962000.0,0.000997,38866.7751,17.71
601006.SH,0.005767925808640578,G53铁路运输业,大秦铁路,12428637.6865,0.002358,29538.813400000003,8.36
601186.SH,0.023071703234562313,E48土木工程建筑业,中国铁建,10813050.77,0.002872,31168.042,9.4
601318.SH,0.10597149966071023,J68保险业,中国平安,85578049.5342,0.004585,396021.9553,79.0
601328.SH,0.07961999547613662,J66货币金融服务,交通银行,23393514.9529,0.002043,47836.9967,5.96
601607.SH,0.009047726758651889,F52零售业,上海医药,3538200.4331,0.003352,11875.1871,18.4
601688.SH,0.0035738520696674964,J67资本市场服务,华泰证券,10141656.1726,0.00538,54720.0947,18.63
601766.SH,0.015290658222121688,C37铁路、船舶、航空航天和其他运输设备制造业,中国中车,18127894.6038,0.00109,19864.1795,7.91
601939.SH,0.023128251526803888,J66货币金融服务,建设银行,6696373.009,0.005792,38816.2269,6.98
600867.SH,0.010404885772449671,C27医药制造业,通化东宝,2914982.5746,0.015005,43507.8466,14.92
000898.SZ,0.004580411671567519,C31黑色金属冶炼和压延加工业,鞍钢股份,3129836.984,0.0017449999999999,5481.6545,5.09
300015.SZ,0.005948880343813617,Q84卫生,爱尔眼科,7361299.7805,0.0064959999999999,47746.7897,38.29
300017.SZ,0.007407826283646234,I65软件和信息技术服务业,网宿科技,2283908.1962,0.023083,53254.478500000005,10.51
600398.SH,0.0015041845736258766,C18纺织服装、服饰业,海澜之家,3908732.6253,0.0016589999999999,6516.4278,8.7
600570.SH,0.003483374802080979,I65软件和信息技术服务业,恒生电子,5006816.7398,0.014249,71963.4637,62.34
300059.SZ,0.011015607328658673,I64互联网和相关服务,东方财富,6938212.3198,0.0182559999999999,127858.2175,12.65
000415.SZ,0.0007577471160370958,L71租赁业,渤海租赁,1369332.7241,0.004372,6037.6505,3.86
300144.SZ,0.0015154942320741915,R88文化艺术业,宋城演艺,2543795.943,0.005038,12860.971,21.4
002027.SZ,0.012587649852974439,L72商务服务业,分众传媒,8160901.4357,0.006097,50060.5784,5.56
600704.SH,0.004580411671567519,F51批发业,物产中大,2347141.9173,0.002878,6799.7811,5.45
000938.SZ,0.00367563899570233,C39计算机、通信和其他电子设备制造业,紫光股份,2358762.5008,0.017614,41166.8478,28.31
002466.SZ,0.009387016512101335,C32有色金属冶炼和压延加工业,天齐锂业,3152289.025,0.009887,31337.2422,27.75
300033.SZ,0.009047726758651889,I65软件和信息技术服务业,同花顺,2233090.5889,0.029805,67351.58739999999,84.49
600977.SH,0.001877403302420267,R87广播、电视、电影和录音制作业,中国电影,854845.0,0.010306,8832.9787,15.13
002460.SZ,0.0048179144989821295,C32有色金属冶炼和压延加工业,赣锋锂业,1959806.1336,0.032839,65083.05209999999,24.48
300122.SZ,0.009556661388826057,C27医药制造业,智飞生物,3494752.1398,0.006492,22780.7072,40.31
300136.SZ,0.009669757973309207,C39计算机、通信和其他电子设备制造业,信维通信,1803172.7758,0.022164,40321.9623,22.26
600390.SH,0.002544673150870844,J69其他金融业,五矿资本,471941.1904,0.0153079999999999,7266.3024,9.19
601228.SH,0.004014928749151775,G55水上运输业,广州港,596033.34,0.00376,2253.2685,4.13
603833.SH,0.002736937344492196,C21家具制造业,欧派家居,1050953.9116,0.008162,8618.0429,114.1
001965.SZ,0.0004297670210359647,G54道路运输业,招商公路,453853.2828,0.008947,4067.8648,8.18
002925.SZ,0.001979190228455101,C39计算机、通信和其他电子设备制造业,盈趣科技,677036.832,0.006142,4179.3418,40.8
