,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000596.SZ,0.005943319176013788,C15酒、饮料和精制茶制造业,古井贡酒,4234944.0,0.007165,30607.021,110.4
000703.SZ,0.006609859644351782,C28化学纤维制造业,恒逸石化,3275610.4359,0.008616,27992.8617,14.35
000895.SZ,0.010942372688548748,C13农副食品加工业,双汇发展,2634426.1556,0.034512,90761.5124,29.85
002241.SZ,0.015330430771773882,C39计算机、通信和其他电子设备制造业,歌尔股份,5138570.1807,0.031896,166183.7862,18.58
002415.SZ,0.048095351761730847,C39计算机、通信和其他电子设备制造业,海康威视,26119411.9462,0.0032,83528.8875,32.35
002456.SZ,0.00964704901038962,C39计算机、通信和其他电子设备制造业,欧菲光,2982857.7234,0.039955,119674.2712,11.18
600000.SH,0.007471918650068921,J66货币金融服务,浦发银行,35157808.6376,0.001187,41918.2995,12.51
600018.SH,0.008276210815196769,G55水上运输业,上港集团,13463904.9717,0.000746,10070.384,5.81
600031.SH,0.03749290134401222,C35专用设备制造业,三一重工,11326396.8497,0.009586,109566.9111,13.47
600276.SH,0.10401141828258295,C27医药制造业,恒瑞医药,40022779.5473,0.0038429999999999,154001.3972,90.88
600415.SH,0.004610238239337798,L72商务服务业,小商品城,2122853.5286,0.002124,4500.744000000001,3.9
600519.SH,0.09988970492646389,C15酒、饮料和精制茶制造业,贵州茅台,148232596.5978,0.002063,306888.4874,1180.01
600637.SH,0.008442845932281267,I63电信、广播电视和卫星传输服务,东方明珠,3073050.1809,0.002013,6148.6501,9.0
600688.SH,0.004110332888084302,C25石油、煤炭及其他燃料加工业,上海石化,2902210.146,0.001034,3006.4483,3.96
600703.SH,0.015441520849830215,C39计算机、通信和其他电子设备制造业,三安光电,6199205.8906,0.036611,230111.3855,15.2
600741.SH,0.016607966669421704,C36汽车制造业,华域汽车,7916489.9238,0.002435,19339.2487,25.11
600809.SH,0.009053841361591097,C15酒、饮料和精制茶制造业,山西汾酒,7706049.5674,0.006151,47892.593,89.0
601006.SH,0.02021839420625251,G53铁路运输业,大秦铁路,11343361.9076,0.001401,15858.8615,7.63
601018.SH,0.006609859644351782,G55水上运输业,宁波港,4710400.0,0.001369,6478.2265,3.68
601117.SH,0.005110143590591294,E48土木工程建筑业,中国化学,2949934.0,0.0037119999999999,11033.1111,5.98
601238.SH,0.005110143590591294,C36汽车制造业,广汽集团,6990907.6711,0.001826,12663.2832,11.49
601628.SH,0.020496119401393342,J68保险业,中国人寿,69654707.85,0.001378,94992.9664,33.45
601633.SH,0.004165877927112468,C36汽车制造业,长城汽车,5412900.642,0.006399,35061.4133,8.98
601669.SH,0.015885881162055544,E48土木工程建筑业,中国电建,4970403.0868,0.003242,15680.2782,4.46
601800.SH,0.010664647493407916,E48土木工程建筑业,中国交建,11054148.5349,0.001503,16632.9742,9.41
601888.SH,0.03985467640348984,L72商务服务业,中国中免,17640616.54,0.004018,70496.65520000001,90.35
601988.SH,0.033826928768153235,J66货币金融服务,中国银行,77983240.493,0.000451,35026.1763,3.7
601998.SH,0.0077207604249151076,J66货币金融服务,中信银行,19557873.2895,0.00085,16584.311999999998,6.13
601901.SH,0.006694288103674594,J67资本市场服务,方正证券,5540204.2388,0.001345,7469.7406,6.73
600023.SH,0.007109764995605278,D44电力、热力生产和供应业,浙能电力,5277067.7153,0.000939,4948.4307,3.88
600867.SH,0.009553746712844592,C27医药制造业,通化东宝,3252347.6387,0.010013,32717.8765,15.99
601216.SH,0.004554693200309632,C26化学原料和化学制品制造业,君正集团,2497653.1474,0.001888,4730.6703,2.96
000898.SZ,0.003332702341689974,C31黑色金属冶炼和压延加工业,鞍钢股份,2390114.2049,0.00134,3217.5668,2.99
002153.SZ,0.005665593980872956,I65软件和信息技术服务业,石基信息,1765596.4082,0.008576,15251.382500000002,36.36
