,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000009.SZ,0.002904530837588317,S91综合,中国宝安,1532824.3962,0.005825,8911.9705,7.23
000069.SZ,0.0029506345016770204,N78公共设施管理业,华侨城Ａ,5216671.2858,0.006509,33815.2637,8.49
000333.SZ,0.03730939016378326,C38电气机械和器材制造业,美的集团,34965026.3707,0.004856,171509.3926,55.43
000423.SZ,0.01596339369071357,C27医药制造业,东阿阿胶,3940858.2955,0.006157,24219.7005,60.27
000568.SZ,0.021034796740470946,C15酒、饮料和精制茶制造业,泸州老窖,9251694.9426,0.008761,81929.6082,66.0
000686.SZ,0.00662740171275112,J67资本市场服务,东北证券,2052577.2065,0.002767,5669.7695,8.77
000768.SZ,0.012159841403395533,C37铁路、船舶、航空航天和其他运输设备制造业,中航西飞,4676208.1249,0.003153,14718.4907,16.89
000826.SZ,0.005048351217713027,N77生态保护和环境治理业,启迪环境,2795725.2747,0.007639,21360.6339,33.02
000895.SZ,0.006327727896174548,C13农副食品加工业,双汇发展,8742412.5241,0.003431,30053.1782,26.5
000963.SZ,0.011687278846486324,F52零售业,华东医药,4677430.463,0.004732,22040.5486,53.88
002236.SZ,0.005993476331531453,C39计算机、通信和其他电子设备制造业,大华股份,3929667.1941,0.030004,115813.3758,23.09
002415.SZ,0.06921312571316605,C39计算机、通信和其他电子设备制造业,海康威视,28304838.9546,0.003832,108613.11740000002,39.0
002450.SZ,0.006857920033194637,C29橡胶和塑料制品业,康得退(退),6413176.0532,0.007622,48532.230800000005,22.2
600008.SH,0.0013024285105058724,D46水的生产和供应业,首创环保,2477795.6597,0.003734,9226.8432,5.14
600009.SH,0.015525408881870886,G56航空运输业,上海机场,4921737.2629,0.004884,23850.316,45.01
600015.SH,0.030082640817878998,J66货币金融服务,华夏银行,11540417.9877,0.00095,10940.284,9.0
600019.SH,0.014799276172473804,C31黑色金属冶炼和压延加工业,宝钢股份,19085523.4584,0.001977,37868.0435,8.64
600050.SH,0.017139037124975505,I63电信、广播电视和卫星传输服务,中国联通,13417445.518,0.007904,106281.6589,6.33
600068.SH,0.012678507624393449,E48土木工程建筑业,葛洲坝(退),3775917.4778,0.003583,13509.3379,8.2
600109.SH,0.011583545602286742,J67资本市场服务,国金证券,2885238.7817,0.004422,12734.3756,9.54
600276.SH,0.025910259217851332,C27医药制造业,恒瑞医药,19426896.1779,0.002583,50466.6367,68.98
600309.SH,0.014626387432141168,C26化学原料和化学制品制造业,万华化学,,,0.0,37.94
600519.SH,0.034255022417906664,C15酒、饮料和精制茶制造业,贵州茅台,87618540.3522,0.0060529999999999,537251.4665,697.49
600674.SH,0.011064879381288827,D44电力、热力生产和供应业,川投能源,4481379.0086,0.001974,8848.9545,10.18
600688.SH,0.001406161754705455,C25石油、煤炭及其他燃料加工业,上海石化,4633038.7878,0.000947,4381.485,6.33
600690.SH,0.026682495591337122,C38电气机械和器材制造业,海尔智家,11487506.7377,0.00604,69348.0359,18.84
600741.SH,0.020400871359251276,C36汽车制造业,华域汽车,8510665.5951,0.006123,51968.019,29.69
600795.SH,0.015859660446513987,D44电力、热力生产和供应业,国电电力,6130924.1276,0.001463,8958.117900000001,3.12
600837.SH,0.023374557692972642,J67资本市场服务,海通证券(退),10414572.8287,0.00189,19632.6252,12.87
600887.SH,0.01765770334597342,C14食品制造业,伊利股份,19421415.3325,0.006859,133490.0205,32.19
601006.SH,0.007065386521593804,G53铁路运输业,大秦铁路,13484179.8823,0.002003,26969.2687,9.07
601166.SH,0.11041827549244475,J66货币金融服务,兴业银行,32369920.1399,0.002449,79129.1654,16.99
601288.SH,0.02708749885185345,J66货币金融服务,农业银行,112623177.5652,0.001075,121026.7267,3.83
601318.SH,0.08667349284250926,J68保险业,中国平安,75806986.157,0.009601,731647.6634,69.98
601601.SH,0.013855546702908603,J68保险业,中国太保,26039511.4,0.002801,73376.9982,41.42
601668.SH,0.02369728334159357,E48土木工程建筑业,中国建筑,26817996.3919,0.003735,99574.1943,9.02
601766.SH,0.010592316824379618,C37铁路、船舶、航空航天和其他运输设备制造业,中国中车,27753325.3668,0.006802,189857.9748,12.11
601818.SH,0.015166509285443289,J66货币金融服务,光大银行,16123208.6134,0.002295,36977.3158,4.05
000625.SZ,0.011975426747040718,C36汽车制造业,长安汽车,4738710.1432,0.0029,13684.4795,12.6
002008.SZ,0.011249294037643642,C35专用设备制造业,大族激光,4901386.1788,0.020892,101743.3156,49.4
002292.SZ,0.0007607104574636069,C24文教、工美、体育和娱乐用品制造业,奥飞娱乐,1086284.1689,0.008669,9403.3559,14.29
600583.SH,0.001901776143659017,B11开采专业及辅助性活动,海油工程,2719133.202,0.001216,3313.634,6.15
300017.SZ,0.00674266087297288,I65软件和信息技术服务业,网宿科技,1693052.9345,0.065728,111265.2765,10.64
300251.SZ,0.0003803552287318041,R87广播、电视、电影和录音制作业,光线传媒,2875868.3101,0.003954,11349.6752,10.45
600373.SH,0.0010027546939292999,R86新闻和出版业,中文传媒,2170547.9739,0.003186,6898.5852,16.93
600570.SH,0.004402899920471173,I65软件和信息技术服务业,恒生电子,2866616.0352,0.016923,48224.5296,46.4
601727.SH,0.008598333352543192,C34通用设备制造业,上海电气,6590598.8347,0.000788,5178.5731,6.69
601919.SH,0.009255310565807216,G55水上运输业,中远海控,5169351.5397,0.007017,36457.5498,6.77
000415.SZ,0.0011064879381288827,L71租赁业,渤海租赁,1794577.4254,0.00266,4766.5235,5.76
002195.SZ,0.0059934763315314474,I65软件和信息技术服务业,岩山科技,1818210.6216,0.005491,9935.0623,5.84
300144.SZ,0.0013600580906167514,R88文化艺术业,宋城演艺,2150480.2407,0.002832,6076.951999999999,18.66
600820.SH,0.008529177856410136,E48土木工程建筑业,隧道股份,2628464.3346,0.002668,6988.522500000001,8.36
601211.SH,0.04616129366881432,J67资本市场服务,国泰海通,8764942.5282,0.003691,32406.4285,18.52
601718.SH,0.000910547365751893,C18纺织服装、服饰业,际华集团,2595761.0,0.00126,3262.8927,6.73
002027.SZ,0.009024792245363698,L72商务服务业,分众传媒,8171774.6641,0.007594,61942.0371,14.08
600704.SH,0.005071403049757379,F51批发业,物产中大,912308.2655,0.0054,4911.516799999999,6.82
600816.SH,0.005278869538156544,J69其他金融业,建元信托,3266865.7429,0.002791,9151.8775,13.08
002174.SZ,0.0036882931270962754,I64互联网和相关服务,游族网络,1286541.8692,0.01326,16838.9109,22.3
002466.SZ,0.013519899494012284,C32有色金属冶炼和压延加工业,天齐锂业,6042166.6287,0.007498,45053.2184,53.21
002797.SZ,0.0019017761436590172,J67资本市场服务,第一创业,1880080.0337,0.028864,53853.7171,9.8
300033.SZ,0.005417180530422655,I65软件和信息技术服务业,同花顺,1317573.4897,0.009177,12069.1079,49.98
600482.SH,0.004495107248648586,C37铁路、船舶、航空航天和其他运输设备制造业,中国动力,2254989.5289,0.003174,7176.6471,24.81
002044.SZ,0.0020170353038807755,Q84卫生,美年健康,2322112.8884,0.008804,20210.9877,21.87
002555.SZ,0.004034070607761552,I64互联网和相关服务,三七互娱,3035538.3887,0.005069,15196.1309,20.54
002558.SZ,0.00036882931270962663,I64互联网和相关服务,巨人网络,1280398.0768,0.021098,26031.9683,36.8
002831.SZ,0.00028814790055439656,C22造纸和纸制品业,裕同科技,673015.3672,0.006084,4103.680399999999,55.88
600909.SH,0.0044374776685377065,J67资本市场服务,华安证券,1964354.0,0.009166,17943.4369,7.27
600926.SH,0.00247807194476781,J66货币金融服务,杭州银行,1689902.9453,0.010709,18212.5662,11.53
600977.SH,0.004206959348094189,R87广播、电视、电影和录音制作业,中国电影,870100.0,0.012702,11029.6087,15.4
601229.SH,0.006569772132640241,J66货币金融服务,上海银行,5256377.0504,0.004893,25732.2584,14.18
601375.SH,0.0028814790055439656,J67资本市场服务,中原证券,431889.1932,0.108553,47498.9743,6.17
601881.SH,0.003918811447539793,J67资本市场服务,中国银河,630600.0,0.0311019999999999,19518.8397,10.51
601997.SH,0.0050137734696465,J66货币金融服务,贵阳银行,1613394.9238,0.008258,13322.4834,13.36
603858.SH,0.002074664883991655,C27医药制造业,步长制药,1667369.3796,0.00425,7068.499400000001,50.86
