,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000423.SZ,0.009364635051658732,C27医药制造业,东阿阿胶,2604313.7603,0.00539,14053.621,39.82
000425.SZ,0.001231591397703003,C35专用设备制造业,徐工机械,3119405.4909,0.0055049999999999,17183.0343,4.46
000568.SZ,0.021929900011319416,C15酒、饮料和精制茶制造业,泸州老窖,11802031.0995,0.00739,87430.3404,80.83
000630.SZ,0.007605218769225879,C32有色金属冶炼和压延加工业,铜陵有色,2351897.5551,0.0049559999999999,11685.2359,2.46
000651.SZ,0.021550011691604976,C38电气机械和器材制造业,格力电器,32838946.954,0.0045119999999999,148140.3139,55.0
000826.SZ,0.003518832564865705,N77生态保护和环境治理业,启迪环境,1397888.6386,0.025059,35222.1587,11.79
000839.SZ,0.005505270303096345,I63电信、广播电视和卫星传输服务,国安股份,1575440.8952,0.01298,20509.1542,4.02
000895.SZ,0.012429424704928861,C13农副食品加工业,双汇发展,8211262.8085,0.002597,21316.7819,24.89
000963.SZ,0.010670008422496009,F52零售业,华东医药,4542505.5866,0.006683,30352.066700000003,25.96
002007.SZ,0.011805115701484946,C27医药制造业,华兰生物,3669810.1067,0.010586,38752.6169,30.49
002230.SZ,0.021266234871857744,I65软件和信息技术服务业,科大讯飞,6146154.5096,0.017827,109296.5159,33.24
002236.SZ,0.011294317425939926,C39计算机、通信和其他电子设备制造业,大华股份,2663416.8858,0.017171,45364.9892,14.52
002241.SZ,0.007718729497124773,C39计算机、通信和其他电子设备制造业,歌尔股份,2458753.5307,0.019516,46995.2862,8.89
002294.SZ,0.004653939843854643,C27医药制造业,信立泰,2340655.4934,0.003381,7924.7807,22.38
002415.SZ,0.04591508943510251,C39计算机、通信和其他电子设备制造业,海康威视,22268110.7103,0.007689,170613.0751,27.58
002450.SZ,0.0030647896532701303,C29橡胶和塑料制品业,康得退(退),1044506.5155,0.029735,30700.134,3.23
002456.SZ,0.007775484861074221,C39计算机、通信和其他电子设备制造业,欧菲光,2091611.9867,0.024647,51816.639500000005,7.84
600009.SH,0.03337215400227475,G56航空运输业,上海机场,9161145.2541,0.005491,49235.7167,83.78
600030.SH,0.04249274098895087,J67资本市场服务,中信证券,23368709.5077,0.013066,305224.2123,23.81
600031.SH,0.03547210246840429,C35专用设备制造业,三一重工,10905968.5971,0.007086,76831.65770000001,13.08
600050.SH,0.027639862243380615,I63电信、广播电视和卫星传输服务,中国联通,13057103.3793,0.003478,45352.7859,6.16
600219.SH,0.00828628313661924,C32有色金属冶炼和压延加工业,南山铝业,2211938.7331,0.005955,13222.3227,2.26
600271.SH,0.012826712252574991,C39计算机、通信和其他电子设备制造业,航天信息,4270692.5879,0.0056989999999999,24308.8132,23.05
600276.SH,0.08252229918249573,C27医药制造业,恒瑞医药,29065839.0198,0.004298,124266.847,66.0
600309.SH,0.025182354984369576,C26化学原料和化学制品制造业,万华化学,6092253.7212,0.010789,66170.1685,42.79
600332.SH,0.0015380703630300018,C27医药制造业,白云山,4388621.3873,0.0087739999999999,38753.6608,40.97
600352.SH,0.021623793664739252,C26化学原料和化学制品制造业,浙江龙盛,5130504.3432,0.03103,159060.0028,15.77
600362.SH,0.007718729497124773,C32有色金属冶炼和压延加工业,江西铜业,3266439.4155,0.010358,33888.2944,15.74
600436.SH,0.0162320340895418,C27医药制造业,片仔癀,6950214.2592,0.005102,35386.630699999994,115.2
600519.SH,0.11638859746987752,C15酒、饮料和精制茶制造业,贵州茅台,123609863.52,0.0024749999999999,305073.9277,984.0
600637.SH,0.010499742330647668,I63电信、广播电视和卫星传输服务,东方明珠,3598883.2119,0.002479,8884.1543,10.54
600739.SH,0.007775484861074221,F51批发业,辽宁成大,2224198.0725,0.004384,9728.2607,14.54
600809.SH,0.007378197313428092,C15酒、饮料和精制茶制造业,山西汾酒,5978682.2767,0.012177,73471.6072,69.05
600887.SH,0.09137613595860945,C14食品制造业,伊利股份,20242422.9427,0.005621,113023.8531,33.41
601318.SH,0.014469173187670461,J68保险业,中国平安,95988240.1168,0.0054979999999999,526510.0136,88.61
601600.SH,0.013167244436271671,C32有色金属冶炼和压延加工业,中国铝业,4296254.2491,0.004704,20198.2418,3.92
002475.SZ,0.02446723739860654,C39计算机、通信和其他电子设备制造业,立讯精密,10189910.1935,0.007235,73485.9755,24.79
300017.SZ,0.007661974133175326,I65软件和信息技术服务业,网宿科技,2342581.3848,0.023232,54435.385,10.78
600398.SH,0.007832240225023667,C18纺织服装、服饰业,海澜之家,4008944.457,0.001308,5214.635,9.07
600570.SH,0.020091398838104187,I65软件和信息技术服务业,恒生电子,5473444.9922,0.015152,82983.3603,68.15
300003.SZ,0.012315913977029967,C35专用设备制造业,乐普医疗,3488181.664,0.01052,36393.4235,23.02
000415.SZ,9.879363087368703e-05,L71租赁业,渤海租赁,1390617.6888,0.0045579999999999,6354.8915,3.92
300144.SZ,0.007775484861074221,R88文化艺术业,宋城演艺,2750627.9496,0.006461,17819.1952,23.14
002466.SZ,0.009534901143507074,C32有色金属冶炼和压延加工业,天齐锂业,2872176.456,0.007454,21431.0764,25.28
002797.SZ,0.006526866854186388,J67资本市场服务,第一创业,2220521.6,0.0118439999999999,26306.5027,6.34
002508.SZ,0.006016068578641367,C38电气机械和器材制造业,老板电器,2537320.7196,0.00535,13484.5591,27.14
002555.SZ,0.0040296308404107264,I64互联网和相关服务,三七互娱,2157460.016,0.00739,16073.121900000002,13.55
600522.SH,0.010897029878293798,C38电气机械和器材制造业,中天科技,2811588.5018,0.01123,31663.1148,9.17
600977.SH,0.0056755363949446865,R87广播、电视、电影和录音制作业,中国电影,884790.0,0.025598,22367.0886,15.66
603160.SH,0.005164738119399664,C39计算机、通信和其他电子设备制造业,汇顶科技,3214546.692,0.0106,34079.3622,138.8
603858.SH,0.0056755363949446865,C27医药制造业,步长制药,1098280.4097,0.008477,9299.333,25.77
300122.SZ,0.009705167235355415,C27医药制造业,智飞生物,3736636.4978,0.007998,29879.510700000003,43.1
300136.SZ,0.00868357068426537,C39计算机、通信和其他电子设备制造业,信维通信,1980573.871,0.040461,80088.8052,24.45
601228.SH,0.0038593647485623867,G55水上运输业,广州港,603249.24,0.012118,7267.3943,4.18
002925.SZ,0.0018729270103317462,C39计算机、通信和其他电子设备制造业,盈趣科技,647274.9854,0.011316,7358.4157,39.01
300408.SZ,0.009875433327203751,C39计算机、通信和其他电子设备制造业,三环集团,3211695.1198,0.0034899999999999,11143.8633,19.45
600487.SH,0.010556497694597116,C38电气机械和器材制造业,亨通光电,3117905.352,0.013747,42744.7368,16.76
601838.SH,0.0017026609184834058,J66货币金融服务,成都银行,1648238.2352,0.004795,7918.635799999999,8.83
000408.SZ,0.002213459194028427,C26化学原料和化学制品制造业,藏格矿业,369365.4505,0.048914,18394.6773,8.27
002032.SZ,0.005845802486793027,C33金属制品业,苏泊尔,4622778.2915,0.001782,8266.7746,75.83
