,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000060.SZ,0.007653738868701433,C32有色金属冶炼和压延加工业,中金岭南,1612303.6873,0.005149,8242.485799999999,4.86
000100.SZ,0.013120695203488172,C39计算机、通信和其他电子设备制造业,TCL科技,3401099.8494,0.0046089999999999,15486.8587,2.9
000423.SZ,0.01634332209557298,C27医药制造业,东阿阿胶,3518460.0113,0.004968,17364.9601,53.81
000425.SZ,0.008977317770807696,C35专用设备制造业,徐工机械,2965271.8449,0.011668,34075.8713,4.24
000568.SZ,0.02629893731576357,C15酒、饮料和精制茶制造业,泸州老窖,8531184.1546,0.004548,38492.7142,60.86
000651.SZ,0.019897882061500265,C38电气机械和器材制造业,格力电器,28146514.6712,0.008139,225265.877,47.15
000858.SZ,0.07797606140669504,C15酒、饮料和精制茶制造业,五粮液,28847858.9768,0.006048,172474.4132,76.0
000876.SZ,0.00782637959506312,C13农副食品加工业,新希望,2648244.1772,0.002054,5422.1038,6.34
000895.SZ,0.01507729010225395,C13农副食品加工业,双汇发展,8712721.3118,0.002355,20211.4183,26.41
000963.SZ,0.019565948987657802,F52零售业,华东医药,6283018.3697,0.005329,32937.519,48.25
002294.SZ,0.009322599223531068,C27医药制造业,信立泰,3888041.472,0.004436,17077.2912,37.17
002415.SZ,0.07515626287612084,C39计算机、通信和其他电子设备制造业,海康威视,29358933.7077,0.00272,78649.3284,37.13
002450.SZ,0.002054606136315635,C29橡胶和塑料制品业,康得退(退),,,0.0,17.08
600009.SH,0.026989500221210317,G56航空运输业,上海机场,6066607.0506,0.003946,23967.1345,55.48
600029.SH,0.018242370085551535,G56航空运输业,南方航空,5934139.25,0.010367,60889.0733,8.45
600031.SH,0.019335761352508887,C35专用设备制造业,三一重工,6878523.5234,0.014087,95421.4938,8.97
600050.SH,0.01717803115564649,I63电信、广播电视和卫星传输服务,中国联通,10428725.4263,0.004261,44041.4225,4.92
600089.SH,0.009095401523681363,C38电气机械和器材制造业,特变电工,2574018.7628,0.00398,10174.9934,6.93
600104.SH,0.028072533044585964,C36汽车制造业,上汽集团,40250511.5666,0.00147,58207.6177,34.99
