,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000001.SZ,0.05048690006955716,J66货币金融服务,平安银行,22636270.153,0.008155,186670.0884,13.38
000009.SZ,0.0031532575933225135,S91综合,中国宝安,1611267.6917,0.00551,8937.4284,7.6
000060.SZ,0.008567122652446095,C32有色金属冶炼和压延加工业,中金岭南,2394609.8852,0.0096899999999999,23291.8756,10.83
000069.SZ,0.0029329932761418967,N78公共设施管理业,华侨城Ａ,5462450.8517,0.010436,57321.816000000006,8.89
000333.SZ,0.03895200556457223,C38电气机械和器材制造业,美的集团,32284143.0571,0.0047139999999999,152128.9753,51.18
000423.SZ,0.017099466728495247,C27医药制造业,东阿阿胶,3932358.0204,0.008076,31630.7203,60.14
000709.SZ,0.009042429863204268,C31黑色金属冶炼和压延加工业,河钢股份,4406012.5567,0.009917,44067.9031,4.15
000768.SZ,0.01298400185485741,C37铁路、船舶、航空航天和其他运输设备制造业,中航西飞,4800796.2633,0.003045,14721.0448,17.34
000826.SZ,0.005610943658706237,N77生态保护和环境治理业,启迪环境,2940506.9288,0.005508,16264.4644,34.73
000895.SZ,0.006503593786227684,C13农副食品加工业,双汇发展,8264054.103,0.0057269999999999,46855.7984,25.05
000963.SZ,0.012589844655692095,F52零售业,华东医药,4333654.9501,0.004026,17416.2258,49.92
002007.SZ,0.00817296545328078,C27医药制造业,华兰生物,2325832.9949,0.007756,18155.4854,28.95
002065.SZ,0.0007767215395316497,I65软件和信息技术服务业,东华软件,2649695.6657,0.00675,18107.0306,9.48
002304.SZ,0.012994829995233263,C15酒、饮料和精制茶制造业,洋河股份,12890367.0664,0.0029809999999999,38344.8494,103.97
002415.SZ,0.053906793415256206,C39计算机、通信和其他电子设备制造业,海康威视,26860566.4028,0.005726,154674.15,37.01
002450.SZ,0.0042893577556225365,C29橡胶和塑料制品业,康得退(退),6808944.125,0.0119849999999999,83433.2613,23.57
600008.SH,0.0014491073498724787,D46水的生产和供应业,首创环保,2564566.714,0.007783,20151.603,5.32
600009.SH,0.0031368781709703837,G56航空运输业,上海机场,4566357.4339,0.005225,23766.8013,41.76
600019.SH,0.004382100626014375,C31黑色金属冶炼和压延加工业,宝钢股份,20720163.1991,0.006039,125403.7551,9.38
600029.SH,0.0010133652790643934,G56航空运输业,南方航空,7774073.55,0.01529,119635.3848,11.07
600030.SH,0.05093902156271736,J67资本市场服务,中信证券,18834335.8023,0.026864,513699.5146,19.19
600068.SH,0.013853466264780895,E48土木工程建筑业,葛洲坝(退),4181137.8901,0.006403,26733.4812,9.08
600100.SH,0.009795965685137959,C39计算机、通信和其他电子设备制造业,同方股份,2433055.6375,0.010126,24817.243,11.07
600104.SH,0.01498956642708092,C36汽车制造业,上汽集团,34046949.7504,0.0022819999999999,77481.5521,30.88
600109.SH,0.01159285879897983,J67资本市场服务,国金证券,3272356.7734,0.004325,14145.0277,10.82
600115.SH,0.010317644331092049,G56航空运输业,中国东航,7258279.4047,0.011228,82686.1118,7.4
600271.SH,0.010665430095061443,C39计算机、通信和其他电子设备制造业,航天信息,4072220.1976,0.012887,52324.4748,22.05
600276.SH,0.021052631578947368,C27医药制造业,恒瑞医药,18359515.2484,0.002473,45609.6884,65.19
600309.SH,0.014722930674704383,C26化学原料和化学制品制造业,万华化学,9989986.4064,0.0127429999999999,128142.2582,38.5
600519.SH,0.042674077957467874,C15酒、饮料和精制茶制造业,贵州茅台,79266081.18,0.003027,241995.9854,631.0
600549.SH,0.006144215163459309,C32有色金属冶炼和压延加工业,厦门钨业,2278495.18,0.0269939999999999,61496.3784,25.7
600674.SH,0.011245073035010435,D44电力、热力生产和供应业,川投能源,4375727.6371,0.002164,9509.089,9.94
600688.SH,0.0014143287734755391,C25石油、煤炭及其他燃料加工业,上海石化,4640357.9644,0.0018,8327.3881,6.34
600795.SH,0.015789473684210527,D44电力、热力生产和供应业,国电电力,6700785.6651,0.0034999999999999,23561.5831,3.41
600804.SH,0.011245073035010435,I63电信、广播电视和卫星传输服务,退市鹏博(退),2823177.3401,0.004859,13614.0377,19.71
600887.SH,0.018305124043589152,C14食品制造业,伊利股份,17303702.7566,0.009071,157522.56470000002,28.68
601006.SH,0.007257129608161373,G53铁路运输业,大秦铁路,13157110.4695,0.0028039999999999,36894.711800000005,8.85
601166.SH,0.11076976582425226,J66货币金融服务,兴业银行,33322536.9775,0.0042,140299.76,17.49
601318.SH,0.09553674936239277,J68保险业,中国平安,75741990.17,0.010743,821056.2529,69.92
601668.SH,0.0326454903779272,E48土木工程建筑业,中国建筑,28691093.7009,0.007497,216305.1179,9.65
601688.SH,0.03257593322513333,J67资本市场服务,华泰证券,10506385.6216,0.0092979999999999,98412.8618,19.3
601939.SH,0.008903315557616533,J66货币金融服务,建设银行,6849871.5307,0.006608,45140.9831,7.14
000625.SZ,0.013389751912821702,C36汽车制造业,长安汽车,4941797.7207,0.003806,18858.1646,13.14
000917.SZ,0.004544400649200094,I63电信、广播电视和卫星传输服务,电广传媒,1214358.0174,0.013948,16926.3342,9.38
002008.SZ,0.011952237421748205,C35专用设备制造业,大族激光,4813081.8529,0.0276529999999999,135666.5473,48.51
002292.SZ,0.0007999072571296083,C24文教、工美、体育和娱乐用品制造业,奥飞娱乐,1094646.0485,0.008309,9087.4194,14.4
300017.SZ,0.007593322513331788,I65软件和信息技术服务业,网宿科技,1468691.5964,0.026926,39756.4701,9.23
300024.SZ,0.00470670067238581,C34通用设备制造业,机器人,2949937.803,0.005822,17179.5365,19.49
300251.SZ,0.00011592858798979787,R87广播、电视、电影和录音制作业,光线传媒,2567641.2759,0.003767,9809.4128,9.33
600038.SH,0.004706700672385809,C37铁路、船舶、航空航天和其他运输设备制造业,中直股份,2629655.6301,0.010303,27337.443,44.61
600373.SH,0.0011245073035010436,R86新闻和出版业,中文传媒,2298755.1785,0.00386,8877.9225,17.93
000738.SZ,0.004347322049617436,C37铁路、船舶、航空航天和其他运输设备制造业,航发控制,1891455.5182,0.00316,6011.7456,16.51
300059.SZ,0.003501043357291909,I64互联网和相关服务,东方财富,4339134.8594,0.038534,170411.25759999998,13.61
601919.SH,0.010503130071875727,G55水上运输业,中远海控,4802839.1706,0.003073,14905.1028,6.29
000415.SZ,0.0012056573150939023,L71租赁业,渤海租赁,1831964.4551,0.004738,8707.8211,5.88
002195.SZ,0.006839786691398098,I65软件和信息技术服务业,岩山科技,1859089.4112,0.006918,12917.1317,6.0
300144.SZ,0.001495478785068398,R88文化艺术业,宋城演艺,2129736.0583,0.003753,8053.494500000001,18.48
601718.SH,0.0010433572919081847,C18纺织服装、服饰业,际华集团,2638188.0,0.001798,4791.1996,6.84
