,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000069.SZ,0.0043467761410287365,N78公共设施管理业,华侨城Ａ,2567782.8619,0.069135,171214.25903000002,8.25
000156.SZ,0.00036223134508572803,R87广播、电视、电影和录音制作业,华数传媒,293452.6241,0.028095,8244.511999999999,24.8
000157.SZ,0.015455204056991063,C35专用设备制造业,中联重科,4420387.2329,0.040064,178835.63276,7.06
000338.SZ,0.021733880705143684,C36汽车制造业,潍柴动力,2854765.6566,0.028434,81013.67912,27.29
000598.SZ,0.004829751267809708,D46水的生产和供应业,兴蓉环境,1322111.3269,0.07176,94953.8546,7.64
000623.SZ,0.01931900507123883,C27医药制造业,吉林敖东,2746650.7359,0.0615639999999999,168688.64147,34.81
000651.SZ,0.03730982854382999,C38电气机械和器材制造业,格力电器,11084817.3256,0.012945,140757.71278,37.12
000709.SZ,0.010866940352571842,C31黑色金属冶炼和压延加工业,河钢股份,1949232.7399,0.028033,54100.73436,3.83
000725.SZ,0.025959913064477175,C39计算机、通信和其他电子设备制造业,京东方Ａ,3865930.0747,0.026658,101946.24006,3.36
000729.SZ,0.009659502535619416,C15酒、饮料和精制茶制造业,燕京啤酒,1997051.8769,0.006015,11973.56618,7.99
000778.SZ,0.0049504950495049506,C33金属制品业,新兴铸管,2250814.0747,0.036801,81790.29731,6.18
000792.SZ,0.008572808500362227,C26化学原料和化学制品制造业,盐湖股份,2329571.1366,0.009744,22466.26074,21.7
000826.SZ,0.002294131852209611,N77生态保护和环境治理业,启迪环境,2295577.3249,0.019103,43446.43299,27.35
000878.SZ,0.0034248713649787828,C32有色金属冶炼和压延加工业,云南铜业,2022607.7132,0.017195,34149.83146,14.28
002007.SZ,0.01026322144409563,C27医药制造业,华兰生物,1923379.7616,0.012336,23445.01481,33.3
002385.SZ,0.007486114465105046,C13农副食品加工业,大北农,1289680.3881,0.019042,24254.51247,13.42
002570.SZ,0.009659502535619416,C14食品制造业,贝因美,1650192.9362,0.018639,30033.698450000004,16.19
600000.SH,0.12919584641390966,J66货币金融服务,浦发银行,23413837.3201,0.031417,727152.4765999999,15.69
600015.SH,3.474362883033876e-05,J66货币金融服务,华夏银行,8732426.4476,0.0339449999999999,294221.3445,13.46
600050.SH,0.015696691620381547,I63电信、广播电视和卫星传输服务,中国联通,10492315.2155,0.0242539999999999,251033.9666,4.95
600068.SH,0.01267809707800048,E48土木工程建筑业,葛洲坝(退),3253799.2255,0.040425,131048.0519,9.33
600085.SH,0.005191982612895433,C27医药制造业,同仁堂,2940894.1998,0.015389,44753.2326,22.43
600100.SH,0.0036223134508572763,C39计算机、通信和其他电子设备制造业,同方股份,2417995.2831,0.029533,70043.26,11.68
600104.SH,0.0206471866698865,C36汽车制造业,上汽集团,23671891.5525,0.004168,96963.3534,21.47
600111.SH,0.02060314119237451,C32有色金属冶炼和压延加工业,北方稀土,3828867.9822,0.036463,138553.0834,25.88
600143.SH,0.006520164211543104,C29橡胶和塑料制品业,金发科技,1763840.0,0.018352,32281.8149,6.89
600170.SH,0.007848345810190773,E48土木工程建筑业,上海建工,924816.3997,0.051399,47366.8402,8.41
600177.SH,0.003380825887466795,C18纺织服装、服饰业,雅戈尔,2562830.0609,0.021963,55553.0992,11.51
600221.SH,0.013281815986476693,G56航空运输业,海航控股,4039725.9523,0.02055,82142.2185,3.42
600252.SH,0.013281815986476694,C27医药制造业,中恒集团,1786098.9558,0.016234,28890.3176,16.36
600271.SH,0.014489253803429119,C39计算机、通信和其他电子设备制造业,航天信息,2817293.4,0.013463,37708.2296,30.51
600415.SH,0.011470659261048056,L72商务服务业,小商品城,3453719.3947,0.010091,34374.1979,12.69
600519.SH,0.022096112050229415,C15酒、饮料和精制茶制造业,贵州茅台,21654566.076,0.004052,87158.1692,189.62
600597.SH,0.005312726394590677,C14食品制造业,光明乳业,2137631.3077,0.017157,36537.1984,17.46
600642.SH,0.0028978507606858247,D45燃气生产和供应业,申能股份,2940616.7521,0.012193,35408.1908,6.46
600655.SH,0.00024148756339048555,F52零售业,豫园股份,1698914.5756,0.010676,17831.715900000003,11.82
600688.SH,0.0015696691620381547,C25石油、煤炭及其他燃料加工业,上海石化,1032705.0,0.052811,54069.3657,4.33
600718.SH,0.01171214682443854,I65软件和信息技术服务业,东软集团,1940826.5013,0.017824,34450.283899999995,15.81
600739.SH,0.012798840859695725,F51批发业,辽宁成大,2932761.3946,0.039568,117095.0746,21.49
600827.SH,0.011470659261048056,F52零售业,百联股份,2760029.0459,0.015218,41642.6424,17.89
600837.SH,0.09369717459550832,J67资本市场服务,海通证券(退),19469667.6191,0.075807,1486881.458,24.06
600875.SH,0.006157932866457376,C34通用设备制造业,东方电气,3434207.04,0.039668,135629.7878,20.64
600895.SH,0.006278676648152619,S91综合,张江高科,2062854.4806,0.034457,70853.3253,13.32
600900.SH,0.027650326008210574,D44电力、热力生产和供应业,长江电力,10398919.5592,0.013482,138616.5094,10.67
601006.SH,0.012798840859695723,G53铁路运输业,大秦铁路,15847999.7294,0.010773,169325.2262,10.66
601009.SH,0.025959913064477175,J66货币金融服务,南京银行,4349487.1292,0.0410489999999999,177124.7155,14.65
601166.SH,0.08400292843105858,J66货币金融服务,兴业银行,26696367.5567,0.0315649999999999,835586.824,16.5
601318.SH,0.07111808741849794,J68保险业,中国平安,35759821.187,0.041689,1470078.7236,74.71
601669.SH,0.015092972711905333,E48土木工程建筑业,中国电建,2781900.0,0.122599,340032.4102,8.43
601800.SH,0.0060371890847621245,E48土木工程建筑业,中国交建,1874782.5053,0.099726,188443.8641,13.89
601866.SH,0.0049504950495049506,G55水上运输业,中远海发,3918469.75,0.0164409999999999,63770.0792,4.94
601989.SH,0.02451098768413426,C37铁路、船舶、航空航天和其他运输设备制造业,中国重工(退),15051550.6687,0.04682,709743.7733,9.21
600010.SH,0.0006037189084762139,C31黑色金属冶炼和压延加工业,包钢股份,6422745.8565,0.017544,112422.0071,4.08
000027.SZ,0.006640907993238347,D44电力、热力生产和供应业,深圳能源,1069518.5721,0.0355129999999999,37543.88686,11.16
000503.SZ,0.006037189084762133,I64互联网和相关服务,国新健康,2808840.7072,0.017996,49491.58943,31.28
