,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000001.SZ,0.04141351813176381,J66货币金融服务,平安银行,11804054.579,0.004612,54054.44596,10.0
000009.SZ,0.005458515283842795,S91综合,中国宝安,1765257.8385,0.057563,98820.27887,11.85
000039.SZ,0.009374406683121322,C33金属制品业,中集集团,1663697.7073,0.009641,15864.930790000002,13.2
000069.SZ,0.003904025061704955,N78公共设施管理业,华侨城Ａ,2102878.7977,0.0062229999999999,13094.76483,6.42
000333.SZ,0.019365862920068345,C38电气机械和器材制造业,美的集团,6115721.5292,0.005445,33129.52428,27.31
000423.SZ,0.012417073027361825,C27医药制造业,东阿阿胶,2942391.0599,0.010888,31888.40145,45.01
000538.SZ,0.02284269982912474,C27医药制造业,云南白药,6247087.2412,0.002765,17122.96399,59.99
000598.SZ,0.00011866337573571356,D46水的生产和供应业,兴蓉环境,1528943.9242,0.010039,15205.27592,5.12
000686.SZ,0.012400322764381999,J67资本市场服务,东北证券,2336468.8157,0.030853,71927.97929,13.36
000728.SZ,0.016078887412189102,J67资本市场服务,国元证券,3362539.2,0.021233,70144.58179,17.12
000750.SZ,0.010917030567685589,J67资本市场服务,国海证券,1996150.2322,0.019525,38674.03159,8.64
000778.SZ,0.001708752610594266,C33金属制品业,新兴铸管,1715292.9334,0.026054,44246.22188,4.71
000826.SZ,0.006277292576419213,N77生态保护和环境治理业,启迪环境,2366158.2549,0.00647,15153.94324,28.11
000895.SZ,0.00486519840516423,C13农副食品加工业,双汇发展,3204127.3446,0.004233,13456.572519999998,17.63
000963.SZ,0.009065881906208467,F52零售业,华东医药,2949003.5789,0.006756,19452.49151,67.94
002038.SZ,0.008306436301499905,C27医药制造业,双鹭药业,1439094.3591,0.01532,21746.211,25.38
002236.SZ,0.015485570533510537,C39计算机、通信和其他电子设备制造业,大华股份,1958397.4126,0.008928,17290.368909999997,29.64
002294.SZ,0.00569584203531422,C27医药制造业,信立泰,1107082.98,0.0049559999999999,5465.23157,24.11
002304.SZ,0.024919308904499712,C15酒、饮料和精制茶制造业,洋河股份,7223321.8302,0.001548,11075.34819,58.81
002415.SZ,0.02533463071957471,C39计算机、通信和其他电子设备制造业,海康威视,8377607.109,0.008407,68669.94357,26.55
002450.SZ,0.0059213024492120745,C29橡胶和塑料制品业,康得退(退),,,0.0,29.9
002500.SZ,0.01156967913423201,J67资本市场服务,山西证券,2612893.1399,0.020598,53106.99789,10.5
600009.SH,0.006301025251566356,G56航空运输业,上海机场,2827729.9626,0.007989,22355.5378,25.86
600011.SH,0.02213071957471046,D44电力、热力生产和供应业,华能国际,7203000.0,0.001501,10728.5775,6.86
600019.SH,0.00221900512625783,C31黑色金属冶炼和压延加工业,宝钢股份,8557049.2673,0.004818,41062.4294,5.21
600060.SH,0.009315074995253464,C39计算机、通信和其他电子设备制造业,海信视像,1852809.4104,0.011282,20734.9626,14.16
600068.SH,0.01311230301879628,E48土木工程建筑业,葛洲坝(退),2248528.3513,0.008757,19550.3935,5.42
600276.SH,0.0029735668055601407,C27医药制造业,恒瑞医药,8578545.4744,0.002845,24299.5339,44.0
600315.SH,0.005814505411049934,C26化学原料和化学制品制造业,上海家化,2039390.7285,0.007161,14557.5853,30.39
600362.SH,0.007665654072527055,C32有色金属冶炼和压延加工业,江西铜业,2575382.0296,0.007081,18070.5833,12.41
600369.SH,0.016850199354471233,J67资本市场服务,西南证券,3808989.4817,0.014964,56634.258,8.2
600519.SH,0.004378678564647808,C15酒、饮料和精制茶制造业,贵州茅台,25205608.857,0.001838,46197.5279,200.65
600637.SH,0.023068160243022592,I63电信、广播电视和卫星传输服务,东方明珠,4060008.5718,0.007989,32187.0227,25.69
600642.SH,0.002076609075374976,D45燃气生产和供应业,申能股份,2562797.5719,0.003755,9570.7886,5.63
600674.SH,0.014298936776153405,D44电力、热力生产和供应业,川投能源,3411658.872,0.004986,16881.6804,7.75
600688.SH,0.0017206189481678371,C25石油、煤炭及其他燃料加工业,上海石化,1529775.0,0.010781,16337.2487,5.23
600705.SH,0.004058287450161382,J69其他金融业,中航产融(退),3691638.7591,0.016994,61499.901300000005,9.89
600741.SH,0.00532798557053351,C36汽车制造业,华域汽车,3572565.842,0.0031019999999999,10990.9256,13.83
600887.SH,0.002017277387507118,C14食品制造业,伊利股份,8048514.4621,0.008756,70165.4411,13.34
600999.SH,0.03294095310423391,J67资本市场服务,招商证券,7195043.5438,0.008808,62682.9194,14.98
601006.SH,0.008247104613632048,G53铁路运输业,大秦铁路,10124285.0054,0.005612,56663.32859999999,6.81
601009.SH,0.021596734383899748,J66货币金融服务,南京银行,4340580.3296,0.006321,27233.2755,14.62
601098.SH,0.005114391494209227,R86新闻和出版业,中南传媒,3222024.0,0.007466,23965.2795,17.94
601117.SH,0.008187772925764192,E48土木工程建筑业,中国化学,2678619.0,0.003375,8986.624,5.43
601158.SH,0.003263242832732105,D46水的生产和供应业,重庆水务,3144000.0,0.001292,4044.3188,6.55
