,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000001.SZ,0.049019607843137254,J66货币金融服务,平安银行,17479311.2149,0.00575,99921.6332,10.18
000060.SZ,0.008296202067828365,C32有色金属冶炼和压延加工业,中金岭南,1950688.4118,0.004031,7796.118700000001,5.88
000100.SZ,0.0009534871126566619,C39计算机、通信和其他电子设备制造业,TCL科技,3647386.3902,0.007066,25554.2728,3.11
000423.SZ,0.01624672904949721,C27医药制造业,东阿阿胶,3924511.6126,0.024065,94803.2359,60.02
000425.SZ,0.006904859846036324,C35专用设备制造业,徐工机械,2874355.4912,0.006922,19696.2385,4.11
000568.SZ,0.023217843287047436,C15酒、饮料和精制茶制造业,泸州老窖,9686244.2505,0.008155,78603.7311,69.1
000651.SZ,0.03784278005731293,C38电气机械和器材制造业,格力电器,28355449.5628,0.017487,489681.62010000006,47.5
000876.SZ,0.00795052698166885,C13农副食品加工业,新希望,2978230.4391,0.004166,12321.0075,7.13
000895.SZ,0.013020428245341739,C13农副食品加工业,双汇发展,9666139.1304,0.008912,85101.4129,29.3
000963.SZ,0.017571816879775354,F52零售业,华东医药,6724457.3806,0.008722,57984.5522,77.46
002007.SZ,0.0084114270965482,C27医药制造业,华兰生物,2896732.0583,0.019254,55287.4445,36.09
002241.SZ,0.011580115386343758,C39计算机、通信和其他电子设备制造业,歌尔股份,3074709.6877,0.0076419999999999,23412.8873,11.29
002294.SZ,0.008929939725787475,C27医药制造业,信立泰,4475902.464,0.007316,32569.0749,42.79
002304.SZ,0.035604533874430064,C15酒、饮料和精制茶制造业,洋河股份,17847843.5788,0.005082,89357.4237,143.68
002415.SZ,0.07489626866789496,C39计算机、通信和其他电子设备制造业,海康威视,30956160.9118,0.004082,125783.5588,39.15
002456.SZ,0.01665001665001665,C39计算机、通信和其他电子设备制造业,欧菲光,4862499.8771,0.009355,45359.7292,18.3
600009.SH,0.004866803546312451,G56航空运输业,上海机场,5890557.3506,0.004878,28554.6007,53.87
600031.SH,0.021086180255730426,C35专用设备制造业,三一重工,6186325.6085,0.0084219999999999,51704.1657,8.09
600104.SH,0.028164698052173653,C36汽车制造业,上汽集团,41699944.1066,0.002283,95351.8606,36.25
600276.SH,0.07437775603865568,C27医药制造业,恒瑞医药,27878409.7357,0.005965,163676.56399999998,76.13
600519.SH,0.08823644636793426,C15酒、饮料和精制茶制造业,贵州茅台,94356785.3514,0.0057199999999999,535622.2572,751.13
600688.SH,0.004493776120073697,C25石油、煤炭及其他燃料加工业,上海石化,4221396.576,0.001669,7014.664699999999,5.76
600703.SH,0.025119056260924772,C39计算机、通信和其他电子设备制造业,三安光电,8458653.3007,0.008128,68804.7963,20.74
600741.SH,0.01843600459517414,C36汽车制造业,华域汽车,7315331.2896,0.0051639999999999,37444.5718,25.52
600827.SH,0.0043209385769939395,F52零售业,百联股份,1845161.9558,0.009892,17884.5677,11.96
600887.SH,0.08417188347984195,C14食品制造业,伊利股份,18721544.5097,0.044062,806693.4764,31.03
601117.SH,0.007604851895509334,E48土木工程建筑业,中国化学,3675085.0,0.003518,12937.8235,7.45
601618.SH,0.010427865099145374,E48土木工程建筑业,中国中冶,6569763.8546,0.00201,13201.823800000002,3.68
601633.SH,0.0024189051957894604,C36汽车制造业,长城汽车,6588307.797,0.0004619999999999,3025.7935,10.93
601888.SH,0.02678981917736243,L72商务服务业,中国中免,13208497.0552,0.008763,113485.3315,67.65
002008.SZ,0.021028567741370505,C35专用设备制造业,大族激光,5460952.8545,0.008716,47065.6253,55.0
002470.SZ,0.007201564294989899,C26化学原料和化学制品制造业,金正大,2148781.5355,0.003911,8276.519400000001,8.31
002153.SZ,0.0042057135482741,I65软件和信息技术服务业,石基信息,1447554.6565,0.039772,56496.3954,29.88
300017.SZ,0.01002457749862594,I65软件和信息技术服务业,网宿科技,1767499.1888,0.026225,46326.8913,11.01
300251.SZ,0.005357963835472486,R87广播、电视、电影和录音制作业,光线传媒,2977693.3125,0.017462,50721.028000000006,10.82
600373.SH,0.004148101033914183,R86新闻和出版业,中文传媒,2190924.6398,0.0090049999999999,19525.4442,15.9
601727.SH,0.010658315156585052,C34通用设备制造业,上海电气,6029068.1685,0.001432,8589.2071,6.12
601919.SH,0.011349665328904081,G55水上运输业,中远海控,4673032.7065,0.004035,18789.81,6.12
300144.SZ,0.007835301952949012,R88文化艺术业,宋城演艺,2669206.8188,0.027874,72878.3416,23.16
600021.SH,0.002861339129927091,D44电力、热力生产和供应业,上海电力,681254.0249,0.003173,2157.0553,7.96
600820.SH,0.0069135017231903035,E48土木工程建筑业,隧道股份,2200867.2658,0.003032,6641.8155,7.0
601718.SH,0.003226300804155475,C18纺织服装、服饰业,际华集团,1919142.0495,0.003024,5773.3647,4.37
002027.SZ,0.022229788665774828,L72商务服务业,分众传媒,7249288.4909,0.024643,173957.8505,12.49
600685.SH,0.0033991383472352322,C37铁路、船舶、航空航天和其他运输设备制造业,中船防务,1377546.7985,0.003645,5011.2857,16.77
