,stock_wt,industry,sec_name,mkt_cap_float,turn,amt,close
000333.SZ,0.0033908489748506205,C38电气机械和器材制造业,美的集团,37049693.4833,0.002928,108962.1499,54.7
000596.SZ,0.0061584531936282605,C15酒、饮料和精制茶制造业,古井贡酒,4568292.4,0.004543,20796.1913,119.09
000876.SZ,0.016515851746548516,C13农副食品加工业,新希望,8126107.1697,0.0112579999999999,92794.3346,19.35
000895.SZ,0.011141201686654762,C13农副食品加工业,双汇发展,7920948.9768,0.003897,30923.353000000003,24.01
000963.SZ,0.010245426676672468,F52零售业,华东医药,4817225.6856,0.005318,25767.5235,27.53
002294.SZ,0.004254931297415889,C27医药制造业,信立泰,2345884.8399,0.006114,14350.2157,22.43
002304.SZ,0.033087689431220924,C15酒、饮料和精制茶制造业,洋河股份,14546108.3354,0.008036,117889.25,116.51
002415.SZ,0.04658030051907921,C39计算机、通信和其他电子设备制造业,海康威视,24924458.9422,0.007877,194728.5507,30.87
600009.SH,0.03644684571865452,G56航空运输业,上海机场,9051797.6144,0.007009,63728.3116,82.78
600018.SH,0.010021482924176895,G55水上运输业,上港集团,16870435.1452,0.001957,32859.302500000005,7.28
600031.SH,0.034655295698689935,C35专用设备制造业,三一重工,11773109.8312,0.007496,88529.1117,14.12
600100.SH,0.009685567295433538,C39计算机、通信和其他电子设备制造业,同方股份,2646761.7632,0.002783,7382.561500000001,8.93
600104.SH,0.02455375288299588,C36汽车制造业,上汽集团,28574527.2168,0.00146,41874.2776,24.84
600115.SH,0.011085215748530868,G56航空运输业,中国东航,5777198.0667,0.001992,11548.9991,5.89
600170.SH,0.0075581016467255934,E48土木工程建筑业,上海建工,3225025.773,0.003913,12652.3526,3.8
600271.SH,0.011645075129769802,C39计算机、通信和其他电子设备制造业,航天信息,4241047.9725,0.004204,17838.8486,22.89
600276.SH,0.09232081196630001,C27医药制造业,恒瑞医药,29479807.0301,0.003326,97436.0618,66.94
600369.SH,0.006326411007999941,J67资本市场服务,西南证券,2760458.3616,0.002304,6369.8631000000005,4.89
