,年度收益,年度波动,夏普比率,最大回撤,年度超额收益,跟踪误差,信息比率,日胜率,换手率
2014,0.7529456330129498,0.18930580609180112,3.7661054762748116,0.06954197610641977,0.09728218607265005,0.05789990436090078,0.9893312727357843,0.5803571428571429,11.062005203820505
2015,0.16301426058774737,0.40509307763677066,0.3036691253906069,0.40499067000215483,0.13625411431734746,0.10094551724988234,0.9710624643864404,0.46311475409836067,14.231289543506252
2016,0.052417745868509336,0.24296036454761777,0.051110171371493734,0.21345231669453713,0.10644119338815483,0.06297222291657843,1.0641064312761535,0.5491803278688525,12.277448673828456
2017,0.2792521830849839,0.1111879556231062,2.15178147438898,0.058314532534090024,0.0605400334649433,0.052871324877875346,0.3886642233325806,0.5,12.21372583825396
2018,-0.20215967468208929,0.2635611753559904,-0.9187987356446023,0.2966425637910318,0.08927465937287127,0.11497759410457212,0.43053405212321155,0.49794238683127573,12.975362807840948
2019,0.6446686209185961,0.2261941568036532,2.6732282984810958,0.13723111417547662,0.19402999429364343,0.10979243670565512,1.6903173481346656,0.5204918032786885,11.713009573908993
总计,0.25286977554138623,0.2618262364721784,0.813019269610155,0.4249138343470753,0.13080723232392333,0.0891464384359483,1.0186299522124866,0.5176715176715176,13.579182421128204
