,net_value,netval_pctchg,benchmark_nv,benchmark_pctchg
2014-04-28,95961973.15958348,-0.017383568136065675,0.9649651545345207,-0.015156659252172355
2014-04-29,97828973.26665987,0.019455624406259364,0.9755871570538619,0.011007653975303455
2014-04-30,98275733.26243183,0.004566745217229107,0.9756725814390438,8.756202309978534e-05
2014-05-05,97047033.62124574,-0.012502574139080846,0.9746831953059073,-0.0010140554853731443
2014-05-06,97340640.96654205,0.003025412878071121,0.9750709948957799,0.0003978724489559493
2014-05-07,95954835.66534647,-0.0142366568314658,0.9660259536457454,-0.009276289929023296
2014-05-08,95752677.79050665,-0.0021068023663224356,0.9652033484551067,-0.0008515352900553275
2014-05-09,95070278.7453814,-0.007126683669549605,0.9644869587698527,-0.0007422163281972649
2014-05-12,96802414.34608516,0.018219527948821757,0.9853427122377889,0.02162367596399295
2014-05-13,96966659.75397722,0.0016967077629370664,0.9829915077313587,-0.0023861794249134816
2014-05-14,96363080.55829187,-0.006224605418158724,0.9818705951638949,-0.0011403074783939982
2014-05-15,94848307.39378686,-0.015719434826377165,0.969084960200824,-0.0130217108303734
2014-05-16,94928818.4225314,0.0008488399103452338,0.9699292604734139,0.0008712345225281304
2014-05-19,93174994.41795076,-0.018475148366161043,0.9560041817270459,-0.014356798288125971
2014-05-20,92817342.27418895,-0.0038384992239174354,0.9562880257159038,0.0002969066394094
2014-05-21,93831360.27803263,0.010924876526287486,0.9653882086325635,0.009516152740537631
2014-05-22,93249021.21625338,-0.006206230625386944,0.9631115809703396,-0.002358250952172569
2014-05-23,93836668.14875282,0.006301909927146854,0.971042037385146,0.008234203151016528
2014-05-26,94378088.20092027,0.005769813260091183,0.9744599167541627,0.0035198057730028154
2014-05-27,94050657.13549758,-0.0034693547163788807,0.9705294910740557,-0.004033440075399741
2014-05-28,94883797.65194395,0.008858423128783377,0.9805056129244833,0.010279050706009318
2014-05-29,94352491.08856747,-0.005599549939236614,0.974092908284493,-0.006540201866732431
2014-05-30,94270224.87776424,-0.0008719029021290181,0.9746804834206635,0.000603202354901855
2014-06-03,96773777.67081274,0.026557195512100895,0.9717218166196079,-0.00303552482211622
2014-06-04,95851398.80552638,-0.009531289234403384,0.9619391425832423,-0.010067360708641115
2014-06-05,96861080.38742568,0.010533822087957834,0.9720309715374083,0.010491130371371282
2014-06-06,96255798.4573965,-0.006248969427226636,0.9648508033734043,-0.007386768914006359
2014-06-09,95795717.65865378,-0.0047797722954463495,0.9646541916932242,-0.00020377417886030535
2014-06-10,96934736.71885224,0.011890083273420338,0.9768517995392506,0.012644539308554137
2014-06-11,97120357.79642285,0.0019149077395133052,0.976624905140514,-0.00023227105569501028
2014-06-12,96854418.71250923,-0.0027382424236025438,0.9733001338315367,-0.00340434827278846
2014-06-13,97513005.35405621,0.006799758341453188,0.9836197611461873,0.010602718479063578
2014-06-16,98103333.5703767,0.006053840861299342,0.9906765385315954,0.0071742940353141105
2014-06-17,97457203.14830586,-0.00658622289942179,0.9806511507659041,-0.010119738760091312
2014-06-18,96940918.82942605,-0.005297549100543697,0.9763867112199279,-0.00434857955619139
2014-06-19,95389837.15167663,-0.016000278277521374,0.9613212847285154,-0.01542977420553926
2014-06-20,95749405.55903089,0.0037694624300754764,0.9657606408727206,0.004617973423379329
2014-06-23,95936663.35808077,0.00195570717078164,0.9645769029637742,-0.0012257052719364392
2014-06-24,96875086.26890996,0.009781692191300762,0.9694180701049453,0.005018954037045775
2014-06-25,96274323.81956673,-0.006201413309461334,0.9642428890979049,-0.00533844083026036
2014-06-26,96897316.15942281,0.006471012364871909,0.971341248723719,0.0073615887719482576
2014-06-27,97098087.99545722,0.0020720061606667173,0.9718754901167601,0.0005500038155932252
2014-06-30,98078897.28647052,0.010101221468533872,0.9785919259040633,0.006910798611143409
2014-07-01,98640528.77310386,0.005726323420959023,0.9783392685955101,-0.0002581845423665907
2014-07-02,98526779.90054786,-0.0011531656811942792,0.9811903639485592,0.002914219478424851
2014-07-03,99007078.15660074,0.004874799080389014,0.9854050855983978,0.0042955187950250995
2014-07-04,98905006.44657405,-0.0010309536643960948,0.9847284702300537,-0.0006866367732749623
2014-07-07,98670087.18161277,-0.002375200946861722,0.9836410042472643,-0.0011043308035314503
2014-07-08,98897282.56774195,0.0023025761162143166,0.9855320922239853,0.0019225387804651106
2014-07-09,96987918.71744001,-0.01930653503036417,0.9711758237238433,-0.014567022843208655
2014-07-10,96491624.38239463,-0.005117073771747416,0.9685258598597142,-0.0027286139125335396
2014-07-11,96888143.2240505,0.004109360208140789,0.9708589851311851,0.0024089447356716587
2014-07-14,98718188.73338722,0.018888229750721797,0.9815930789072728,0.011056285145918832
2014-07-15,99595099.0155605,0.008882965676584531,0.983047553359732,0.0014817488873071216
2014-07-16,99392675.11953627,-0.002032468444984392,0.981190815929433,-0.001888756473634734
2014-07-17,98775935.14284307,-0.006205084790719906,0.9749534798685459,-0.006356904242911021
2014-07-18,99796955.1046027,0.010336727870843276,0.9781516965328093,0.0032803787363215875
2014-07-21,100663089.24174586,0.008678963563921505,0.9791239073927347,0.0009939264670004722
2014-07-22,101691603.46410705,0.010217391797813669,0.9910575584083583,0.012188090726332312
2014-07-23,101396008.44536975,-0.0029067790128969317,0.993378480196232,0.0023418637678331855
2014-07-24,102218049.1278601,0.008107229220302603,1.011087994800412,0.01782756014674436
2014-07-25,103011523.92566222,0.007762570353985199,1.0216819745055667,0.01047780189225378
2014-07-28,105225395.17344795,0.021491491081943037,1.0503569970933109,0.02806648575905535
2014-07-29,105532735.09352101,0.0029207770573487224,1.0537341981836696,0.003215288801526217
2014-07-30,105759498.30884083,0.002148747638530013,1.0495045611649896,-0.004013950601556515
2014-07-31,107162003.60030958,0.013261270277333592,1.0622685010461097,0.01216187175685235
2014-08-01,106122075.52218159,-0.009704261241761492,1.052845151804556,-0.008870967398801333
2014-08-04,107564877.10390677,0.013595678134127764,1.0737348038380408,0.01984114377853219
2014-08-05,107726970.08527872,0.0015069322416030317,1.0709022397008248,-0.002638048172687535
2014-08-06,107456614.11886995,-0.002509640493877807,1.0681306929815957,-0.0025880482984174114
2014-08-07,105909015.21938579,-0.0144020813625505,1.0519660490046703,-0.015133582513019217
2014-08-08,106171024.06518538,0.0024739050330782053,1.0536279826782848,0.001579835846591271
2014-08-11,107819547.19151251,0.015527053081026976,1.0690925082814196,0.014677405932048693
2014-08-12,107734368.98171662,-0.0007900071185106272,1.0653424229700297,-0.0035077276122887913
2014-08-13,107685188.3513954,-0.00045649898714839043,1.0661781356060136,0.0007844544795785335
2014-08-14,106675389.04933073,-0.009377327722820405,1.05580246266299,-0.009731650459260277
2014-08-15,108161638.60156396,0.0139324502631617,1.0669618704414905,0.010569598171189742
2014-08-18,108906364.09748463,0.0068853015315719635,1.0732566080733725,0.005899683771527275
2014-08-19,108826410.98949227,-0.0007341454161557959,1.073349716133412,8.675284115566839e-05
2014-08-20,108577903.20342393,-0.0022835245948920058,1.0694500251527355,-0.003633197011244982
2014-08-21,108273340.21065629,-0.0028050181830923115,1.0640732606759011,-0.005027597690753671
2014-08-22,108662336.46369275,0.003592724231834321,1.0690992879945291,0.0047233846619127995
2014-08-25,107365827.74750239,-0.01193153725921925,1.058929266349165,-0.009512700793619988
2014-08-26,106222471.45014672,-0.010649163903849845,1.0504451333637366,-0.008011992165141368
2014-08-27,106554451.12574454,0.0031253243411271114,1.052028422365279,0.00150725530658824
2014-08-28,105864714.73646764,-0.006473088472511934,1.0446534504445908,-0.00701024018353702
2014-08-29,107306262.94456129,0.013616890308372653,1.0568610018698448,0.011685742693003709
2014-09-01,108229633.82017101,0.008605004500872093,1.064558236153679,0.007283109387342224
2014-09-02,109709315.75743109,0.01367168939810548,1.078634276511955,0.013222423987938603
2014-09-03,110577837.67004807,0.007916573962937656,1.0887487045098199,0.009377068964072421
2014-09-04,111369793.0051955,0.007161971619580099,1.09660684398479,0.007217587899227995
2014-09-05,112187939.34691826,0.0073462140823463695,1.1070182234168577,0.009494176959752965
2014-09-09,112006208.40170501,-0.001619879518878431,1.1051944805903593,-0.001647437041162103
2014-09-10,111361022.21829706,-0.0057602716189982806,1.0994131932313151,-0.005231013600390022
2014-09-11,110953789.36891897,-0.0036568706111533844,1.0953548569638727,-0.0036913658053479015
2014-09-12,111716197.06902024,0.006871398484339153,1.102091179909631,0.006149900101260375
2014-09-15,111668477.40239476,-0.00042715083289135425,1.1015628142679512,-0.00047942098740239025
2014-09-16,109298049.33387578,-0.02122736983309259,1.0796760924264728,-0.01986879146426468
2014-09-17,109758839.26310351,0.004215902589625786,1.0853534241845022,0.005258365724548186
2014-09-18,110256438.00941798,0.004533564218200947,1.088670059837748,0.003055811664055552
2014-09-19,111097551.38062447,0.007628700748836481,1.0961489873594508,0.006869783415204278
2014-09-22,108976413.71026324,-0.019092569044065977,1.075226340722166,-0.019087411363382212
2014-09-23,110127434.14542434,0.010562106018842998,1.0845109318354083,0.008635010845257307
2014-09-24,112134807.5545117,0.018227732487044124,1.1036758248537955,0.017671461352586793
2014-09-25,112001194.35191303,-0.0011915408383227355,1.1014615705521804,-0.0020062542385653748
2014-09-26,112001619.29012725,3.794050739136523e-06,1.101568238038439,9.684176834712233e-05
2014-09-29,112428530.97419667,0.0038116563561778616,1.106358331340851,0.004348430843414297
2014-09-30,112511061.78335841,0.0007340735349523619,1.1077996983479645,0.0013028030487796105
2014-10-08,115116281.05907343,0.023155227889782193,1.1201817143905737,0.011177125306202962
2014-10-09,115542946.86436523,0.0037063897596973927,1.1217961900724207,0.0014412623069153252
2014-10-10,114437522.46926385,-0.009567216564062786,1.1149414481376807,-0.006110505629634444
2014-10-13,113814777.39925963,-0.005441790914090139,1.109588638647167,-0.004800978113653098
2014-10-14,113372843.13485888,-0.003882925174561902,1.1057992309997409,-0.0034151464024057
2014-10-15,114103308.24119245,0.006443034205860565,1.1136239238900365,0.007076052027293889
2014-10-16,113195294.67736751,-0.007957819784730313,1.104819788445832,-0.00790584258772975
2014-10-17,113141646.74723318,-0.0004739413443574092,1.1036161633784303,-0.0010894311271296697
2014-10-20,114028990.96562573,0.007842772700444645,1.1094824231417821,0.005315489169163579
2014-10-21,112590631.39538921,-0.012613981392417206,1.0998461909085855,-0.008685340147984721
2014-10-22,112029891.84184964,-0.004980339363853448,1.0931794730174198,-0.0060615001863654205
2014-10-23,111186731.9921054,-0.0075262042646128124,1.0829172472737643,-0.009387503147428755
2014-10-24,110913341.68541262,-0.002458839303885574,1.0805533873028628,-0.0021828629813150924
2014-10-27,110130760.3717627,-0.007055790599742151,1.0706667576654825,-0.009149598486806854
2014-10-28,112497407.48057678,0.021489428574043457,1.0922809350399527,0.020187586118390888
2014-10-29,113839276.28359994,0.011927997569675997,1.1079786827740596,0.014371529549339623
2014-10-30,114767986.3143172,0.008158080945662505,1.1159068792844962,0.007155549681322926
2014-10-31,116666631.3093994,0.016543332823513612,1.1337149257192032,0.015958362445193774
2014-11-03,117802642.46838571,0.00973724145658772,1.1356236409500093,0.0016835936332013635
2014-11-04,117694931.8923679,-0.0009143307294376957,1.1359056770153713,0.0002483534642920837
2014-11-05,117401902.98305103,-0.00248973260450025,1.1315106149968157,-0.00386921388587802
2014-11-06,117442084.12528574,0.00034225290403089303,1.1326943529057623,0.0010461571400723901
2014-11-07,117276653.40466201,-0.001408615334578478,1.130925299765015,-0.0015618097999774427
2014-11-10,120601676.24729855,0.028351958775320707,1.1596608877898722,0.025408917839956358
2014-11-11,120865982.31799941,0.0021915621650141492,1.1564436879289015,-0.0027742591776999115
2014-11-12,122447353.09294298,0.013083671225067928,1.1725821170151365,0.013955222597252126
2014-11-13,121827770.01803827,-0.005059995657353378,1.1659976596430344,-0.0056153486195603675
2014-11-14,121974446.10299128,0.0012039626509727785,1.166604669956786,0.0005205930807250514
2014-11-17,121383264.83251825,-0.0048467633128159715,1.1602805535680951,-0.00542095926028241
2014-11-18,120194494.74861409,-0.009793525372252865,1.1486714248199874,-0.010005449727143456
2014-11-19,119695370.82383603,-0.00415263549151712,1.1467762690154002,-0.0016498676328473572
2014-11-20,119978991.55002157,0.002369521262463703,1.146720223387027,-4.8872330102534e-05
2014-11-21,121773821.08316126,0.01495953174761766,1.1676722487811204,0.018271261783635584
2014-11-24,124582313.7475161,0.023063189110546833,1.197413946231451,0.025470929433645928
2014-11-25,126906123.78424935,0.018652808467201742,1.2138222078994505,0.013703082146020007
2014-11-26,129801134.08055545,0.022812219063816475,1.2307520554960196,0.013947551368224342
2014-11-27,132447078.37143289,0.020384600717242796,1.2449767975618342,0.011557764216027833
2014-11-28,135596700.48291397,0.023780230943625025,1.269532466464149,0.01972379641966393
2014-12-01,136822359.48622066,0.009039003153776148,1.2745010922117819,0.0039137445310644114
2014-12-02,142360221.27819422,0.04047483037691135,1.321564956657294,0.03692728451400318
2014-12-03,142752942.9351749,0.002758647418882987,1.3412753905905717,0.014914464729098409
2014-12-04,149596445.44207022,0.047939484582135705,1.4031072781124194,0.04609932304403408
2014-12-05,152392860.41760796,0.018693057627633403,1.41238825337867,0.006614587074721845
2014-12-08,158362209.84910023,0.03917079458403916,1.470239997324273,0.04096022733636584
2014-12-09,148715099.75126976,-0.06091800630354294,1.4042652531115491,-0.04487345217977534
2014-12-10,153035169.49529874,0.029049301323500032,1.4560771766381932,0.03689610877420768
2014-12-11,150436410.6018742,-0.01698144878719776,1.4386605456403507,-0.011961337817308682
2014-12-12,151213026.07904875,0.005162416957885663,1.443277530268029,0.003209224470407168
2014-12-15,152679730.15757614,0.00969958816749461,1.454125523224359,0.007516221051619532
2014-12-16,157569779.45648718,0.032028149996493616,1.493074523058482,0.02678517033918637
2014-12-17,160236680.8734863,0.016925208794466906,1.51892602112649,0.017314271771948997
2014-12-18,158401428.09399363,-0.011453387386011094,1.5122950097243684,-0.004365592076172153
2014-12-19,161538866.5291588,0.019806882254264968,1.5291267774712844,0.011129949936146355
2014-12-22,163574008.96856672,0.012598469229945675,1.534240489079464,0.0033442038184932077
2014-12-23,159820397.02003387,-0.022947483968887572,1.5028020554282224,-0.02049120322075748
2014-12-24,154518236.21939456,-0.033175745396094025,1.4600722355832791,-0.02843343186190106
2014-12-25,160824469.37675422,0.040812225868315455,1.5075455947006144,0.032514390699560414
2014-12-26,167281926.11421353,0.04015220297311717,1.557453322805192,0.03310528602253582
2014-12-29,166996604.62694848,-0.0017056324845892146,1.5617995708893582,0.002790612097663292
2014-12-30,167678073.3819947,0.0040807341955757526,1.5627482787438365,0.0006074453291968762
2014-12-31,170815944.38473138,0.01871366326823276,1.5971670742780848,0.022024529479510724
2015-01-05,181715218.11969733,0.06380712160228641,1.645906883804305,0.030516412660366532
2015-01-06,181760958.44432005,0.0002517143313367498,1.645689029023048,-0.00013236154693851976
2015-01-07,181963776.10873657,0.0011158483436291,1.6469233887898798,0.0007500565082849686
2015-01-08,176760137.26210392,-0.02859711398560505,1.6087169935317016,-0.023198647562016395
2015-01-09,176660055.34960213,-0.0005662018261129997,1.6030509612955217,-0.003522081422003831
2015-01-12,174859089.18366727,-0.01019452961435352,1.588069151265795,-0.009345810202826654
2015-01-13,174452673.01583907,-0.002324249598494199,1.5882788703913204,0.0001320591898397172
2015-01-14,174631481.41051656,0.0010249679273257595,1.5830282085783256,-0.0033058815494417804
2015-01-15,179728663.5302103,0.029188220122301267,1.628993759500073,0.029036469895269867
2015-01-16,180746042.60617438,0.00566063896532043,1.6430164661152198,0.008608201555940997
2015-01-19,165680357.0067221,-0.08335278262373214,1.5164658892294314,-0.07702331625744874
2015-01-20,166824546.59321263,0.00690600628319582,1.5350273877810587,0.01223997102965435
2015-01-21,174843592.56750846,0.048068741309692076,1.6040281439450608,0.044950830658301966
2015-01-22,175239495.94406876,0.0022643287680528257,1.612492841752908,0.005277150428937283
2015-01-23,175271108.6453769,0.00018039712530448782,1.614354550972821,0.0011545534787547052
2015-01-26,175919593.68596074,0.003699896951618653,1.6307402135971214,0.010149977657898157
2015-01-27,174553828.6624372,-0.007763575363649466,1.6158004377886743,-0.009161346291628236
2015-01-28,172503651.22493374,-0.01174524473747418,1.5933785705924066,-0.0138766314650548
2015-01-29,169962108.56915215,-0.014733268761178753,1.573706103052543,-0.012346386416223432
2015-01-30,168097077.27017698,-0.010973218175957977,1.5522785937790256,-0.013615953596388897
2015-02-02,169414672.6434206,0.007838300312181579,1.5159257720850283,-0.02341900599524227
2015-02-03,173897782.30166608,0.026462345842271917,1.5536593953490263,0.024891471573900814
2015-02-04,172487723.69595015,-0.008108548522314463,1.5375340737081369,-0.010378929699238815
2015-02-05,171297818.54667982,-0.006898491810163887,1.521795195714498,-0.010236441756169223
2015-02-06,168273926.92287597,-0.017652832064407264,1.4971504865800098,-0.016194497921855455
2015-02-09,169957525.59007683,0.010005107136844105,1.5122922978391244,0.010113753690655036
2015-02-10,173441994.94579458,0.0205020009771264,1.5398730747309697,0.018237728864489267
2015-02-11,174723967.07505876,0.007391359455158675,1.5521583668665475,0.007978119974416886
2015-02-12,175339715.68786472,0.0035241222089550384,1.556113199513849,0.0025479569171060756
2015-02-13,176450742.38444915,0.006336423509219369,1.5682958919910344,0.007828924323109332
2015-02-16,177793977.5636675,0.007612522118448872,1.5816993848088323,0.008546533142276713
2015-02-17,178702815.37422508,0.00511174688260807,1.5920221759896007,0.006526392612851595
2015-02-25,176542094.67256337,-0.012091139678672147,1.5723189737503065,-0.012376210919955777
2015-02-26,181565879.7630487,0.028456584815100605,1.6118971309610062,0.025171837185362866
2015-02-27,181567574.95002806,9.336484264377276e-06,1.6148567017238096,0.0018360791802134457
2015-03-02,182399649.50701565,0.00458272660862824,1.6277029021239935,0.007955009498038512
2015-03-03,177437885.11987767,-0.027202707902939993,1.5855037078250995,-0.025925612250139785
2015-03-04,179003739.15712196,0.008824801063123555,1.5958640134184081,0.006534393796858495
2015-03-05,177010422.18142748,-0.011135616412709881,1.5802806168454175,-0.00976486495212725
2015-03-06,176214707.48744154,-0.004495298548976789,1.5722245097476455,-0.00509789654564885
2015-03-09,179573118.50873208,0.019058630628376427,1.598995336913323,0.01702735646194342
2015-03-10,178902553.041821,-0.003734219645344483,1.5912488367142255,-0.004844604621581428
2015-03-11,179339780.68622214,0.0024439430123668338,1.5930757434068419,0.001148096168534396
2015-03-12,182574687.27957398,0.01803786410897712,1.6238967711842305,0.019346869039306824
2015-03-13,183379411.24041024,0.004407642553449831,1.6351117726102302,0.006906228046639429
2015-03-16,187334533.9782175,0.021567975985167243,1.6748924172524713,0.02432900631541335
2015-03-17,190112543.92693374,0.014829139559709992,1.6981472851994792,0.013884395025894003
2015-03-18,193880051.02168995,0.019817246231812025,1.7383433002649058,0.02367051163097722
2015-03-19,193245455.13746864,-0.0032731365649905086,1.735488589064865,-0.0016422022045966544
2015-03-20,195728329.52966624,0.012848293846969838,1.7593689985414576,0.013760049836720745
2015-03-23,199264465.10070235,0.01806654958703935,1.7952956022712943,0.020420164138176933
2015-03-24,199724176.89102367,0.002307043506673434,1.7957408034321618,0.0002479820929235377
2015-03-25,197279263.43948796,-0.012241449631156698,1.7809908595907853,-0.008213849021632358
2015-03-26,197352107.518228,0.00036924346467048785,1.785324000229606,0.0024329943163303724
2015-03-27,197694954.163708,0.0017372332618659225,1.7951310812331664,0.0054931659476369354
2015-03-30,202521216.52487692,0.024412673462431256,1.8477782654149204,0.02932776593984876
2015-03-31,201110259.4657753,-0.006966959231791359,1.8310667245804826,-0.009044126747905668
2015-04-01,214291089.70691064,0.06554031741666777,1.8639216662907694,0.017943060877704697
2015-04-02,214448917.80646443,0.0007365126556109214,1.864319861440743,0.00021363298532062203
2015-04-03,217113352.71616018,0.012424566824349004,1.8850034101956938,0.011094420642478564
2015-04-07,222303273.78456065,0.023904200287420574,1.9254584103019095,0.02146149969140687
2015-04-08,224208156.27170026,0.008568845859578733,1.941620794374465,0.008394044756345309
2015-04-09,221085485.31572285,-0.013927552895057427,1.9264048582520181,-0.00783671876945935
2015-04-10,226537460.4961788,0.02466003217113144,1.9635929406011254,0.019304396056627038
2015-04-13,229344523.2044088,0.012391163483874923,1.9982404384576062,0.017644949286624634
2015-04-14,230205973.1962586,0.0037561393654124142,2.0059742831922325,0.0038703274069440408
2015-04-15,225679044.38805658,-0.01966468873656313,1.9799080942090852,-0.01299427874103476
2015-04-16,232571403.08531293,0.030540534749007975,2.0400364658169123,0.030369274101001542
2015-04-17,236948309.5790716,0.018819624578491734,2.0773655661987007,0.018298251529950127
2015-04-20,233785913.4211833,-0.013346354584703235,2.0438209016747244,-0.016147694498161225
2015-04-21,238773321.13930824,0.021333225963618085,2.0877737817646507,0.02150525031518713
2015-04-22,246436034.40232435,0.03209199933415263,2.1423052742100164,0.026119444990478913
2015-04-23,244839556.0391632,-0.006478266731702043,2.142792509592164,0.0002274350850055562
2015-04-24,241336265.85355484,-0.014308513878566242,2.1255037891816566,-0.008068312882892226
2015-04-27,247304773.08447602,0.02473108303806648,2.172939633886452,0.02231745948712649
2015-04-28,244066685.9797573,-0.013093508323078873,2.143230479059048,-0.013672333259561076
2015-04-29,245411465.8370508,0.005509886988038337,2.157904038132722,0.006846468084998669
2015-04-30,244422028.4957569,-0.004031748630485277,2.146857625572716,-0.005119047170218383
2015-05-04,245952903.21194178,0.006263243642998573,2.163967361557128,0.007969664956169575
2015-05-05,235157913.93704516,-0.04389047306993732,2.077682404791359,-0.03987350192919781
2015-05-06,233608436.30108312,-0.006589094153883535,2.058016716964605,-0.0094652040087565
2015-05-07,229505390.5909924,-0.017563773702087393,2.020394732976479,-0.018280698926301686
2015-05-08,234465315.14492026,0.02161136407801023,2.060311423861788,0.019756877323919175
2015-05-11,240800731.26824057,0.027020696512848774,2.1200307527786655,0.028985583550733995
2015-05-12,244356955.29070422,0.01476832733743727,2.145743492718362,0.012128474978957637
2015-05-13,241978330.92969638,-0.00973421999868207,2.1326428270861286,-0.0061054201849806145
2015-05-14,241444149.4718054,-0.002207559064642761,2.124661748813437,-0.0037423417420516802
2015-05-15,236703540.70253044,-0.019634390726160578,2.0870081261641333,-0.017722172797779323
2015-05-18,234354043.13940072,-0.009925907978209692,2.0678757757686728,-0.00916735788213019
2015-05-19,242404264.9961686,0.034350684754260286,2.138421854540803,0.034115240189371177
2015-05-20,243367713.12601683,0.003974551066019627,2.149132445311444,0.005008642587475132
2015-05-21,248510383.45622662,0.02113127606021803,2.1880285633833116,0.01809852071086815
2015-05-22,253483415.12373397,0.020011363703775764,2.2379087206545765,0.02279684923040315
2015-05-25,260874091.97909883,0.02915645132742606,2.3048742069430586,0.029923242923373117
2015-05-26,265990976.56035477,0.01961438386785419,2.3498115013765073,0.019496636431646674
2015-05-27,265545223.83597487,-0.0016758189700422088,2.341909067775888,-0.0033630074565513812
2015-05-28,248728202.78054422,-0.0633301582777418,2.1848787086725636,-0.06705228706956412
2015-05-29,249978888.31558415,0.005028322164750465,2.187962122194837,0.0014112515765907219
2015-06-01,262972720.79079935,0.05197971941859025,2.2943358208854034,0.04861770576899138
2015-06-02,267237410.8887961,0.01621723380726392,2.333066513957395,0.016881004393264787
2015-06-03,267626233.77434692,0.0014549717580993882,2.3248043035810895,-0.00354135226187402
2015-06-04,270661178.45215356,0.011340236100940704,2.3419009321201565,0.007354007609471358
2015-06-05,272802063.5751145,0.00790983448459115,2.3641094643439065,0.009483121988274723
2015-06-08,280291396.13829637,0.027453357445442306,2.4197930560370406,0.02355372817247603
2015-06-09,277932690.5767257,-0.008415190741020262,2.403390670120403,-0.006778425070572025
2015-06-10,277090822.80149853,-0.0030290347403187923,2.3996170818035663,-0.0015701102462246652
2015-06-11,276363390.8795935,-0.002625247254854579,2.3984771860393956,-0.00047503235946044775
2015-06-12,277590013.0715078,0.004438439505356717,2.4113699856676862,0.005375410574398831
2015-06-15,270723852.819561,-0.024734896533104234,2.3598673978511924,-0.021358227116787032
2015-06-16,262457821.61458558,-0.030533073162506974,2.2892023125149437,-0.029944515272592787
2015-06-17,267661102.67581573,0.0198252085962638,2.322653191007569,0.014612460554382478
2015-06-18,254419089.14727932,-0.04947305901438659,2.228513891406171,-0.04053093245512063
2015-06-19,240637640.14784732,-0.05416829784912136,2.095858680044095,-0.05952631117698437
2015-06-23,249704876.21838152,0.037680040682593674,2.163221412322716,0.032140875203095165
2015-06-24,254882636.74139577,0.020735520272683772,2.205723659797612,0.019647664003686005
2015-06-25,246311147.55762413,-0.033629160830081495,2.1272551698702316,-0.03557494139342021
2015-06-26,227957216.5903743,-0.07451522657112364,1.9598770702418955,-0.07868266205156127
2015-06-29,222131855.11617076,-0.025554626264240432,1.8944997995464823,-0.03335784253414631
2015-06-30,237546197.93481794,0.06939276138753603,2.0217093645465294,0.06714678197933788
2015-07-01,225254009.5866935,-0.05174651690909149,1.9222841486239666,-0.04917878784464347
2015-07-02,216379819.2956982,-0.03939636993489293,1.856735667573491,-0.03409926732080548
2015-07-03,204594579.2957656,-0.05446552288606554,1.7563601166653031,-0.054060226590770144
2015-07-06,209818534.7504787,0.02553320558489114,1.807262247890718,0.028981602771793735
2015-07-07,206193272.37990588,-0.017278084488027146,1.7753820029351637,-0.017640076858110865
2015-07-08,195505465.06230894,-0.05183392840240164,1.6556228906617585,-0.0674554051327616
2015-07-09,205901434.72692832,0.053174828955835585,1.7616525415110533,0.06404215081063191
2015-07-10,215268458.06576726,0.045492754099852206,1.8560848151149634,0.05360436940811897
2015-07-13,219943114.58548048,0.021715473607773372,1.903658287995885,0.025631087811024855
2015-07-14,217958798.95957702,-0.009021949287402076,1.8586126085488566,-0.023662691845000805
2015-07-15,210524332.35898218,-0.034109504347074604,1.7928989736870293,-0.03535628379984701
2015-07-16,211645167.1636291,0.0053240154811924345,1.806728232488114,0.00771335083797009
2015-07-17,219560784.86748913,0.0374004179256322,1.876396609601068,0.03856051832267604
2015-07-20,220875146.45909268,0.005986322158562096,1.880517048040595,0.0021959315095987364
2015-07-21,221180811.39621994,0.0013838810840760551,1.8829548972805663,0.0012963717837661815
2015-07-22,220829533.92153916,-0.001588191455051291,1.8789569908559747,-0.0021232088088597445
2015-07-23,225952734.44759548,0.023199797758376883,1.921282559007233,0.022526097381279975
2015-07-24,221043689.36993703,-0.021725982160206936,1.8875980967989356,-0.017532279180061283
2015-07-27,202641954.5743907,-0.0832493107946154,1.7259935556566988,-0.08561385043579584
2015-07-28,201469852.21096078,-0.0057841051024783985,1.7225409641565606,-0.002000350168645082
2015-07-29,207439638.18196037,0.029631162704922165,1.7764561806802583,0.03129981675071347
2015-07-30,201605419.68025205,-0.028124897212704947,1.7244931599474436,-0.0292509442664195
2015-07-31,201672209.49501956,0.00033128977818863703,1.7250750853226895,0.00033744719246309174
2015-08-03,210725075.03862244,0.044889008586115775,1.7307411627569567,0.003284539602058656
2015-08-04,216733903.72475058,0.0285150150499498,1.7844907282903415,0.031055808164731857
2015-08-05,212013728.1747698,-0.021778667152949738,1.7477647511867886,-0.020580648877194685
2015-08-06,209696340.13272387,-0.010930367868139279,1.7319236351194562,-0.009063643179996528
2015-08-07,213495319.81511042,0.018116575997378037,1.765864325285211,0.01959710548289495
2015-08-10,223961766.11327904,0.04902424234513769,1.8460546815500953,0.045411391530282064
2015-08-11,222066060.44755322,-0.008464416487799054,1.8380566991927167,-0.004332473158738082
2015-08-12,219732340.2622992,-0.010509125890514781,1.8152122298792803,-0.012428598814971159
2015-08-13,223258823.2323054,0.016048993815824142,1.842031328602299,0.014774635318979934
2015-08-14,222670112.42099822,-0.002636898299399504,1.8411621693816402,-0.0004718482292688231
2015-08-17,221961357.46697107,-0.0031829819741910903,1.8431201957257974,0.0010634730480123533
2015-08-18,207129114.42956018,-0.06682353724394574,1.7290131494795666,-0.06190971511833332
2015-08-19,209875271.85527405,0.01325819131355277,1.7564590100805293,0.015873714210458134
