No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,4953668.1534,True,-0.0164102564102562,0.36571422164861733,-0.8907141704587388
4,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1187417.3685,True,0.0739834501162304,1.029818875650057,-0.8558800378307904
18,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1272185.485,True,0.0525291828793774,-0.514856016020262,0.18383645722380992
25,000059.SZ,华锦股份,1997-01-30,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,543829.3843,True,-0.0066371681415927,-0.1943965991447949,0.23285448291717326
26,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1364551.7805,True,0.0074515648286139,-0.3322551345195168,0.06207266073808701
27,000061.SZ,农产品,1997-01-10,L72商务服务业,L72商务服务业,823244.049,True,0.05,0.2148670249873001,-0.2050742969096218
29,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,3569020.823,True,0.2051683633516052,0.1293299619807191,1.0724156459441723
33,000069.SZ,华侨城Ａ,1997-09-10,N78公共设施管理业,N78公共设施管理业,1610073.1547,True,0.1649156666751723,0.8503960220808948,-0.4378143469542304
41,000100.SZ,TCL科技,2004-01-30,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1798955.9819,True,-0.0484581497797356,0.9855516685110377,-1.6539282380635978
46,000157.SZ,中联重科,2000-10-12,C35专用设备制造业,C35专用设备制造业,3406815.1339,True,-0.0234903750336018,0.5837111108048703,-0.6074002265534687
50,000338.SZ,潍柴动力,2007-04-30,C36汽车制造业,C36汽车制造业,1537487.8186,True,0.0347058823529411,0.3165569698002579,-0.5764520968108152
63,000422.SZ,湖北宜化,1996-08-15,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,589764.8097,True,-0.0519287833827892,0.5512429137033887,-0.8995257773459192
64,000423.SZ,东阿阿胶,1996-07-29,C27医药制造业,C27医药制造业,2528840.2988,True,0.0800611932687402,0.7744125766387977,-0.5854103193922098
65,000425.SZ,徐工机械,1996-08-28,C35专用设备制造业,C35专用设备制造业,1612756.2111,True,-0.0373230373230373,-0.6743189924636555,0.119931340592459
82,000527.SZ,美的电器(退),1993-11-12,C38电气机械和器材制造业,C38电气机械和器材制造业,4203359.7813,True,0.0968006562756356,0.08967711346125529,0.6888769723788932
83,000528.SZ,柳工,1993-11-18,C35专用设备制造业,C35专用设备制造业,721647.0508,True,-0.0497667185069984,-0.4653943166658518,0.051721382885731526
90,000538.SZ,云南白药,1993-12-15,C27医药制造业,C27医药制造业,5832339.9711,True,0.1833162859415844,-0.5425197142509532,0.07376157948992398
101,000559.SZ,万向钱潮,1994-01-10,C36汽车制造业,C36汽车制造业,834860.7257,True,-0.0180180180180179,-0.12894956142650194,0.07038656751147025
104,000562.SZ,宏源证券(退),1994-02-02,J67资本市场服务,J67资本市场服务,2568732.0624,True,0.0333333333333334,-0.5407912246468832,-0.2233442442539645
109,000568.SZ,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,3322690.7624,True,-0.0315162664403902,0.416614781477068,0.3761345286360633
113,000581.SZ,威孚高科,1998-09-24,C36汽车制造业,C36汽车制造业,1365743.7541,True,-0.0591733275349712,-0.33128174695532275,-0.7725752105993016
123,000596.SZ,古井贡酒,1996-09-27,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,800954.9208,True,-0.0141948115516397,-1.495037627873725,0.1500032413594158
138,000623.SZ,吉林敖东,1996-10-28,C27医药制造业,C27医药制造业,1100198.7504,True,0.0983870967741935,0.09695038079780549,-0.9881759572395894
139,000625.SZ,长安汽车,1997-06-10,C36汽车制造业,C36汽车制造业,3147010.1472,True,-0.0502793296089384,-0.30054790700232337,0.050081953292388175
141,000630.SZ,铜陵有色,1996-11-20,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1532461.8019,True,-0.0402193784277878,0.1502475735754462,-0.05026781831561397
149,000651.SZ,格力电器,1996-11-18,C38电气机械和器材制造业,C38电气机械和器材制造业,7483446.1794,True,0.0852261821507909,0.7987407883149468,-0.14738725451053714
164,000686.SZ,东北证券,1997-02-27,J67资本市场服务,J67资本市场服务,1038243.4156,True,0.0729746444032157,-0.8167073101596484,0.402948965596375
172,000703.SZ,恒逸石化,1997-03-28,C28化学纤维制造业,C28化学纤维制造业,226740.8199,True,-0.1941638608305275,0.1900885748927179,2.009890803802724
176,000709.SZ,河钢股份,1997-04-16,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,941536.213,True,-0.0161290322580645,1.164718054940837,-0.14056491779168226
186,000725.SZ,京东方Ａ,2001-01-12,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,2572682.7997,True,-0.066964285714286,0.7978338904105335,-0.26146893298566565
189,000728.SZ,国元证券,1997-06-16,J67资本市场服务,J67资本市场服务,1661628.6,True,0.0047732696897375,-0.9808220322809018,0.24887771649436527
190,000729.SZ,燕京啤酒,1997-07-16,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1426423.504,True,0.0329289428076258,0.016733843158735384,0.5526483037052594
197,000750.SZ,国海证券,1997-07-09,J67资本市场服务,J67资本市场服务,474754.184,True,0.2130518234165068,0.8338762022167341,1.8647311087039635
207,000768.SZ,中航西飞,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,2082296.7681,True,-0.0163934426229507,-0.07606622162493526,0.026219387010522094
208,000776.SZ,广发证券,1997-06-11,J67资本市场服务,J67资本市场服务,6558574.9421,True,0.0797409392596013,-0.4349486470516755,0.41371257929169913
210,000778.SZ,新兴铸管,1997-06-06,C33金属制品业,C33金属制品业,940821.2465,True,-0.0551020408163266,-0.13917621938798597,0.14926264628989183
213,000783.SZ,长江证券,1997-07-31,J67资本市场服务,J67资本市场服务,1875606.1714,True,0.0473312291205694,-0.29404105146657383,0.13696985618538304
218,000792.SZ,盐湖股份,1997-09-04,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,977583.1233,True,-0.0432208407341623,0.3745695309501582,-0.8217063906165951
221,000800.SZ,一汽解放,1997-06-18,C36汽车制造业,C36汽车制造业,1736456.0424,True,-0.038647342995169,-0.1461257925307271,0.608097804365598
226,000807.SZ,云铝股份,1998-04-08,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,572544.578,True,-0.0531914893617021,-1.001677962789487,0.2966574493933935
236,000825.SZ,太钢不锈,1998-10-21,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,1463855.8843,True,-0.0162444743749136,0.070417265469018,0.08187601261775385
245,000839.SZ,国安股份,1997-10-31,I63电信、广播电视和卫星传输服务,I63电信、广播电视和卫星传输服务,1011103.8582,True,0.0252600297176819,-0.8653683514866296,0.06187305816277659
250,000858.SZ,五粮液,1998-04-27,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,7606265.3704,True,-0.0510766149223835,0.7467198883136139,0.3683685505048063
255,000869.SZ,张裕Ａ,2000-10-26,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1548115.1712,True,-0.0223345633715758,-0.8831293137758995,0.1038797512962014
257,000876.SZ,新希望,1998-03-11,C13农副食品加工业,C13农副食品加工业,1058017.461,True,-0.0433228164643934,0.37330773044624,-0.09050058843451644
258,000878.SZ,云南铜业,1998-06-02,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1373893.1813,True,-0.0766839378238342,-0.7426048066586597,0.3597198631564249
261,000883.SZ,湖北能源,1998-05-19,D44电力、热力生产和供应业,D44电力、热力生产和供应业,200538.957,True,0.075438726948245,-0.4702673796687773,-0.1479308570092721
268,000895.SZ,双汇发展,1998-12-10,C13农副食品加工业,C13农副食品加工业,4657560.866,True,-0.0111111111111111,0.2234065566815096,0.30741941677262713
269,000898.SZ,鞍钢股份,1997-12-25,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,1611010.8285,True,0.0888030888030888,0.1063781037003109,0.004723358908442221
292,000933.SZ,神火股份,1999-08-31,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,747674.6248,True,-0.0065217391304346,-0.6259773588697463,-0.11842037186978543
304,000960.SZ,锡业股份,2000-02-21,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1105954.877,True,-0.1077795786061588,-0.4897213849155933,-0.12207358116023426
309,000968.SZ,蓝焰控股,2000-06-22,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,374007.816,True,-0.0263888888888887,-0.5703739018069214,-0.6079147173953707
310,000969.SZ,安泰科技,2000-05-29,C33金属制品业,C33金属制品业,668142.2127,True,-0.003875968992248,-0.5243412135873393,-0.38816485462292355
311,000970.SZ,中科三环,2000-04-20,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1389020.8,True,0.0626415094339623,1.0344260974631734,-0.7953649744616218
327,002001.SZ,新和成,2004-06-25,C27医药制造业,C27医药制造业,1045799.3577,True,0.0784982935153586,-0.21416107592403733,-0.1031089422117169
331,002007.SZ,华兰生物,2004-06-25,C27医药制造业,C27医药制造业,1300879.2242,True,0.235164835164835,0.20280749922654745,-0.0818078887635933
359,002038.SZ,双鹭药业,2004-09-09,C27医药制造业,C27医药制造业,2197669.6411,True,-0.1046913580246913,-0.5446303592267674,0.4000224505085743
386,002073.SZ,软控股份,2006-10-18,C35专用设备制造业,C35专用设备制造业,515699.3004,True,0.0468571428571429,0.5278610578448546,-0.6388607946713982
399,002092.SZ,中泰化学,2006-12-08,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,488133.551,True,0.0326923076923075,0.0387389824864144,-1.3589898808348728
412,002106.SZ,莱宝高科,2007-01-12,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,888581.064,True,-0.0218088518280948,-0.16728456371376965,-2.4769848152287497
