No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,6630839.0924,True,0.1024340770791074,0.9487283807421353,-0.292176387263384
9,000027.SZ,深圳能源,1993-09-03,D44电力、热力生产和供应业,D44电力、热力生产和供应业,538592.686,True,0.1021505376344085,0.7139097941401741,0.16225434826365215
15,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1657215.005,True,0.1027394909144956,-0.050028387825757914,0.40298782715178083
23,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1401487.7098,True,0.1717877094972066,-0.4994925513075562,1.5725426137724865
24,000061.SZ,农产品,1997-01-10,L72商务服务业,L72商务服务业,1482058.6725,True,0.0314192849404113,-0.005545360359035328,-0.34353351021617784
26,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,3674557.9148,True,0.0508337630867981,0.688516943015929,-0.2540072461162838
30,000069.SZ,华侨城Ａ,1997-09-10,N78公共设施管理业,N78公共设施管理业,1468678.8363,True,0.2012987012987013,0.6467535019754981,-0.14887035169972496
38,000100.SZ,TCL科技,2004-01-30,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1855417.2855,True,0.0611353711790392,1.2869515221893983,-0.2781820158031576
42,000156.SZ,华数传媒,2000-09-06,R87广播、电视、电影和录音制作业,R87广播、电视、电影和录音制作业,197504.9473,True,-0.019,0.5300806718014814,-1.012435673672466
43,000157.SZ,中联重科,2000-10-12,C35专用设备制造业,C35专用设备制造业,2773839.6793,True,0.0701357466063348,0.16831897091206793,0.09416247382847914
46,000333.SZ,美的集团,2013-09-18,C38电气机械和器材制造业,C38电气机械和器材制造业,3314916.0791,True,0.131815775542615,1.05290149706496,0.6198845994765898
47,000338.SZ,潍柴动力,2007-04-30,C36汽车制造业,C36汽车制造业,1727496.4823,True,0.1661016949152542,0.5779443712441579,0.01777797667948744
48,000400.SZ,许继电气,1997-04-18,C38电气机械和器材制造业,C38电气机械和器材制造业,1191637.4545,True,0.147778332501248,0.8785508323507544,-0.10861707317504363
61,000423.SZ,东阿阿胶,1996-07-29,C27医药制造业,C27医药制造业,2178411.55,True,0.1129807692307691,0.8026663387466673,0.4477122537517101
62,000425.SZ,徐工机械,1996-08-28,C35专用设备制造业,C35专用设备制造业,1408100.461,True,0.175293030976509,-0.5827454688937206,-0.1506305264390161
67,000503.SZ,国新健康,1992-11-30,I64互联网和相关服务,I64互联网和相关服务,1751035.6071,True,-0.0025920165889061,-0.1566947614864842,-0.7526718648373247
84,000538.SZ,云南白药,1993-12-15,C27医药制造业,C27医药制造业,5435926.9078,True,0.0482651676681527,0.028881637453497783,0.22268689759784369
100,000568.SZ,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,2293616.8317,True,0.1747868453105965,0.20355546655186602,0.21180944084775832
104,000581.SZ,威孚高科,1998-09-24,C36汽车制造业,C36汽车制造业,1654721.8813,True,-0.0469671755478571,0.7105093400806312,-0.05285195340686611
114,000598.SZ,兴蓉环境,1996-05-29,D46水的生产和供应业,D46水的生产和供应业,825454.3232,True,0.0166666666666666,1.2116374772671943,0.3667659024438592
126,000623.SZ,吉林敖东,1996-10-28,C27医药制造业,C27医药制造业,1198894.0009,True,0.0929632020658488,0.7059177301175782,0.09963976204755678
127,000625.SZ,长安汽车,1997-06-10,C36汽车制造业,C36汽车制造业,4170042.5105,True,0.094507269789984,0.3921316262392125,0.04650038782367222
130,000630.SZ,铜陵有色,1996-11-20,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1273734.4847,True,0.1617486338797815,-0.39088723938181097,-0.8496720902130779
138,000651.SZ,格力电器,1996-11-18,C38电气机械和器材制造业,C38电气机械和器材制造业,8794393.056,True,0.0685512367491163,0.857554933373895,0.46460975243021885
154,000686.SZ,东北证券,1997-02-27,J67资本市场服务,J67资本市场服务,1211358.2757,True,0.1703910614525139,-0.012781638197116335,-0.28847960595130007
164,000709.SZ,河钢股份,1997-04-16,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,946624.7771,True,0.0880211590701849,1.2814977144067772,0.1438110273393617
174,000725.SZ,京东方Ａ,2001-01-12,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,2497190.2607,True,0.0550458715596327,0.7806849051374887,-0.1862959102298123
177,000728.SZ,国元证券,1997-06-16,J67资本市场服务,J67资本市场服务,1854110.4,True,0.1647183846971307,-0.44502674153767974,-0.2386228265491197
178,000729.SZ,燕京啤酒,1997-07-16,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1624581.3844,True,0.0154320987654321,-0.382224024335353,0.10848311440977122
185,000750.SZ,国海证券,1997-07-09,J67资本市场服务,J67资本市场服务,554408.5006,True,0.0750913869133345,0.735246993021325,-0.48676543782210313
194,000768.SZ,中航西飞,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,2463811.7061,True,0.1288167938931299,0.20988290680050725,0.3516985097567171
195,000776.SZ,广发证券,1997-06-11,J67资本市场服务,J67资本市场服务,5800905.6347,True,0.1051232190989601,-0.6778120363991956,0.09800516174513248
197,000778.SZ,新兴铸管,1997-06-06,C33金属制品业,C33金属制品业,1351209.0726,True,0.132791327913279,0.048691437965685064,0.12123518480076059
200,000783.SZ,长江证券,1997-07-31,J67资本市场服务,J67资本市场服务,2276336.1878,True,0.3204721530259529,0.21373003251455863,0.05402593918204006
204,000792.SZ,盐湖股份,1997-09-04,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,869771.6356,True,0.0926756858159987,0.21933960765086732,-0.15538461362671704
207,000800.SZ,一汽解放,1997-06-18,C36汽车制造业,C36汽车制造业,1355282.3818,True,0.1575619679100723,0.25003732546778173,-0.3422252782693478
219,000826.SZ,启迪环境,1998-02-25,N77生态保护和环境治理业,N77生态保护和环境治理业,1858237.894,True,-0.0586446568201562,-0.25171867732284897,-0.6205537737788843
223,000831.SZ,中国稀土,1998-09-11,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1532079.0224,True,0.2542290961817302,0.2151144733457221,-0.057319829754860774
226,000839.SZ,国安股份,1997-10-31,I63电信、广播电视和卫星传输服务,I63电信、广播电视和卫星传输服务,1191378.1896,True,0.0648854961832059,-0.7986437850091942,1.4772142293524104
230,000858.SZ,五粮液,1998-04-27,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,6805493.0134,True,0.1399176954732508,0.18110426611807579,0.641938421920592
235,000869.SZ,张裕Ａ,2000-10-26,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1093293.9888,True,0.1504498354102577,-1.0782300223832202,-0.16453927649249678
237,000876.SZ,新希望,1998-03-11,C13农副食品加工业,C13农副食品加工业,1212692.0949,True,0.1843478260869564,0.04373093675914286,-0.19918417926363927
240,000883.SZ,湖北能源,1998-05-19,D44电力、热力生产和供应业,D44电力、热力生产和供应业,1408762.903,True,0.0891840607210625,-0.2240312980773616,-0.02314684908144904
244,000895.SZ,双汇发展,1998-12-10,C13农副食品加工业,C13农副食品加工业,4336778.406,True,0.0925072046109509,0.19327052150874852,0.23809121469717676
257,000917.SZ,电广传媒,1999-03-25,I63电信、广播电视和卫星传输服务,I63电信、广播电视和卫星传输服务,1066843.0169,True,0.0856142315049597,0.7168365423570638,0.2282706596063923
283,000970.SZ,中科三环,2000-04-20,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1265457.6,True,0.1176961602671118,0.3952516397068188,-0.33817466672843083
297,000999.SZ,华润三九,2000-03-09,C27医药制造业,C27医药制造业,1798068.1228,True,0.1237056634729363,0.2602106376642768,-0.009846453730922439
300,002001.SZ,新和成,2004-06-25,C27医药制造业,C27医药制造业,1329462.905,True,0.1472440944881889,-0.09382674392500154,-0.21330455135705487
304,002007.SZ,华兰生物,2004-06-25,C27医药制造业,C27医药制造业,1503677.3943,True,0.0600230858022317,0.41647178090401904,0.17902596764033346
305,002008.SZ,大族激光,2004-06-25,C35专用设备制造业,C35专用设备制造业,1657954.0168,True,-0.0092165898617512,0.9770704914093536,0.994307673803867
