No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,17393459.981,True,0.084396467124632,0.024770698855720474,0.7866244756369852
26,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,1644950.2069,True,0.0065934065934067,-0.09210365685619087,0.20913691298935022
29,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,6555743.3708,True,0.0082644628099175,0.5175225019199798,1.9908086923506738
40,000100.SZ,TCL科技,2004-01-30,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,3342460.1968,True,0.0035714285714285,0.4484770700031367,0.06933304912946776
45,000157.SZ,中联重科,2000-10-12,C35专用设备制造业,C35专用设备制造业,2409383.4611,True,-0.0234986945169713,0.6566363565352038,-0.0770592263620348
48,000166.SZ,申万宏源,2015-01-26,J67资本市场服务,J67资本市场服务,8932541.1601,True,0.0158013544018058,-0.8317136781203582,0.07283420934117887
50,000333.SZ,美的集团,2013-09-18,C38电气机械和器材制造业,C38电气机械和器材制造业,26958005.8925,True,-0.0342679127725856,0.8183402218441442,-0.22536980312452246
51,000338.SZ,潍柴动力,2007-04-30,C36汽车制造业,C36汽车制造业,3448238.9288,True,0.0555555555555555,1.1038872748209314,0.5430877738547869
60,000415.SZ,渤海租赁,1996-07-16,L71租赁业,L71租赁业,1259496.6996,True,0.1076487252124644,-0.25425752653877165,-0.5039682661561552
67,000423.SZ,东阿阿胶,1996-07-29,C27医药制造业,C27医药制造业,3060099.0248,True,0.0239430543572047,0.7974619758543393,0.1243744783729911
68,000425.SZ,徐工机械,1996-08-28,C35专用设备制造业,C35专用设备制造业,2860367.2498,True,-0.0246913580246912,1.135256790748751,-0.059202623970980514
73,000503.SZ,国新健康,1992-11-30,I64互联网和相关服务,I64互联网和相关服务,1776971.4973,True,0.0463783220427307,-0.8787082540249123,-1.145969536609694
93,000538.SZ,云南白药,1993-12-15,C27医药制造业,C27医药制造业,8289483.7428,True,-0.0996153846153845,0.20196600514194243,-0.36278981627588874
105,000559.SZ,万向钱潮,1994-01-10,C36汽车制造业,C36汽车制造业,1679421.1181,True,-0.0148760330578512,-0.7544250863533356,0.1419241635013379
112,000568.SZ,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,6040235.3799,True,0.1012980992118683,0.16808811989671824,-0.872579862310436
141,000623.SZ,吉林敖东,1996-10-28,C27医药制造业,C27医药制造业,1835092.7584,True,0.0030543677458767,0.40817141363391246,-0.058200507098383085
142,000625.SZ,长安汽车,1997-06-10,C36汽车制造业,C36汽车制造业,2628855.8651,True,0.0429799426934098,0.15446942635488856,-0.062103328653351095
146,000630.SZ,铜陵有色,1996-11-20,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,2036399.1026,True,0.0379146919431281,0.017817712333592584,0.10209614513955509
154,000651.SZ,格力电器,1996-11-18,C38电气机械和器材制造业,C38电气机械和器材制造业,23252432.4319,True,0.045241809672387,1.462473134958084,-0.8769400767038998
185,000709.SZ,河钢股份,1997-04-16,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,3047048.8268,True,0.1126279863481229,0.1563671346173911,0.07279956641403634
