No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,7142324.9456,True,-0.1274934952298351,0.01329755101762653,1.4872493530625897
4,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,983381.4698,True,0.0826086956521741,0.9292878965203903,-0.3154450186246991
19,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1661353.5521,True,-0.0645161290322581,0.02402900392816365,-0.13911306203613977
26,000059.SZ,华锦股份,1997-01-30,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,882372.1797,True,-0.1234735413839891,-0.33189772339061246,-0.36612726004707363
27,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,2123094.16,True,-0.1105626850937807,-0.0650142101141733,0.26904459531587255
28,000061.SZ,农产品,1997-01-10,L72商务服务业,L72商务服务业,815025.3064,True,-0.0505050505050506,0.28442854389484484,0.05631206446929882
30,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,2743247.3776,True,0.1301715438950554,-0.13304258814718783,-0.7705605537565676
34,000069.SZ,华侨城Ａ,1997-09-10,N78公共设施管理业,N78公共设施管理业,2067869.5835,True,-0.1061538461538461,0.9947222672537176,0.08729118329941307
42,000100.SZ,TCL科技,2004-01-30,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1941604.4739,True,0.0826446280991735,1.342203215613584,0.42879556246188316
47,000157.SZ,中联重科,2000-10-12,C35专用设备制造业,C35专用设备制造业,5885069.2368,True,-0.1410256410256409,0.5918199772391841,-0.1138427960888195
51,000338.SZ,潍柴动力,2007-04-30,C36汽车制造业,C36汽车制造业,2119762.6901,True,-0.1495029821073558,0.6376388049419618,-0.17326096684618938
66,000422.SZ,湖北宜化,1996-08-15,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,1056334.3036,True,-0.1438071487946799,1.1594732139710398,0.16328489358537196
67,000423.SZ,东阿阿胶,1996-07-29,C27医药制造业,C27医药制造业,3112016.5,True,0.062831497348021,0.5879667067731708,0.06465413107189333
68,000425.SZ,徐工机械,1996-08-28,C35专用设备制造业,C35专用设备制造业,2529048.275,True,-0.1336065573770491,-0.1806478652248196,-0.4106485630997107
85,000528.SZ,柳工,1993-11-18,C35专用设备制造业,C35专用设备制造业,1093572.8385,True,-0.1321138211382114,-0.2634059206558832,-0.6486450477461354
92,000538.SZ,云南白药,1993-12-15,C27医药制造业,C27医药制造业,5272779.6787,True,0.1112555237847674,-0.20378428074299296,0.12533565469483496
104,000559.SZ,万向钱潮,1994-01-10,C36汽车制造业,C36汽车制造业,820548.8275,True,-0.1141199226305609,0.051202570062613556,0.38153995633818466
107,000562.SZ,宏源证券(退),1994-02-02,J67资本市场服务,J67资本市场服务,2977858.8983,True,-0.1535044422507405,-0.7892865489833918,-0.7349709482188095
112,000568.SZ,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,4436309.1551,True,-0.1998744901160966,0.19613388447573726,-0.04719859939083802
116,000581.SZ,威孚高科,1998-09-24,C36汽车制造业,C36汽车制造业,1752989.8625,True,-0.1644839067702551,-0.1381542446438414,0.47769933320764835
126,000596.SZ,古井贡酒,1996-09-27,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1277001.4039,True,-0.2154031287605295,-1.7013990701230757,-0.32005876197793726
140,000623.SZ,吉林敖东,1996-10-28,C27医药制造业,C27医药制造业,1595967.3231,True,-0.1577451444812885,0.4962610409826096,0.9289909285603133
141,000625.SZ,长安汽车,1997-06-10,C36汽车制造业,C36汽车制造业,2943758.6845,True,0.0677382319173365,-0.37903126369226847,-0.13849555502449834
143,000630.SZ,铜陵有色,1996-11-20,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,2554576.8628,True,-0.0670800450958285,0.6579445231749835,-0.20441053307235116
151,000651.SZ,格力电器,1996-11-18,C38电气机械和器材制造业,C38电气机械和器材制造业,8612345.7158,True,-0.0367498314227916,0.716403671596187,0.40330124642025633
166,000686.SZ,东北证券,1997-02-27,J67资本市场服务,J67资本市场服务,1235151.6495,True,-0.0713541666666667,-1.8902298020406012,-0.7811090645957071
174,000703.SZ,恒逸石化,1997-03-28,C28化学纤维制造业,C28化学纤维制造业,311106.452,True,-0.1660988074957412,0.36469422038326965,0.07270365318341594
178,000709.SZ,河钢股份,1997-04-16,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,1328329.468,True,-0.0852713178294574,0.6756919595130364,0.10665937439043986
187,000725.SZ,京东方Ａ,2001-01-12,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,2619037.4448,True,0.0526315789473683,-0.00148907567117193,-0.23187747394067681
190,000728.SZ,国元证券,1997-06-16,J67资本市场服务,J67资本市场服务,2264607.3,True,-0.136759581881533,-1.2525943299460198,-0.957348833263584
191,000729.SZ,燕京啤酒,1997-07-16,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1312513.5838,True,0.0406091370558374,-0.23586642504665634,-0.009406498998079882
198,000750.SZ,国海证券,1997-07-09,J67资本市场服务,J67资本市场服务,646346.5392,True,-0.1717967072297781,1.0292893951759825,0.8994523699783299
209,000768.SZ,中航西飞,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,2660233.2935,True,-0.100086281276963,0.1171134482838756,0.07833207531037627
210,000776.SZ,广发证券,1997-06-11,J67资本市场服务,J67资本市场服务,9541897.84,True,-0.1899441340782121,0.6685727510321786,0.012941092694614395
212,000778.SZ,新兴铸管,1997-06-06,C33金属制品业,C33金属制品业,843941.3917,True,-0.0447999999999999,0.33535832810590493,-0.04957945833891281
215,000783.SZ,长江证券,1997-07-31,J67资本市场服务,J67资本市场服务,2482629.1549,True,-0.1634615384615384,-0.593199532432152,-0.44976902713453426
