No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,17163095.3579,True,-0.1120689655172414,0.09936927643773767,-0.14585263235672646
2,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,2429650.2401,True,-0.271117166212534,0.5279329527418709,-0.40946866990784014
11,000027.SZ,深圳能源,1993-09-03,D44电力、热力生产和供应业,D44电力、热力生产和供应业,1775343.3293,True,-0.0215827338129493,0.33414089539587855,-0.48216197962263463
16,000039.SZ,中集集团,1994-04-08,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,4010091.8867,True,-0.2452948682710541,0.29109400029179977,1.9721728738098847
24,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,3832377.7672,True,-0.1954572624028691,0.11942786553411372,-0.26036872160732155
25,000061.SZ,农产品,1997-01-10,L72商务服务业,L72商务服务业,3275989.8348,True,-0.156232988568318,0.2953174739269892,-0.5564580430692474
27,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,6669622.0922,True,0.0344768917600635,0.6070655881690586,-0.21318276969120406
29,000069.SZ,华侨城Ａ,1997-09-10,N78公共设施管理业,N78公共设施管理业,4039978.3694,True,-0.1903708076547581,1.426753161441373,1.3438217361646294
37,000100.SZ,TCL科技,2004-01-30,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,5072321.1395,True,-0.0782442748091603,1.5917079482245042,-0.39693626177143426
41,000156.SZ,华数传媒,2000-09-06,R87广播、电视、电影和录音制作业,R87广播、电视、电影和录音制作业,423376.4068,True,-0.0604886769964244,0.27250307535583906,-0.6566442863606811
42,000157.SZ,中联重科,2000-10-12,C35专用设备制造业,C35专用设备制造业,5077666.9393,True,-0.2108036890645583,0.9603518151549509,0.04241843970418008
45,000166.SZ,申万宏源,2015-01-26,J67资本市场服务,J67资本市场服务,5288855.7459,True,-0.1212723658051689,0.5487414766438261,-0.34717160994216417
47,000333.SZ,美的集团,2013-09-18,C38电气机械和器材制造业,C38电气机械和器材制造业,8439367.5416,True,-0.0688202247191012,-0.2986176917707595,0.27882948716222766
48,000338.SZ,潍柴动力,2007-04-30,C36汽车制造业,C36汽车制造业,3311904.7522,True,-0.2513333333333333,1.3280982878697538,0.25058236189600835
49,000400.SZ,许继电气,1997-04-18,C38电气机械和器材制造业,C38电气机械和器材制造业,1855547.0311,True,-0.193121901447222,1.234461969624219,-0.12317665123743252
62,000423.SZ,东阿阿胶,1996-07-29,C27医药制造业,C27医药制造业,3562772.0053,True,-0.1113026819923371,0.8890567906386894,0.35909912850178977
63,000425.SZ,徐工机械,1996-08-28,C35专用设备制造业,C35专用设备制造业,3127078.1367,True,-0.095980311730927,0.434952435952464,-0.38666840042966044
67,000503.SZ,国新健康,1992-11-30,I64互联网和相关服务,I64互联网和相关服务,4400038.1922,True,-0.1899365367180416,-1.0724014335086265,-0.02820612118197502
84,000538.SZ,云南白药,1993-12-15,C27医药制造业,C27医药制造业,8983858.5121,True,-0.0855086351107929,-0.1890174533572843,0.5212582414752058
95,000559.SZ,万向钱潮,1994-01-10,C36汽车制造业,C36汽车制造业,5005723.8308,True,-0.0973630831643003,0.43630885382297857,0.033540353077138624
100,000568.SZ,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,4566906.7092,True,-0.1933701657458563,0.628873838798874,1.3951011322403097
104,000581.SZ,威孚高科,1998-09-24,C36汽车制造业,C36汽车制造业,2627240.0574,True,-0.151484480431849,0.22654570275593616,-0.4842914060242174
114,000598.SZ,兴蓉环境,1996-05-29,D46水的生产和供应业,D46水的生产和供应业,1656100.1831,True,-0.1816143497757848,2.0510311916434256,0.3699743555572506
125,000623.SZ,吉林敖东,1996-10-28,C27医药制造业,C27医药制造业,2651176.8091,True,-0.0979133226324238,1.2448863298359052,-0.49579711719173425
126,000625.SZ,长安汽车,1997-06-10,C36汽车制造业,C36汽车制造业,7164601.4435,True,-0.1828376401755242,-0.26232375503265315,0.01485352507468779
135,000651.SZ,格力电器,1996-11-18,C38电气机械和器材制造业,C38电气机械和器材制造业,19084314.8414,True,-0.2267116397290003,0.3665781597741939,0.9839228867579566
149,000686.SZ,东北证券,1997-02-27,J67资本市场服务,J67资本市场服务,3289420.5895,True,-0.1529477196885428,0.059043443897844036,-0.06024848621157122
158,000712.SZ,锦龙股份,1997-04-15,J67资本市场服务,J67资本市场服务,2077906.297,True,-0.3068932351045268,0.3487051379020365,-0.3329428887266267
164,000725.SZ,京东方Ａ,2001-01-12,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,12120368.0571,True,-0.2479674796747968,2.103890585325831,1.391837219881618
167,000728.SZ,国元证券,1997-06-16,J67资本市场服务,J67资本市场服务,7459651.8,True,-0.3414277355178466,0.0020521334472764566,0.7858201451969193
168,000729.SZ,燕京啤酒,1997-07-16,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,2609713.1518,True,-0.0553191489361701,-0.1264393351041935,-0.35323155203053946
171,000738.SZ,航发控制,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,3798950.0293,True,0.1501095731542003,-0.4369793965007116,0.16664401666252732
173,000750.SZ,国海证券,1997-07-09,J67资本市场服务,J67资本市场服务,3390590.9285,True,-0.1157407407407407,0.26877468112140107,-0.11172382108160761
182,000768.SZ,中航西飞,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,10797461.1615,True,-0.1615925058548009,0.1851274365967059,0.7639592163871776
183,000776.SZ,广发证券,1997-06-11,J67资本市场服务,J67资本市场服务,13407195.166,True,-0.1177861873226111,-1.0169642373578485,-0.29168138052252446
186,000783.SZ,长江证券,1997-07-31,J67资本市场服务,J67资本市场服务,6615602.0459,True,-0.1485371342835709,0.024287918691531123,-0.1689605352014907
