No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,金融保险业-银行业,金融保险业-银行业,5142473.9608,True,-0.064958283671037,0.5614414151602669,0.0342353286283561
2,000002.SZ,万科Ａ,1991-01-29,房地产业-房地产开发与经营业,房地产业-房地产开发与经营业,8676321.8727,True,0.0032537960954448,0.9257355506913221,-0.4157586727609121
6,000009.SZ,中国宝安,1991-06-25,综合类,综合类,1200334.7113,True,-0.0052173913043478,0.41365986147730927,-1.0771332195226688
9,000012.SZ,南玻Ａ,1992-02-28,制造业-非金属矿物制品业-金属非金属-玻璃及玻璃制品业,制造业-非金属矿物制品业-金属非金属-玻璃及玻璃制品业,1251137.2185,True,0.0081944904875235,0.6730164316466989,0.1052308931367848
15,000021.SZ,深科技,1994-02-02,信息技术业-计算机及相关设备制造业,信息技术业-计算机及相关设备制造业,825002.054,True,-0.0444444444444445,-0.8022840806731353,0.2925428610692549
16,000024.SZ,招商地产(退),1993-06-07,房地产业-房地产开发与经营业,房地产业-房地产开发与经营业,1561540.4147,True,0.0758044535697468,1.2849468058230447,-0.09875355957988424
19,000027.SZ,深圳能源,1993-09-03,电力煤气及水的生产和供应业-电力蒸汽热水的生产和供应业,电力煤气及水的生产和供应业-电力蒸汽热水的生产和供应业,1641299.5212,True,0.0332805071315371,-0.5825766893156736,-0.029207913700149468
28,000039.SZ,中集集团,1994-04-08,制造业-金属制品业-金属非金属-集装箱和金属包装物品制造业,制造业-金属制品业-金属非金属-集装箱和金属包装物品制造业,1908893.9998,True,-0.0547169811320755,0.4842166927637938,-0.5485161364809042
36,000059.SZ,华锦股份,1997-01-30,制造业-石油加工及炼焦业-石油化学塑胶塑料,制造业-石油加工及炼焦业-石油化学塑胶塑料,1106866.8704,True,-0.0930713547052739,-0.14149312126314773,0.2779322517734159
37,000060.SZ,中金岭南,1997-01-23,制造业-有色金属冶炼及压延加工业-金属非金属,制造业-有色金属冶炼及压延加工业-金属非金属,1947700.7626,True,-0.0543259557344064,-0.44406406397214343,-0.2887599483893581
38,000061.SZ,农产品,1997-01-10,批发和零售贸易-食品饮料烟草和家庭用品批发业,批发和零售贸易-食品饮料烟草和家庭用品批发业,903828.0181,False,0.0420521625378136,-0.2175358542130654,-0.25182361215530336
40,000063.SZ,中兴通讯,1997-11-18,信息技术业-通信及相关设备制造业,信息技术业-通信及相关设备制造业,4697887.5612,True,-0.0980507974010632,0.5485544525687736,-0.002407692540305678
43,000069.SZ,华侨城Ａ,1997-09-10,房地产业-房地产开发与经营业,房地产业-房地产开发与经营业,1799753.0958,True,0.0434170825337376,1.117789536566859,-0.29658541196043314
50,000100.SZ,TCL科技,2004-01-30,制造业-日用电子器具制造业-电子,制造业-日用电子器具制造业-电子,1668759.8781,True,0.0426561807310119,1.3813847620287676,0.3278705230479546
54,000157.SZ,中联重科,2000-10-12,制造业-专用设备制造业-机械设备仪表,制造业-专用设备制造业-机械设备仪表,6217594.4708,True,0.0595703125,0.37339718930955834,-0.06886131686244013
58,000338.SZ,潍柴动力,2007-04-30,制造业-交通运输设备制造业-机械设备仪表,制造业-交通运输设备制造业-机械设备仪表,2288945.6289,True,-0.0194117647058822,1.0711966401749058,-0.03525989267356386
60,000401.SZ,金隅冀东,1996-06-14,制造业-非金属矿物制品业-金属非金属-水泥制造业,制造业-非金属矿物制品业-金属非金属-水泥制造业,2286295.9239,True,-0.0208008320332815,-1.139310849098798,-0.6505880521742132
61,000402.SZ,金融街,1996-06-26,房地产业-房地产开发与经营业,房地产业-房地产开发与经营业,2036899.9217,True,0.0335766423357668,1.0177971444029723,0.09928534460980803
74,000422.SZ,湖北宜化,1996-08-15,制造业-化学原料及化学制品制造业-石油化学塑胶塑料-化学肥料制造业,制造业-化学原料及化学制品制造业-石油化学塑胶塑料-化学肥料制造业,1083643.1434,True,-0.0018001852617841,0.9464912002539142,0.6334417187426442
75,000423.SZ,东阿阿胶,1996-07-29,制造业-医药制造业-医药生物制品-中药材及中成药加工业,制造业-医药制造业-医药生物制品-中药材及中成药加工业,2537332.7816,True,-0.0170426065162907,1.1456241753765175,-0.4585471301396431
76,000425.SZ,徐工机械,1996-08-28,制造业-专用设备制造业-机械设备仪表,制造业-专用设备制造业-机械设备仪表,1578696.6949,True,-0.0211810012836971,0.7812937050670968,0.17313619083338833
101,000527.SZ,美的电器(退),1993-11-12,制造业-电器机械及器材制造业-机械设备仪表-日用电器制造业,制造业-电器机械及器材制造业-机械设备仪表-日用电器制造业,4562100.6322,True,-0.0841189267585206,0.2412311357666957,0.019204848245756218
102,000528.SZ,柳工,1993-11-18,制造业-专用设备制造业-机械设备仪表,制造业-专用设备制造业-机械设备仪表,1475490.6623,True,0.0146520146520148,0.156975836823111,0.056012048643338655
111,000538.SZ,云南白药,1993-12-15,批发和零售贸易-药品及医疗器械零售业-零售业,批发和零售贸易-药品及医疗器械零售业-零售业,3501773.7875,True,-0.000196116885664,-0.4110169492107886,-0.5955966279796294
