No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,liq_barra_con_equal_ortho,mom_con_equal_ortho
1,000001.SZ,平安银行,1991-04-03,J66货币金融服务,J66货币金融服务,6552306.7979,True,0.0254123941150246,-0.016392663458525858,1.2086838964286435
4,000009.SZ,中国宝安,1991-06-25,S91综合,S91综合,1048148.6358,True,-0.0549792531120332,0.7864619701929714,0.7806943880465345
18,000039.SZ,中集集团,1994-04-08,C33金属制品业,C33金属制品业,1734014.6785,True,-0.0446175637393767,0.4869669636035258,0.6428488219062971
25,000059.SZ,华锦股份,1997-01-30,C25石油、煤炭及其他燃料加工业,C25石油、煤炭及其他燃料加工业,881171.6734,True,-0.0226063829787233,-0.3806761421865226,-0.22476878493516259
26,000060.SZ,中金岭南,1997-01-23,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,2112787.8777,True,-0.0506912442396312,-0.4718324224222564,0.6453075583814654
27,000061.SZ,农产品,1997-01-10,L72商务服务业,L72商务服务业,850639.8577,True,-0.0387722132471728,0.30232515728144527,1.2037317080663277
29,000063.SZ,中兴通讯,1997-11-18,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,3048363.6676,True,-0.1009174311926607,0.2937654987408852,0.09471145806977191
33,000069.SZ,华侨城Ａ,1997-09-10,N78公共设施管理业,N78公共设施管理业,2083440.8906,True,-0.0119047619047619,0.8873564215307794,-0.7697295202678196
41,000100.SZ,TCL科技,2004-01-30,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,1897450.4376,True,0.0251046025104602,1.5145945728524959,0.4092240040759694
46,000157.SZ,中联重科,2000-10-12,C35专用设备制造业,C35专用设备制造业,5803506.4435,True,-0.0339855818743562,0.6217982985491406,-0.03049972770065615
50,000338.SZ,潍柴动力,2007-04-30,C36汽车制造业,C36汽车制造业,2032683.2368,True,0.0074891604256996,0.7118336260275355,-0.3981837635190008
64,000422.SZ,湖北宜化,1996-08-15,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,1005658.2162,True,0.0476603119584053,1.0023666121230823,-0.08404411255457019
65,000423.SZ,东阿阿胶,1996-07-29,C27医药制造业,C27医药制造业,3056444.7768,True,0.0280777537796976,0.8758271655917729,0.1826482983837879
66,000425.SZ,徐工机械,1996-08-28,C35专用设备制造业,C35专用设备制造业,2629717.1341,True,-0.0709433962264149,0.002973842200906046,-0.10634613384585728
82,000528.SZ,柳工,1993-11-18,C35专用设备制造业,C35专用设备制造业,1129100.0779,True,-0.0645773979107312,-0.10920495366390315,-0.23340245781090763
89,000538.SZ,云南白药,1993-12-15,C27医药制造业,C27医药制造业,5310963.0734,True,0.0006587615283266,-0.19914948816023254,-0.018505958690561652
101,000559.SZ,万向钱潮,1994-01-10,C36汽车制造业,C36汽车制造业,876206.2092,True,-0.0264150943396225,-0.34763132182970363,1.5137228232187026
104,000562.SZ,宏源证券(退),1994-02-02,J67资本市场服务,J67资本市场服务,3028999.7528,True,-0.0498834498834498,-0.6995223747901598,-0.5221495323617193
109,000568.SZ,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,4282993.4384,True,0.0345389377647442,0.26526693477809915,-0.13603441955693793
113,000581.SZ,威孚高科,1998-09-24,C36汽车制造业,C36汽车制造业,1535808.8973,True,0.0517791411042944,-0.04294276681999254,0.24470326183731458
123,000596.SZ,古井贡酒,1996-09-27,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1243244.6831,True,0.0211656441717791,-1.5662092836476171,-0.20909620537409096
137,000623.SZ,吉林敖东,1996-10-28,C27医药制造业,C27医药制造业,1419392.215,True,0.0638832997987928,0.5548773234392208,0.6048458905415525
138,000625.SZ,长安汽车,1997-06-10,C36汽车制造业,C36汽车制造业,2845520.4775,True,-0.001149425287356,-0.4364247016968378,0.2692331746297537
140,000630.SZ,铜陵有色,1996-11-20,C32有色金属冶炼和压延加工业,C32有色金属冶炼和压延加工业,2793402.0787,True,-0.0765673175745118,0.5589939727921376,0.14151695690324678
148,000651.SZ,格力电器,1996-11-18,C38电气机械和器材制造业,C38电气机械和器材制造业,8677568.2995,True,-0.0195747553155585,0.768400552583571,0.26321175617989157
163,000686.SZ,东北证券,1997-02-27,J67资本市场服务,J67资本市场服务,1164187.9678,True,0.0243902439024388,-1.7308903941041243,-1.1072946702425235
171,000703.SZ,恒逸石化,1997-03-28,C28化学纤维制造业,C28化学纤维制造业,289279.034,True,0.0823421774931383,0.22102491185996231,-0.501901881156099
175,000709.SZ,河钢股份,1997-04-16,C31黑色金属冶炼和压延加工业,C31黑色金属冶炼和压延加工业,1369044.5475,True,-0.0474452554744525,0.8403644384294195,0.2757009037485127
184,000725.SZ,京东方Ａ,2001-01-12,C39计算机、通信和其他电子设备制造业,C39计算机、通信和其他电子设备制造业,2758101.3799,True,-0.0423728813559322,0.23227606371186013,-0.07219028483358672
187,000728.SZ,国元证券,1997-06-16,J67资本市场服务,J67资本市场服务,2307817.5,True,-0.0648824006488241,-1.3654347792210042,-0.985089530623706
188,000729.SZ,燕京啤酒,1997-07-16,C15酒、饮料和精制茶制造业,C15酒、饮料和精制茶制造业,1241686.5439,True,0.0589285714285714,-0.3787825398933522,0.5967685932826248
195,000750.SZ,国海证券,1997-07-09,J67资本市场服务,J67资本市场服务,635305.7442,True,-0.0389876880984951,1.1637341323831103,0.7117415254864554
203,000768.SZ,中航西飞,1997-06-26,C37铁路、船舶、航空航天和其他运输设备制造业,C37铁路、船舶、航空航天和其他运输设备制造业,2681290.5491,True,-0.0026315789473683,-0.3577430748368397,0.5940852619572559
204,000776.SZ,广发证券,1997-06-11,J67资本市场服务,J67资本市场服务,3763648.5703,True,0.0012422360248445,0.1637735873932944,-0.24432320235489943
206,000778.SZ,新兴铸管,1997-06-06,C33金属制品业,C33金属制品业,845071.745,True,0.0016051364365972,0.21095290460770474,-0.10562319216330218
209,000783.SZ,长江证券,1997-07-31,J67资本市场服务,J67资本市场服务,2435205.4843,True,-0.0385674931129477,-0.6225055552165849,-0.5817428960438732
214,000792.SZ,盐湖股份,1997-09-04,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,1593910.6178,True,-0.0236559139784946,0.6228455772031951,-0.0681877929504695
